Stock Code,Real Time Available Volume for SBL Short Sales,Last Modify,
"0050" TT,"2576944","13:24:30.53"
"0051" TT,"5606",""
"0052" TT,"1393",""
"0053" TT,"2773",""
"0054" TT,"1573",""
"0055" TT,"55812",""
"0056" TT,"293015",""
"0057" TT,"2200",""
"0058" TT,"666",""
"0059" TT,"400",""
"0061" TT,"1669430",""
"006201" TT,"8923",""
"006203" TT,"766",""
"006204" TT,"1194",""
"006205" TT,"1959087",""
"006206" TT,"533713",""
"006207" TT,"725965",""
"006208" TT,"446",""
"00631L" TT,"1206304",""
"00632R" TT,"15529490",""
"00633L" TT,"19585423",""
"00634R" TT,"1274142",""
"00635U" TT,"139745",""
"00636" TT,"361627",""
"00637L" TT,"27316836","10:12:49.49"
"00638R" TT,"369794",""
"00639" TT,"1020426",""
"00640L" TT,"3052833",""
"00641R" TT,"173974","12:47:34.53"
"00642U" TT,"6246590",""
"00643" TT,"392399",""
"00645" TT,"233266",""
"00646" TT,"120560",""
"00647L" TT,"96073",""
"00648R" TT,"632989",""
"00649" TT,"196900",""
"00650L" TT,"199706",""
"00651R" TT,"109386",""
"00652" TT,"738957",""
"00653L" TT,"705106",""
"00654R" TT,"715750",""
"00655L" TT,"1937495",""
"00656R" TT,"463878",""
"008201" TT,"2966",""
"1101" TT,"1282557","13:27:20.56"
"1102" TT,"718978","13:28:10.72"
"1103" TT,"30283","13:23:57.61"
"1104" TT,"57475",""
"1108" TT,"78781","13:24:59.87"
"1109" TT,"9157",""
"1110" TT,"7911",""
"1201" TT,"257429","13:25:05.66"
"1203" TT,"17166",""
"1210" TT,"350398",""
"1213" TT,"18380",""
"1215" TT,"393550","13:25:04.57"
"1216" TT,"1165429","13:30:01.00"
"1217" TT,"270483",""
"1218" TT,"390148",""
"1219" TT,"12540",""
"1220" TT,"13451","12:49:44.68"
"1225" TT,"25731",""
"1227" TT,"273810","13:25:05.17"
"1229" TT,"137611",""
"1231" TT,"18705",""
"1232" TT,"24973",""
"1233" TT,"6846","13:22:54.67"
"1234" TT,"16395","09:43:22.03"
"1235" TT,"33865",""
"1236" TT,"2622",""
"1258" TT,"73635",""
"1259" TT,"1884",""
"1262" TT,"187615",""
"1264" TT,"15950",""
"1301" TT,"1081146","13:24:59.21"
"1303" TT,"555697","13:27:10.80"
"1304" TT,"363867","13:25:05.37"
"1305" TT,"661783","13:24:59.88"
"1307" TT,"79235","13:24:59.88"
"1308" TT,"47427","13:28:59.06"
"1309" TT,"62402","13:24:59.90"
"1310" TT,"1482451",""
"1312" TT,"1186106","13:24:59.90"
"1313" TT,"149588","13:24:59.90"
"1314" TT,"788","09:21:51.53"
"1315" TT,"59559",""
"1316" TT,"92864",""
"1319" TT,"716595","13:24:50.90"
"1321" TT,"15603",""
"1323" TT,"253546","13:24:39.16"
"1324" TT,"8020",""
"1325" TT,"18121",""
"1326" TT,"1000293","13:29:10.04"
"1333" TT,"29462",""
"1336" TT,"9367",""
"1337" TT,"709509","13:24:59.91"
"1338" TT,"162277","13:24:59.91"
"1339" TT,"130884","13:24:37.24"
"1340" TT,"101382","13:24:28.37"
"1402" TT,"557350","13:25:05.23"
"1409" TT,"104448","13:25:05.67"
"1410" TT,"5099",""
"1413" TT,"13264",""
"1414" TT,"52296",""
"1416" TT,"70549","13:23:53.97"
"1417" TT,"166781","13:27:16.52"
"1418" TT,"11954",""
"1419" TT,"6459","12:28:06.90"
"1423" TT,"16147",""
"1432" TT,"164751","13:29:54.12"
"1434" TT,"209199","13:24:58.47"
"1435" TT,"6877",""
"1436" TT,"3241",""
"1437" TT,"33805",""
"1438" TT,"3600",""
"1439" TT,"27358",""
"1440" TT,"106336","13:23:51.73"
"1441" TT,"12623",""
"1442" TT,"26929",""
"1443" TT,"3325",""
"1444" TT,"258260","13:24:59.92"
"1445" TT,"55623","13:24:59.24"
"1446" TT,"14399",""
"1447" TT,"132722","13:29:07.69"
"1449" TT,"7096",""
"1451" TT,"50842",""
"1452" TT,"253066","13:29:05.11"
"1453" TT,"13922",""
"1454" TT,"44233",""
"1455" TT,"587212","12:47:58.55"
"1456" TT,"2158",""
"1457" TT,"572295",""
"1459" TT,"119628",""
"1460" TT,"254406","13:24:59.93"
"1463" TT,"93138","08:53:47.48"
"1464" TT,"462077","13:24:59.94"
"1465" TT,"8764",""
"1466" TT,"21836",""
"1467" TT,"102535",""
"1468" TT,"5071",""
"1470" TT,"2291",""
"1471" TT,"97556",""
"1472" TT,"9494",""
"1473" TT,"388243",""
"1474" TT,"68601",""
"1475" TT,"13914",""
"1476" TT,"98508","13:27:38.21"
"1477" TT,"345505","13:25:04.31"
"1503" TT,"11866",""
"1504" TT,"569574","13:25:02.78"
"1506" TT,"65387","13:24:59.94"
"1507" TT,"98486","13:28:01.09"
"1512" TT,"84074",""
"1513" TT,"193217","13:25:05.61"
"1514" TT,"84911",""
"1515" TT,"38301","13:24:59.95"
"1516" TT,"50750",""
"1517" TT,"48527",""
"1519" TT,"139700",""
"1521" TT,"44989","13:24:59.95"
"1522" TT,"458789","13:29:54.14"
"1524" TT,"258363",""
"1525" TT,"112409",""
"1526" TT,"29562",""
"1527" TT,"372820",""
"1528" TT,"243092",""
"1529" TT,"5413",""
"1530" TT,"9775",""
"1531" TT,"31248",""
"1532" TT,"479423","13:26:01.43"
"1533" TT,"582032","13:24:57.92"
"1535" TT,"11085","08:53:50.65"
"1536" TT,"891697","13:24:13.11"
"1537" TT,"67736",""
"1538" TT,"54063",""
"1539" TT,"159333",""
"1540" TT,"42816",""
"1541" TT,"196282",""
"1558" TT,"24024","12:47:48.31"
"1560" TT,"36081","11:00:50.39"
"1565" TT,"59761","11:14:55.81"
"1566" TT,"166911",""
"1568" TT,"548947","13:24:57.42"
"1569" TT,"24309",""
"1570" TT,"56699",""
"1580" TT,"108059","13:27:50.85"
"1582" TT,"130775","13:24:59.27"
"1583" TT,"6539",""
"1584" TT,"294379",""
"1586" TT,"83609",""
"1589" TT,"157044","13:24:17.24"
"1590" TT,"207804",""
"1592" TT,"115559","13:00:18.50"
"1593" TT,"7641",""
"1595" TT,"7252",""
"1597" TT,"100857",""
"1599" TT,"303734",""
"1603" TT,"48439",""
"1604" TT,"184159","13:13:08.18"
"1605" TT,"1066992","13:25:31.99"
"1608" TT,"39195",""
"1609" TT,"61658","13:22:54.63"
"1611" TT,"363755",""
"1612" TT,"21426",""
"1613" TT,"22107",""
"1614" TT,"23113","13:22:54.64"
"1615" TT,"6489",""
"1616" TT,"39083",""
"1617" TT,"5077",""
"1618" TT,"124998",""
"1626" TT,"7873",""
"1701" TT,"85834",""
"1702" TT,"145346","11:47:51.58"
"1704" TT,"1194092","13:24:54.30"
"1707" TT,"211250","13:24:52.64"
"1708" TT,"139566","13:24:47.53"
"1709" TT,"192845","13:29:16.67"
"1710" TT,"187198","13:24:59.98"
"1711" TT,"178542","13:24:59.99"
"1712" TT,"136044","13:24:59.98"
"1713" TT,"12005",""
"1714" TT,"300832","13:01:14.31"
"1715" TT,"131852","11:10:34.51"
"1717" TT,"100582","11:40:48.53"
"1718" TT,"575243","13:25:05.89"
"1720" TT,"105156","13:24:59.99"
"1721" TT,"106406",""
"1722" TT,"442641","13:27:30.82"
"1723" TT,"33301","13:30:24.60"
"1724" TT,"43722",""
"1725" TT,"4717",""
"1726" TT,"13843","10:47:05.21"
"1727" TT,"36743",""
"1729" TT,"14259","13:29:04.08"
"1730" TT,"44936",""
"1731" TT,"376353","13:24:59.30"
"1732" TT,"54004","13:25:00.01"
"1733" TT,"41436",""
"1734" TT,"141750","13:29:04.99"
"1735" TT,"136367",""
"1736" TT,"52061",""
"1737" TT,"118628","13:24:21.17"
"1742" TT,"67574",""
"1752" TT,"127623","13:24:25.58"
"1762" TT,"59475","13:25:00.01"
"1773" TT,"14200",""
"1777" TT,"53153",""
"1781" TT,"20640",""
"1783" TT,"70068",""
"1784" TT,"43710",""
"1785" TT,"283046","13:29:04.87"
"1786" TT,"92046","13:25:00.02"
"1787" TT,"45661",""
"1788" TT,"7568","13:14:01.94"
"1789" TT,"295215","13:28:16.65"
"1795" TT,"166799","13:25:33.20"
