Stock Code,Real Time Available Volume for SBL Short Sales,Last Modify,
"0050" TT,"3129728",""
"0051" TT,"6513",""
"0052" TT,"1640",""
"0053" TT,"2827",""
"0054" TT,"2053",""
"0055" TT,"85761",""
"0056" TT,"331491",""
"0057" TT,"2113",""
"0058" TT,"1006",""
"0059" TT,"520",""
"0061" TT,"1805679",""
"006201" TT,"7298",""
"006203" TT,"733",""
"006204" TT,"1427",""
"006205" TT,"2004169",""
"006206" TT,"594769",""
"006207" TT,"726743",""
"006208" TT,"473",""
"00631L" TT,"1214617",""
"00632R" TT,"15559128",""
"00633L" TT,"20974399",""
"00634R" TT,"1392003",""
"00635U" TT,"169651",""
"00636" TT,"433660",""
"00637L" TT,"29177181",""
"00638R" TT,"382788",""
"00639" TT,"1058336",""
"00640L" TT,"2875346",""
"00641R" TT,"516240",""
"00642U" TT,"6325705",""
"00643" TT,"405345",""
"00645" TT,"224060",""
"00646" TT,"109487",""
"00647L" TT,"118607",""
"00648R" TT,"522829",""
"00649" TT,"258013",""
"00650L" TT,"234326",""
"00651R" TT,"127273",""
"00652" TT,"792828",""
"00653L" TT,"786609",""
"00654R" TT,"841691",""
"00655L" TT,"1919533",""
"00656R" TT,"547988",""
"008201" TT,"3291",""
"1101" TT,"345","13:28:39.55"
"1102" TT,"384541","13:25:37.54"
"1103" TT,"44535","13:24:04.30"
"1104" TT,"41088","13:23:48.01"
"1108" TT,"85586",""
"1109" TT,"11272",""
"1110" TT,"556","10:29:09.06"
"1201" TT,"267491","13:25:05.49"
"1203" TT,"16386",""
"1210" TT,"350153",""
"1213" TT,"18779",""
"1215" TT,"354498","13:25:04.80"
"1216" TT,"674","13:29:40.93"
"1217" TT,"258994","13:25:01.22"
"1218" TT,"387208","13:24:59.83"
"1219" TT,"14123",""
"1220" TT,"15462",""
"1225" TT,"30053","13:25:01.22"
"1227" TT,"248795","13:25:01.23"
"1229" TT,"137984",""
"1231" TT,"24805",""
"1232" TT,"25016",""
"1233" TT,"8591",""
"1234" TT,"16086",""
"1235" TT,"40790",""
"1236" TT,"2311",""
"1258" TT,"79393",""
"1259" TT,"2491",""
"1262" TT,"117881","13:24:33.89"
"1264" TT,"19340",""
"1301" TT,"1138277","13:25:01.23"
"1303" TT,"939611","13:28:40.99"
"1304" TT,"369219","13:24:59.85"
"1305" TT,"673479","13:24:56.38"
"1307" TT,"95358",""
"1308" TT,"117109","13:25:05.59"
"1309" TT,"105303",""
"1310" TT,"1582763","13:25:05.00"
"1312" TT,"1363503",""
"1313" TT,"187282","13:25:01.24"
"1314" TT,"1223384","13:28:44.86"
"1315" TT,"51365",""
"1316" TT,"85893",""
"1319" TT,"1167321",""
"1321" TT,"13323","13:23:54.83"
"1323" TT,"178030","13:24:59.85"
"1324" TT,"9901",""
"1325" TT,"19386","13:24:59.87"
"1326" TT,"1130269","13:28:43.49"
"1333" TT,"38290",""
"1336" TT,"8475",""
"1337" TT,"727633","13:24:33.17"
"1338" TT,"208722","13:24:59.88"
"1339" TT,"135095",""
"1340" TT,"108512",""
"1402" TT,"981481","13:25:01.26"
"1409" TT,"154900","13:24:59.89"
"1410" TT,"5461",""
"1413" TT,"14214",""
"1414" TT,"54899",""
"1416" TT,"71152","13:23:48.02"
"1417" TT,"181187",""
"1418" TT,"7026",""
"1419" TT,"6590",""
"1423" TT,"20235",""
"1432" TT,"166144",""
"1434" TT,"148386","13:25:08.96"
"1435" TT,"9130",""
"1436" TT,"2556",""
"1437" TT,"48514",""
"1438" TT,"3939",""
"1439" TT,"27412",""
"1440" TT,"133581","13:23:46.06"
"1441" TT,"16769",""
"1442" TT,"31603",""
"1443" TT,"3593",""
"1444" TT,"324842","13:25:01.27"
