Stock Code,Real Time Available Volume for SBL Short Sales,Last Modify,
"0050" TT,"5850","13:25:00.11"
"0051" TT,"5286",""
"0052" TT,"1293",""
"0053" TT,"2434",""
"0054" TT,"1640",""
"0055" TT,"45557",""
"0056" TT,"341777",""
"0057" TT,"2806",""
"0058" TT,"720",""
"0059" TT,"227",""
"0061" TT,"1455815","10:46:07.48"
"006201" TT,"10216",""
"006203" TT,"413",""
"006204" TT,"950",""
"006205" TT,"1586977",""
"006206" TT,"441037",""
"006207" TT,"619952",""
"006208" TT,"480",""
"00631L" TT,"1464316",""
"00632R" TT,"14881798","08:45:27.80"
"00633L" TT,"17058802",""
"00634R" TT,"1128075",""
"00635U" TT,"113391",""
"00636" TT,"296033",""
"00637L" TT,"23645812",""
"00638R" TT,"332200",""
"00639" TT,"834394",""
"00640L" TT,"3427894",""
"00641R" TT,"792934",""
"00642U" TT,"5375999","12:58:24.87"
"00643" TT,"391886",""
"00645" TT,"233115",""
"00646" TT,"110668",""
"00647L" TT,"63873",""
"00648R" TT,"725477",""
"00649" TT,"138846",""
"00650L" TT,"201513",""
"00651R" TT,"127433",""
"00652" TT,"640752",""
"00653L" TT,"661534",""
"00654R" TT,"573947",""
"00655L" TT,"1809920",""
"00656R" TT,"393886",""
"008201" TT,"2487",""
"1101" TT,"999239","13:29:05.41"
"1102" TT,"397543","13:24:59.34"
"1103" TT,"31837","13:24:02.02"
"1104" TT,"53455","13:29:53.98"
"1108" TT,"83635","13:25:00.95"
"1109" TT,"7229",""
"1110" TT,"8035",""
"1201" TT,"87211","13:24:05.30"
"1203" TT,"17753",""
"1210" TT,"243637","13:22:26.58"
"1213" TT,"17403",""
"1215" TT,"476395","13:24:59.66"
"1216" TT,"1443296","13:28:50.81"
"1217" TT,"145145","13:25:00.95"
"1218" TT,"109589","13:25:05.15"
"1219" TT,"5358","12:43:51.58"
"1220" TT,"12312",""
"1225" TT,"22066",""
"1227" TT,"208368","13:28:20.81"
"1229" TT,"118822","13:25:00.95"
"1231" TT,"14410",""
"1232" TT,"19469","12:43:51.58"
"1233" TT,"7016",""
"1234" TT,"11591","13:23:56.12"
"1235" TT,"15112",""
"1236" TT,"2697",""
"1258" TT,"37292",""
"1259" TT,"3559",""
"1262" TT,"182895",""
"1264" TT,"9762","12:32:28.44"
"1301" TT,"1282121","13:24:59.68"
"1303" TT,"1039483","13:29:37.19"
"1304" TT,"292769","13:25:05.65"
"1305" TT,"591172","13:25:00.98"
"1307" TT,"82868","13:25:00.98"
"1308" TT,"11136","13:25:29.84"
"1309" TT,"49242","13:25:00.98"
"1310" TT,"1431089","13:25:00.98"
"1312" TT,"1121045","13:26:54.60"
"1313" TT,"124031","13:25:00.99"
"1314" TT,"329","09:37:20.24"
"1315" TT,"58672",""
"1316" TT,"59418",""
"1319" TT,"985986","13:25:01.01"
"1321" TT,"208","13:25:11.86"
"1323" TT,"210371",""
"1324" TT,"5263",""
"1325" TT,"10590","13:25:01.03"
"1326" TT,"1018293","13:27:18.26"
"1333" TT,"25694",""
"1336" TT,"8762",""
"1337" TT,"583469","13:24:59.71"
"1338" TT,"164354",""
"1339" TT,"67021","13:29:56.23"
"1340" TT,"156693","13:24:54.75"
"1402" TT,"1068389","13:25:05.77"
"1409" TT,"106398","13:25:01.02"
"1410" TT,"6360",""
"1413" TT,"12298",""
"1414" TT,"50753",""
"1416" TT,"55954","13:28:35.41"
"1417" TT,"133117","12:43:51.43"
"1418" TT,"11257",""
"1419" TT,"8509",""
"1423" TT,"14917","12:43:51.42"
"1432" TT,"137521",""
"1434" TT,"207154","13:24:52.33"
"1435" TT,"6630",""
"1436" TT,"4484","12:43:51.43"
"1437" TT,"23704",""
"1438" TT,"2956",""
"1439" TT,"27309",""
"1440" TT,"63653","13:32:18.60"
"1441" TT,"8093",""
"1442" TT,"25922",""
"1443" TT,"2778",""
"1444" TT,"161627","13:25:01.04"
"1445" TT,"38060","13:24:59.73"
"1446" TT,"13483",""
"1447" TT,"116713","13:24:59.74"
"1449" TT,"9038",""
"1451" TT,"48110",""
"1452" TT,"243507","13:28:56.17"
"1453" TT,"15225",""
"1454" TT,"29223","13:25:04.81"
"1455" TT,"463957","13:25:01.06"
"1456" TT,"2939",""
"1457" TT,"487923","13:25:01.06"
"1459" TT,"73248","13:25:01.06"
"1460" TT,"216472","13:25:01.06"
"1463" TT,"70779","13:25:01.07"
"1464" TT,"487669","13:25:19.49"
"1465" TT,"7136",""
"1466" TT,"12953","13:25:01.07"
"1467" TT,"60937","13:25:01.07"
"1468" TT,"4970",""
"1470" TT,"1129",""
"1471" TT,"77915",""
