Stock Code,Real Time Available Volume for SBL Short Sales,Last Modify,
"0050" TT,"2647196","13:24:32.25"
"0051" TT,"5906",""
"0052" TT,"1400",""
"0053" TT,"2640",""
"0054" TT,"1627",""
"0055" TT,"60781",""
"0056" TT,"296119",""
"0057" TT,"2213",""
"0058" TT,"686",""
"0059" TT,"434",""
"0061" TT,"1012371","12:16:00.22"
"006201" TT,"9069",""
"006203" TT,"760",""
"006204" TT,"1234",""
"006205" TT,"1986920",""
"006206" TT,"541773",""
"006207" TT,"728170",""
"006208" TT,"420",""
"00631L" TT,"1209504",""
"00632R" TT,"15604315",""
"00633L" TT,"19501546","13:29:45.12"
"00634R" TT,"1291849",""
"00635U" TT,"148247",""
"00636" TT,"370560",""
"00637L" TT,"27272953","13:29:45.11"
"00638R" TT,"372581",""
"00639" TT,"1006933",""
"00640L" TT,"3066220",""
"00641R" TT,"575800",""
"00642U" TT,"6243823",""
"00643" TT,"393679",""
"00645" TT,"233640",""
"00646" TT,"105807",""
"00647L" TT,"98427",""
"00648R" TT,"592013",""
"00649" TT,"197513",""
"00650L" TT,"193646",""
"00651R" TT,"109706",""
"00652" TT,"740674",""
"00653L" TT,"700406",""
"00654R" TT,"737920",""
"00655L" TT,"1978100",""
"00656R" TT,"474572",""
"008201" TT,"2986",""
"1101" TT,"635958","13:28:20.72"
"1102" TT,"393152","13:28:20.77"
"1103" TT,"35684","13:23:58.10"
"1104" TT,"57829",""
"1108" TT,"60962","13:25:00.20"
"1109" TT,"10036",""
"1110" TT,"8032",""
"1201" TT,"242320","13:25:06.38"
"1203" TT,"17210",""
"1210" TT,"364220",""
"1213" TT,"18353",""
"1215" TT,"445954","13:25:03.74"
"1216" TT,"1110730","13:29:58.94"
"1217" TT,"272021",""
"1218" TT,"387554",""
"1219" TT,"12726",""
"1220" TT,"12138","13:26:26.35"
"1225" TT,"25770",""
"1227" TT,"282870","09:01:00.91"
"1229" TT,"138199","09:18:59.57"
"1231" TT,"20646",""
"1232" TT,"25333",""
"1233" TT,"5823","13:26:26.35"
"1234" TT,"18283",""
"1235" TT,"35327",""
"1236" TT,"2676",""
"1258" TT,"75909",""
"1259" TT,"2129",""
"1262" TT,"175960",""
"1264" TT,"16291",""
"1301" TT,"1173320","13:24:59.31"
"1303" TT,"988448","13:28:40.91"
"1304" TT,"362194","13:25:05.74"
"1305" TT,"504359","13:25:00.18"
"1307" TT,"77925","13:25:00.19"
"1308" TT,"20314","13:28:49.69"
"1309" TT,"70175","13:25:00.21"
"1310" TT,"1502058",""
"1312" TT,"1216538","13:29:32.59"
"1313" TT,"177243","13:25:00.22"
"1314" TT,"349055","13:25:32.24"
"1315" TT,"45581","13:25:03.32"
"1316" TT,"92117",""
"1319" TT,"971522","13:24:59.86"
"1321" TT,"8503","13:26:26.39"
"1323" TT,"244915",""
"1324" TT,"8020",""
"1325" TT,"18616",""
"1326" TT,"1199584","13:25:10.98"
"1333" TT,"30288",""
"1336" TT,"8974",""
"1337" TT,"570362","13:25:00.22"
"1338" TT,"147622","13:25:00.22"
"1339" TT,"132324",""
"1340" TT,"99343",""
"1402" TT,"856634","13:25:05.09"
"1409" TT,"107090","13:26:26.36"
"1410" TT,"5761",""
"1413" TT,"13274",""
"1414" TT,"53505","13:26:26.38"
"1416" TT,"64240","13:23:53.34"
"1417" TT,"174071",""
"1418" TT,"6873",""
"1419" TT,"6886",""
"1423" TT,"17374",""
"1432" TT,"163086",""
"1434" TT,"153243","13:25:06.23"
"1435" TT,"7104",""
"1436" TT,"3129",""
"1437" TT,"35631",""
"1438" TT,"3579",""
"1439" TT,"27235",""
"1440" TT,"111418","13:23:50.68"
"1441" TT,"13232",""
"1442" TT,"29192",""
"1443" TT,"3468",""
"1444" TT,"306920","13:25:00.23"
"1445" TT,"55629","13:26:26.35"
"1446" TT,"13625",""
"1447" TT,"109792","13:28:49.84"
"1449" TT,"7328",""
"1451" TT,"48888","13:25:05.81"
"1452" TT,"245153","13:28:49.86"
"1453" TT,"13618",""
"1454" TT,"44623",""
"1455" TT,"637468",""
"1456" TT,"2158",""
"1457" TT,"578803",""
"1459" TT,"118456","12:30:24.71"
"1460" TT,"260156","13:25:00.25"
"1463" TT,"96041",""
"1464" TT,"491216","13:28:37.98"
"1465" TT,"5061","09:53:26.14"
"1466" TT,"22077",""
"1467" TT,"86828","12:57:33.47"
"1468" TT,"5091",""
"1470" TT,"2205",""
"1471" TT,"104954",""
"1472" TT,"9722",""
"1473" TT,"379052",""
"1474" TT,"71922",""
"1475" TT,"13887",""
"1476" TT,"221876","13:25:08.64"
"1477" TT,"298043","13:24:59.88"
"1503" TT,"12228",""
"1504" TT,"574481","13:25:00.52"
"1506" TT,"62061","13:25:00.25"
"1507" TT,"113181","13:25:04.56"
"1512" TT,"91699",""
"1513" TT,"198944","13:25:06.12"
"1514" TT,"89018",""
"1515" TT,"38856","13:25:00.26"
"1516" TT,"50390",""
"1517" TT,"48751",""
"1519" TT,"139480",""
"1521" TT,"45002","13:25:00.28"
"1522" TT,"401663","13:25:00.28"
"1524" TT,"252710",""
"1525" TT,"110928",""
"1526" TT,"30919",""
"1527" TT,"378683",""
"1528" TT,"242430",""
"1529" TT,"5713",""
"1530" TT,"10142",""
"1531" TT,"33628",""
"1532" TT,"434287","13:28:42.29"
"1533" TT,"582206",""
"1535" TT,"12304",""
"1536" TT,"856169","13:20:17.55"
"1537" TT,"67826",""
"1538" TT,"54862",""
"1539" TT,"162206",""
"1540" TT,"43368","09:01:20.58"
"1541" TT,"193702",""
"1558" TT,"24540","12:46:50.21"
"1560" TT,"38266",""
"1565" TT,"58113","12:10:53.97"
"1566" TT,"178532",""
"1568" TT,"430930","13:19:39.99"
"1569" TT,"24439",""
"1570" TT,"58818",""
"1580" TT,"113960","13:27:10.76"
"1582" TT,"116119","13:26:06.79"
"1583" TT,"6446",""
"1584" TT,"315224",""
"1586" TT,"86458",""
"1589" TT,"158330","13:24:47.69"
"1590" TT,"198963",""
"1592" TT,"138439",""
"1593" TT,"7781",""
"1595" TT,"7405",""
"1597" TT,"101260",""
"1599" TT,"313897",""
"1603" TT,"49167",""
"1604" TT,"184264","12:34:58.94"
"1605" TT,"1164842","13:25:32.29"
"1608" TT,"47602",""
"1609" TT,"48626","09:53:26.21"
"1611" TT,"422843",""
"1612" TT,"23826",""
"1613" TT,"23440",""
"1614" TT,"18087","09:40:08.85"
"1615" TT,"6493",""
"1616" TT,"39757",""
"1617" TT,"5319",""
"1618" TT,"124536",""
"1626" TT,"8268",""
"1701" TT,"87538",""
"1702" TT,"137712","13:25:03.71"
"1704" TT,"1251437",""
"1707" TT,"105776","13:26:48.24"
"1708" TT,"142329","13:23:58.23"
"1709" TT,"210804","13:25:00.28"
"1710" TT,"184062","13:25:00.28"
"1711" TT,"105659","13:26:26.38"
"1712" TT,"125335","13:25:00.29"
"1713" TT,"12145",""
"1714" TT,"312576","13:28:00.44"
"1715" TT,"146822","09:30:39.03"
"1717" TT,"96728","09:40:08.85"
"1718" TT,"624783","13:25:05.66"
"1720" TT,"103416","13:25:00.30"
"1721" TT,"108267",""
"1722" TT,"396097","13:27:50.85"
"1723" TT,"48171","13:26:29.35"
"1724" TT,"42770",""
"1725" TT,"4763",""
"1726" TT,"15159",""
"1727" TT,"10116",""
"1729" TT,"32766","13:28:48.73"
"1730" TT,"44961",""
"1731" TT,"398130","13:06:44.16"
"1732" TT,"55469","13:25:00.31"
"1733" TT,"41445",""
"1734" TT,"160561",""
"1735" TT,"137180",""
"1736" TT,"52654",""
"1737" TT,"123944",""
"1742" TT,"77364",""
"1752" TT,"123875","13:29:54.75"
"1762" TT,"60809","13:25:03.72"
"1773" TT,"14888",""
"1777" TT,"54600",""
"1781" TT,"20604",""
"1783" TT,"68406",""
"1784" TT,"43917",""
"1785" TT,"302041","13:28:54.08"
"1786" TT,"91934","13:25:00.32"
"1787" TT,"45858",""
"1788" TT,"8501",""
"1789" TT,"275387","10:12:12.79"
"1795" TT,"174755",""
"1799" TT,"33931",""
"1802" TT,"841","12:50:02.84"
"1805" TT,"26146",""
"1806" TT,"56275",""
"1808" TT,"139659","13:24:07.77"
"1809" TT,"61774",""
"1810" TT,"159307",""
"1813" TT,"16199",""
"1815" TT,"482618",""
"1817" TT,"47256",""
"1902" TT,"65111",""
"1903" TT,"13886",""
"1904" TT,"84023","09:53:26.20"
"1905" TT,"235901",""
