"證券代號 TT","可借券賣出股數"
"1457 TT","592,097"
"3362 TT","6,776"
"1459 TT","130,478"
"3363 TT","65,418"
"1460 TT","293,530"
"3372 TT","69,901"
"1463 TT","105,723"
"3373 TT","207,734"
"1464 TT","532,207"
"3374 TT","502,861"
"1465 TT","9,173"
"3379 TT","7,003"
"1466 TT","21,949"
"3388 TT","5,441"
"1467 TT","104,737"
"3390 TT","31,289"
"1470 TT","2,225"
"3402 TT","179,816"
"1471 TT","106,743"
"3428 TT","313,578"
"1473 TT","368,659"
"3434 TT","8,523"
"1474 TT","72,481"
"3438 TT","89,051"
"1476 TT","354,046"
"3441 TT","16,208"
"1477 TT","358,038"
"3444 TT","10,803"
"1503 TT","12,226"
"3452 TT","206,628"
"1504 TT","571,104"
"3455 TT","264,138"
"1506 TT","75,883"
"3466 TT","2,268"
"1507 TT","150,370"
"3479 TT","267,661"
"1512 TT","100,426"
"3483 TT","211,731"
"1513 TT","219,396"
"3484 TT","185,151"
"1514 TT","89,151"
"3489 TT","11,906"
"1515 TT","47,872"
"3490 TT","294,960"
"1516 TT","50,215"
"3491 TT","194,239"
"1517 TT","49,384"
"3492 TT","226,897"
"1519 TT","139,103"
"3498 TT","213,909"
"1521 TT","46,561"
"3499 TT","176,465"
"1522 TT","390,981"
"3508 TT","201,577"
"1524 TT","251,658"
"3511 TT","162,411"
"1525 TT","116,462"
"3512 TT","16,127"
"1526 TT","32,479"
"3516 TT","11,002"
"1527 TT","380,086"
"3520 TT","287,797"
"1528 TT","239,469"
"3521 TT","59,363"
"1530 TT","10,577"
"3522 TT","50,291"
"1531 TT","35,975"
"3523 TT","108,188"
"1532 TT","455,146"
"3526 TT","294,927"
"1533 TT","577,039"
"3527 TT","61,635"
"1535 TT","12,350"
"3528 TT","35,950"
"1536 TT","935,848"
"3529 TT","66,005"
"1537 TT","68,899"
"3531 TT","3,596"
"1539 TT","163,482"
"3537 TT","61,719"
"1540 TT","44,770"
"3540 TT","216,475"
"1541 TT","190,513"
"3541 TT","30,576"
"1558 TT","26,002"
"3546 TT","60,359"
"1560 TT","38,867"
"3548 TT","244,869"
"1568 TT","558,262"
"3551 TT","23,500"
"1582 TT","146,394"
"3552 TT","300,785"
"1583 TT","6,366"
"3553 TT","41,195"
"1589 TT","162,227"
"3556 TT","108,232"
"1590 TT","196,652"
"3558 TT","86,721"
"1592 TT","133,199"
"3563 TT","11,831"
"1603 TT","49,751"
"3564 TT","36,949"
"1604 TT","181,247"
"3567 TT","71,289"
"1605 TT","1,544,005"
"3577 TT","13,069"
"1608 TT","70,052"
"3580 TT","89,058"
"1609 TT","75,446"
"3581 TT","89,101"
"1611 TT","472,715"
"3587 TT","110,326"
"1612 TT","24,659"
"3594 TT","157,752"
"1614 TT","25,550"
"3609 TT","10,093"
"1615 TT","6,739"
"3611 TT","33,092"
"1617 TT","5,993"
"3615 TT","106,409"
"1618 TT","124,869"
"3623 TT","45,904"
"1626 TT","8,841"
"3624 TT","160,716"
"1701 TT","91,004"
"3625 TT","23,873"
"1702 TT","145,235"
"3628 TT","14,580"
"1704 TT","1,390,024"
"3630 TT","47,028"
"1707 TT","200,036"
"3631 TT","6,925"
"1708 TT","176,581"
"3632 TT","401,980"
"1709 TT","247,468"
"3642 TT","120,099"
"1710 TT","302,128"
"3646 TT","9,609"
"1711 TT","235,190"
"3652 TT","3,571"
"1712 TT","142,340"
"3658 TT","124,019"
"1713 TT","12,139"
"3662 TT","1,316,235"
"1714 TT","325,767"
"3663 TT","13,380"
"1715 TT","149,576"
"3664 TT","149,389"
"1717 TT","103,137"
"3666 TT","141,664"
"1718 TT","717,634"
"3675 TT","11,782"
"1720 TT","114,889"
"3680 TT","86,609"
"1721 TT","116,832"
"3685 TT","66,789"
"1722 TT","509,255"
"3687 TT","75,993"
"1723 TT","82,033"
"3689 TT","68,764"
"1724 TT","42,463"
"3691 TT","149,763"
"1725 TT","4,743"
"3693 TT","39,623"
"1726 TT","15,284"
"3707 TT","627,107"
"1727 TT","10,221"
"4102 TT","48,657"
"1729 TT","80,768"
"4103 TT","10,924"
"1730 TT","46,629"
"4105 TT","553,941"
"1731 TT","397,530"
"4107 TT","127,275"
"1732 TT","58,376"
"4109 TT","40,849"
"1733 TT","40,544"
"4111 TT","27,241"
"1734 TT","162,689"
"4113 TT","126,478"
"1735 TT","135,191"
"4114 TT","100,390"
"1736 TT","52,748"
"4116 TT","57,841"
"1737 TT","133,800"
"4120 TT","58,688"
"1762 TT","65,600"
"4121 TT","77,107"
"1773 TT","15,091"
"4123 TT","259,581"
"1783 TT","69,012"
"4126 TT","136,664"
"1786 TT","94,573"
"4127 TT","52,033"
"1789 TT","308,564"
"4129 TT","199,524"
"1802 TT","832,143"
"4130 TT","325,347"
"1805 TT","26,533"
"4138 TT","27,609"
"1806 TT","58,620"
"4153 TT","83,494"
"1808 TT","188,575"
"4157 TT","280,264"
"1809 TT","62,203"
"4161 TT","131,770"
"1810 TT","166,710"
"4162 TT","263,157"
"1817 TT","48,441"
"4163 TT","214,881"
"1902 TT","68,958"
"4173 TT","102,339"
"1903 TT","15,146"
"4174 TT","254,368"
"1904 TT","103,705"
"4205 TT","5,496"
"1905 TT","230,406"
"4207 TT","18,407"
"1906 TT","142,806"
"4303 TT","2,155"
"1907 TT","145,014"
"4305 TT","4,914"
"1909 TT","517,505"
"4401 TT","25,866"
"2002 TT","6,577,520"
"4406 TT","29,182"
"2006 TT","303,024"
"4416 TT","1,973"
"2007 TT","45,511"
"4417 TT","80,223"
"2008 TT","24,503"
"4420 TT","131,998"
"2010 TT","134,106"
"4429 TT","7,083"
"2012 TT","13,802"
"4430 TT","12,032"
"2013 TT","114,727"
"4432 TT","91,026"
"2015 TT","131,693"
"4433 TT","8,713"
"2017 TT","169,682"
"4502 TT","35,374"
"2020 TT","97,028"
"4506 TT","63,679"
"2023 TT","505,444"
"4510 TT","186,423"
"2024 TT","24,027"
"4513 TT","120,229"
"2027 TT","244,299"
"4523 TT","341,839"
"2029 TT","51,871"
"4527 TT","5,970"
"2030 TT","113,312"
"4528 TT","95,305"
"2031 TT","136,095"
"4529 TT","320,282"
"2032 TT","143,988"
"4533 TT","662,143"
"2033 TT","11,964"
"4534 TT","458,462"
"2034 TT","329,009"
"4535 TT","31,141"
"2038 TT","34,216"
"4541 TT","72,217"
"2049 TT","570,217"
"4549 TT","7,573"
"2059 TT","64,675"
"4550 TT","15,100"
"2062 TT","181,649"
"4706 TT","163,728"
"2101 TT","484,991"
"4707 TT","68,979"
"2102 TT","127,827"
"4711 TT","4,896"
"2103 TT","903,158"
"4712 TT","20,136"
"2104 TT","144,224"
"4714 TT","24,625"
"2105 TT","1,448,201"
"4716 TT","23,074"
"2106 TT","269,485"
"4721 TT","432,627"
"2107 TT","254,567"
"4728 TT","169,235"
"2108 TT","439,675"
"4736 TT","95,570"
"2109 TT","98,591"
"4739 TT","748,552"
"2114 TT","13,650"
"4745 TT","161,976"
"2115 TT","109,786"
"4747 TT","12,725"
"2201 TT","337,574"
"4803 TT","136,796"
"2204 TT","423,150"
"4804 TT","44,406"
"2206 TT","303,690"
"4903 TT","165,925"
"2207 TT","56,002"
"4905 TT","23,156"
"2208 TT","221,744"
"4908 TT","36,168"
"2227 TT","41,105"
"4909 TT","52,125"
"2228 TT","173,359"
"4924 TT","48,049"
"2231 TT","93,632"
"4933 TT","53,576"
"2301 TT","1,111,334"
"4939 TT","27,794"
"2302 TT","49,648"
"4944 TT","114,841"
"2303 TT","6,186,527"
"4947 TT","125,895"
"2305 TT","206,391"
"4953 TT","20,797"
"2308 TT","1,010,788"
"4966 TT","338,118"
"2311 TT","3,351,910"
"4971 TT","265,560"
"2312 TT","1,120,029"
"4972 TT","38,330"
"2313 TT","1,549,943"
"4973 TT","27,988"
"2314 TT","343,517"
"4974 TT","28,930"
"2316 TT","1,497,762"
"4979 TT","450,806"
"2317 TT","5,404,630"
"4991 TT","574,054"
"2323 TT","675,918"
"4995 TT","11,593"
"2324 TT","2,656,358"
"5009 TT","626,241"
"2325 TT","3,334,929"
"5011 TT","504"
"2327 TT","222,233"
"5013 TT","35,381"
"2328 TT","270,138"
"5014 TT","19,345"
"2329 TT","600,602"
"5015 TT","181,574"
"2330 TT","6,653,243"
"5016 TT","1,797"
"2331 TT","393,628"
"5102 TT","6,655"
"2332 TT","454,590"
"5201 TT","4,386"
"2337 TT","1,019,853"
"5202 TT","7,932"
"2338 TT","72,226"
"5206 TT","6,537"
"2340 TT","463,961"
"5210 TT","5,402"
"2344 TT","1,979,994"
"5211 TT","9,037"
"2345 TT","2,207,345"
"5212 TT","7,478"
"2347 TT","904,431"
"5213 TT","33,153"
"2349 TT","1,858,601"
"5230 TT","40,926"
"2351 TT","319,349"
"5245 TT","150,093"
"2352 TT","853,381"
"5251 TT","13,055"
"2353 TT","2,086,015"
"5255 TT","5,160"
"2354 TT","1,204,910"
"5263 TT","40,651"
"2355 TT","546,148"
"5272 TT","75,724"
"2356 TT","4,505,282"
"5274 TT","19,544"
"2357 TT","258,083"
"5284 TT","39,366"
"2358 TT","64,388"
"5287 TT","2,904"
"2359 TT","245,874"
"5289 TT","395,908"
"2360 TT","100,629"
"5291 TT","7,313"
"2362 TT","232,806"
"5301 TT","18,255"
"2363 TT","362,442"
"5302 TT","21,841"
"2365 TT","90,850"
"5306 TT","42,747"
"2367 TT","312,585"
"5309 TT","1,426,103"
"2368 TT","343,567"
"5310 TT","14,695"
"2369 TT","214,102"
"5312 TT","7,916"
"2371 TT","1,037,438"
"5314 TT","25,997"
"2373 TT","11,695"
"5315 TT","575,753"
"2374 TT","70,990"
"5317 TT","6,154"
"2375 TT","47,410"
"5321 TT","3,047"
"2376 TT","236,665"
"5324 TT","8,689"
"2377 TT","1,219,355"
"5328 TT","117,195"
"2379 TT","688,823"
"5344 TT","4,805"
"2380 TT","42,344"
"5345 TT","20,839"
"2382 TT","1,132,038"
"5347 TT","813,424"
"2383 TT","729,238"
"5349 TT","1,375,791"
"2385 TT","319,951"
"5351 TT","583,837"
"2387 TT","353,216"
"5353 TT","29,128"
"2390 TT","279,424"
"5355 TT","39,961"
"2392 TT","194,130"
"5356 TT","120,658"
"2393 TT","532,300"
"5371 TT","368,092"
"2395 TT","163,008"
"5383 TT","7,269"
"2397 TT","125,945"
"5384 TT","3,517"
"2399 TT","30,095"
"5386 TT","1,500"
"2401 TT","1,231,782"
"5392 TT","40,099"
"2402 TT","437,683"
"5403 TT","85,954"
"2404 TT","299,769"
"5410 TT","76,844"
"2405 TT","3,060,702"
"5425 TT","653,721"
"2406 TT","1,206,269"
"5426 TT","19,688"
"2408 TT","1,328,737"
"5432 TT","2,321"
"2409 TT","14,466,230"
"5438 TT","100,444"
"2412 TT","1,765,914"
"5439 TT","16,339"
"2413 TT","133,721"
"5443 TT","673,560"
"2414 TT","34,504"
"5452 TT","169,013"
"2415 TT","107,577"
"5457 TT","193,231"
"2417 TT","77,774"
"5460 TT","53,639"
"2419 TT","1,472,307"
"5464 TT","12,726"
"2420 TT","98,850"
"5465 TT","43,826"
"2421 TT","759,845"
"5474 TT","103,993"
"2423 TT","21,847"
"5475 TT","90,751"
"2424 TT","1,673"
"5478 TT","209,275"
"2425 TT","67,134"
"5480 TT","35,255"
"2426 TT","319,901"
"5481 TT","78,419"
"2427 TT","75,168"
"5483 TT","838,906"
"2428 TT","107,421"
"5487 TT","102,117"
"2430 TT","40,255"
"5488 TT","18,053"
"2431 TT","195,186"
"5489 TT","13,303"
"2433 TT","24,308"
"5490 TT","341,231"
"2436 TT","930,107"
"5491 TT","50,650"
"2437 TT","56,176"
"5493 TT","18,966"
"2439 TT","808,231"
"5498 TT","46,572"
"2441 TT","105,264"
"5508 TT","110,664"
"2442 TT","63,595"
"5511 TT","31,597"
"2443 TT","71,436"
"5512 TT","213,025"
"2444 TT","338,973"
"5514 TT","16,959"
"2448 TT","2,796,895"
"5516 TT","2,827"
"2449 TT","1,757,713"
"5520 TT","3,894"
"2450 TT","22,931"
"5523 TT","2,149"
"2451 TT","132,208"
"5529 TT","54,121"
"2453 TT","92,271"
"5530 TT","29,925"
"2454 TT","1,300,688"
"5536 TT","17,545"
"2455 TT","1,255,320"
"5603 TT","50,849"
"2456 TT","490,467"
"5604 TT","5,796"
"2457 TT","233,653"
"5609 TT","20,238"
"2458 TT","665,723"
"5703 TT","3,913"
"2459 TT","14,025"
"5704 TT","64,383"
"2460 TT","20,362"
"5820 TT","209,368"
"2461 TT","118,019"
"5903 TT","67,950"
"2462 TT","28,175"
"5904 TT","10,773"
"2464 TT","523,891"
"5905 TT","60,121"
"2466 TT","17,170"
"6015 TT","74,939"
"2467 TT","162,392"
"6016 TT","81,136"
"2468 TT","13,375"
"6020 TT","7,745"
"2471 TT","57,284"
"6021 TT","50,031"
"2472 TT","227,360"
"6022 TT","65,258"
"2474 TT","1,350,480"
"6023 TT","34,466"
"2475 TT","530,995"
"6024 TT","70,353"
"2476 TT","38,625"
"6101 TT","6,600"
"2477 TT","58,866"
"6104 TT","337,207"
"2478 TT","150,540"
"6105 TT","99,018"
"2480 TT","42,699"
"6107 TT","80,112"
"2481 TT","1,859,458"
"6109 TT","22,182"
"2482 TT","237,979"
"6111 TT","303,703"
"2483 TT","62,485"
"6113 TT","24,205"
"2484 TT","495,265"
"6114 TT","53,001"
"2485 TT","1,281,476"
"6118 TT","31,324"
"2486 TT","65,128"
"6121 TT","210,208"
"2488 TT","383,439"
"6122 TT","15,411"
"2489 TT","1,431,726"
"6123 TT","181,916"
"2492 TT","1,514,182"
"6124 TT","4,796"
"2493 TT","81,814"
"6125 TT","225,042"
"2495 TT","331,783"
"6126 TT","68,333"
"2497 TT","272,124"
"6127 TT","24,007"
"2498 TT","7,731,686"
"6129 TT","74,509"
"2499 TT","280,531"
"6130 TT","3,665"
"2501 TT","236,347"
"6134 TT","10,325"
"2504 TT","304,785"
"6138 TT","206,042"
"2505 TT","85,733"
"6140 TT","7,451"
"2506 TT","23,031"
"6143 TT","380,236"
"2509 TT","52,400"
"6146 TT","41,713"
"2511 TT","683,424"
"6147 TT","793,960"
"2514 TT","191,401"
"6148 TT","47,046"
"2515 TT","981,136"
"6151 TT","78,264"
"2516 TT","126,457"
"6154 TT","6,657"
"2520 TT","495,387"
"6156 TT","71,603"
"2524 TT","36,953"
"6158 TT","175,160"
"2527 TT","31,239"
"6160 TT","200,146"
"2528 TT","3,897"
"6161 TT","24,091"
"2530 TT","204,839"
"6163 TT","198,100"
"2534 TT","111,430"
"6169 TT","135,737"
"2535 TT","42,701"
"6170 TT","45,043"
"2536 TT","108,247"
"6171 TT","34,248"
"2537 TT","233,995"
"6173 TT","1,190,824"
"2538 TT","379,852"
"6174 TT","5,757"
"2539 TT","45,654"
"6175 TT","21,756"
"2540 TT","2,661"
"6179 TT","9,603"
"2542 TT","2,200,216"
"6180 TT","234,503"
"2543 TT","13,967"
"6182 TT","449,369"
"2545 TT","226,379"
"6185 TT","97,138"
"2546 TT","18,723"
"6186 TT","148,405"
"2547 TT","240,663"
"6187 TT","363,927"
"2548 TT","430,934"
"6188 TT","224,772"
"2597 TT","18,715"
"6190 TT","33,409"
"2601 TT","409,989"
"6194 TT","26,404"
"2603 TT","1,162,826"
"6195 TT","10,712"
"2605 TT","177,337"
"6203 TT","9,139"
"2606 TT","501,607"
"6204 TT","3,533"
"2607 TT","140,049"
"6207 TT","166,257"
"2608 TT","521,915"
"6208 TT","116,195"
"2609 TT","1,357,668"
"6210 TT","35,899"
"2610 TT","2,117,968"
"6212 TT","6,950"
"2611 TT","30,549"
"6217 TT","304,283"
"2612 TT","118,882"
"6218 TT","11,080"
"2613 TT","29,133"
"6219 TT","11,617"
"2615 TT","1,716,550"
"6220 TT","217,575"
"2616 TT","29,270"
"6221 TT","23,398"
"2617 TT","159,776"
"6223 TT","291,224"
"2618 TT","3,038,056"
"6227 TT","441,428"
"2634 TT","884,926"
"6228 TT","19,040"
"2637 TT","270,275"
"6229 TT","102,084"
"2642 TT","20,448"
"6231 TT","39,754"
"2701 TT","8,560"
"6233 TT","55,983"
"2702 TT","26,647"
"6234 TT","279,751"
"2704 TT","14,813"
"6237 TT","282,384"
"2705 TT","108,175"
"6238 TT","577,384"
"2706 TT","15,435"
"6241 TT","19,132"
"2707 TT","75,471"
"6244 TT","1,260,271"
"2712 TT","4,460"
"6245 TT","208,371"
"2722 TT","1,695"
"6248 TT","993"
"2723 TT","93,996"
"6261 TT","92,263"
"2727 TT","46,674"
"6263 TT","20,688"
"2731 TT","51,711"
"6264 TT","9,707"
"2801 TT","1,010,667"
"6265 TT","50,361"
"2809 TT","227,997"
"6266 TT","410,143"
"2812 TT","386,648"
"6270 TT","55,679"
"2816 TT","33,141"
"6274 TT","594,848"
"2820 TT","310,923"
"6275 TT","39,222"
"2823 TT","2,573,844"
"6279 TT","181,604"
"2832 TT","36,877"
"6284 TT","55,932"
"2834 TT","1,377,623"
"6287 TT","6,257"
"2836 TT","143,879"
"6290 TT","317,031"
"2838 TT","83,365"
"6292 TT","6,179"
"2841 TT","633,920"
"6294 TT","68,600"
"2845 TT","311,457"
"6298 TT","48,974"
"2849 TT","40,135"
"6404 TT","162,582"
"2850 TT","52,814"
"6411 TT","452,991"
"2851 TT","19,069"
"6417 TT","57,696"
"2852 TT","69,287"
"6426 TT","8,924"
"2855 TT","115,638"
"6432 TT","20,161"
"2856 TT","150,611"
"6488 TT","154,359"
"2867 TT","414,720"
"6496 TT","20,408"
"2880 TT","1,525,815"
"6506 TT","116,999"
"2881 TT","4,880,884"
"6508 TT","20,199"
"2882 TT","4,495,170"
"6509 TT","570,364"
"2883 TT","5,051,901"
"6510 TT","133,770"
"2884 TT","3,261,860"
"6603 TT","33,882"
"2885 TT","5,200,290"
"6609 TT","59,783"
"2886 TT","4,028,194"
"6803 TT","26,499"
"2887 TT","3,875,018"
"8024 TT","19,720"
"2888 TT","4,388,554"
"8027 TT","10,637"
"2889 TT","482,083"
"8032 TT","4,778"
"2890 TT","3,315,949"
"8038 TT","377,317"
"2891 TT","6,615,723"
"8040 TT","29,686"
"2892 TT","3,596,651"
"8042 TT","96,230"
"2901 TT","7,488"
"8043 TT","15,145"
"2903 TT","411,823"
"8044 TT","83,906"
"2904 TT","12,219"
"8047 TT","4,858"
"2905 TT","190,394"
"8048 TT","88,039"
"2906 TT","16,889"
"8049 TT","494,347"
"2908 TT","140,332"
"8050 TT","240,285"
"2910 TT","455"
"8053 TT","32,167"
"2911 TT","134,970"
"8054 TT","28,639"
"2912 TT","303,962"
"8059 TT","34,853"
"2913 TT","411,034"
"8064 TT","1,311,529"
"2915 TT","748,189"
"8069 TT","2,362,819"
"2929 TT","137,679"
"8071 TT","19,527"
"3002 TT","27,302"
"8074 TT","56,466"
"3003 TT","506,218"
"8076 TT","565,126"
"3004 TT","120,740"
"8079 TT","15,435"
"3005 TT","610,223"
"8080 TT","159,964"
"3006 TT","334,127"
"8083 TT","4,617"
"3008 TT","191,101"
"8085 TT","34,542"
"3010 TT","36,887"
"8086 TT","1,063,029"
"3011 TT","127,089"
"8088 TT","48,121"
"3013 TT","139,374"
"8091 TT","107,559"
"3014 TT","110,270"
"8093 TT","3,848"
"3015 TT","61,457"
"8096 TT","1,112,245"
"3016 TT","763,331"
"8099 TT","25,265"
"3017 TT","750,813"
"8107 TT","146,733"
"3018 TT","27,726"
"8109 TT","64,062"
"3019 TT","202,474"
"8121 TT","116,665"
"3021 TT","22,115"
"8147 TT","20,141"
"3022 TT","209,075"
"8155 TT","51,936"
"3023 TT","386,958"
"8171 TT","170,833"
"3024 TT","42,378"
"8182 TT","20,832"
"3025 TT","33,892"
"8183 TT","116,697"
"3026 TT","28,537"
"8234 TT","75,736"
"3027 TT","67,965"
"8240 TT","10,994"
"3028 TT","137,322"
"8255 TT","290,653"
"3029 TT","206,360"
"8277 TT","295,247"
"3030 TT","133,748"
"8287 TT","101,715"
"3031 TT","57,016"
"8289 TT","30,803"
"3032 TT","568,874"
"8299 TT","312,029"
"3033 TT","47,733"
"8349 TT","14,061"
"3034 TT","817,594"
"8354 TT","15,556"
"3035 TT","321,996"
"8358 TT","100,435"
"3036 TT","204,105"
"8383 TT","565,571"
"3037 TT","1,504,713"
"8390 TT","22,104"
"3038 TT","936,060"
"8401 TT","17,322"
"3040 TT","8,754"
"8403 TT","139,823"
"3041 TT","414,353"
"8406 TT","50,800"
"3042 TT","753,579"
"8410 TT","10,899"
"3044 TT","269,624"
"8418 TT","4,860"
"3045 TT","633,839"
"8420 TT","98,853"
"3047 TT","174,182"
"8421 TT","26,387"
"3048 TT","177,732"
"8424 TT","5,029"
"3049 TT","745,952"
"8426 TT","31,058"
"3050 TT","285,204"
"8431 TT","338,908"
"3052 TT","95,030"
"8432 TT","210,958"
"3054 TT","61,918"
"8433 TT","94,947"
"3055 TT","441,630"
"8435 TT","4,482"
"3056 TT","322,964"
"8436 TT","390,186"
"3057 TT","212,561"
"8437 TT","98,015"
"3058 TT","41,540"
"8444 TT","23,868"
"3059 TT","367,064"
"8446 TT","280,568"
"3060 TT","445,848"
"8450 TT","21,399"
"3062 TT","307,303"
"8905 TT","7,665"
"3090 TT","33,730"
"8908 TT","673"
"3094 TT","105,778"
"8913 TT","8,078"
"3130 TT","2,466"
"8916 TT","105,411"
"3149 TT","268,883"
"8917 TT","483"
"3164 TT","34,709"
"8923 TT","444"
"3167 TT","52,172"
"8924 TT","26,243"
"3189 TT","351,456"
"8927 TT","42,145"
"3209 TT","118,762"
"8928 TT","20,227"
"3229 TT","161,790"
"8929 TT","5,601"
"3231 TT","3,943,909"
"8930 TT","5,241"
"3257 TT","35,064"
"8931 TT","8,787"
"3266 TT","26,953"
"8933 TT","179,617"
"3296 TT","8,962"
"8935 TT","14,162"
"3305 TT","14,974"
"8936 TT","505,147"
"3308 TT","9,022"
"8937 TT","25,517"
"3311 TT","132,609"
"8938 TT","41,789"
"3312 TT","23,122"
"8941 TT","1,258"
