"證券代號 TT","可借券賣出股數"
"008201 TT","2,818"
"2724 TT","10,450"
"1101 TT","1,545,853"
"2726 TT","3,143"
"1102 TT","794,537"
"2732 TT","12,314"
"1103 TT","42,783"
"2734 TT","3,535"
"1104 TT","63,190"
"2916 TT","8,858"
"1108 TT","84,838"
"2924 TT","2,243"
"1109 TT","8,256"
"2926 TT","12,932"
"1110 TT","7,846"
"3068 TT","40,334"
"1201 TT","318,967"
"3071 TT","30,522"
"1203 TT","18,051"
"3078 TT","695,383"
"1210 TT","333,995"
"3081 TT","160,445"
"1213 TT","18,077"
"3083 TT","67,936"
"1215 TT","542,245"
"3086 TT","345,393"
"1216 TT","2,018,216"
"3088 TT","50,495"
"1217 TT","228,302"
"3092 TT","117,225"
"1218 TT","208,057"
"3093 TT","2,734"
"1219 TT","10,958"
"3105 TT","1,596,886"
"1220 TT","13,436"
"3114 TT","6,917"
"1225 TT","21,226"
"3118 TT","7,720"
"1227 TT","261,975"
"3122 TT","215,273"
"1229 TT","137,600"
"3128 TT","33,786"
"1231 TT","18,378"
"3131 TT","94,075"
"1232 TT","23,917"
"3141 TT","833,275"
"1233 TT","6,527"
"3144 TT","17,384"
"1234 TT","18,719"
"3152 TT","104,857"
"1235 TT","26,353"
"3162 TT","2,794"
"1236 TT","2,534"
"3163 TT","459,211"
"1262 TT","173,409"
"3169 TT","25,064"
"1301 TT","1,244,796"
"3171 TT","8,190"
"1303 TT","1,261,563"
"3176 TT","106,301"
"1304 TT","373,191"
"3202 TT","272,925"
"1305 TT","712,484"
"3205 TT","90,744"
"1307 TT","92,137"
"3206 TT","23,133"
"1308 TT","105,185"
"3207 TT","3,506"
"1309 TT","74,978"
"3211 TT","97,922"
"1310 TT","1,446,427"
"3213 TT","12,884"
"1312 TT","1,225,013"
"3217 TT","18,929"
"1313 TT","145,962"
"3218 TT","29,385"
"1314 TT","1,268,484"
"3219 TT","2,442"
"1315 TT","58,729"
"3221 TT","573,757"
"1316 TT","92,315"
"3224 TT","67,920"
"1319 TT","1,143,113"
"3226 TT","6,784"
"1321 TT","14,126"
"3227 TT","465,175"
"1323 TT","276,194"
"3230 TT","14,631"
"1324 TT","6,860"
"3232 TT","33,410"
"1325 TT","15,218"
"3234 TT","992,463"
"1326 TT","1,211,891"
"3236 TT","88,687"
"1337 TT","600,335"
"3252 TT","27,741"
"1338 TT","170,618"
"3259 TT","26,518"
"1339 TT","101,189"
"3260 TT","200,623"
"1340 TT","117,824"
"3264 TT","305,725"
"1402 TT","1,234,290"
"3265 TT","96,759"
"1409 TT","135,698"
"3272 TT","43,384"
"1410 TT","5,067"
"3276 TT","17,832"
"1414 TT","51,237"
"3284 TT","100,037"
"1416 TT","95,271"
"3285 TT","31,174"
"1417 TT","158,239"
"3287 TT","15,205"
"1418 TT","11,593"
"3289 TT","405,867"
"1419 TT","8,704"
"3290 TT","63,989"
"1423 TT","16,357"
"3291 TT","45,386"
"1432 TT","145,245"
"3293 TT","639,622"
"1434 TT","204,653"
"3294 TT","47,351"
"1436 TT","4,301"
"3297 TT","7,832"
"1437 TT","26,801"
"3299 TT","308,304"
"1439 TT","27,336"
"3303 TT","181,418"
"1440 TT","139,597"
"3306 TT","5,777"
"1442 TT","25,388"
"3310 TT","102,891"
"1443 TT","3,025"
"3313 TT","19,296"
"1444 TT","242,656"
"3317 TT","71,210"
"1445 TT","54,687"
"3322 TT","49,190"
"1446 TT","13,667"
"3323 TT","39,780"
"1447 TT","143,446"
"3324 TT","1,251,170"
"1451 TT","50,655"
"3325 TT","71,715"
"1452 TT","292,180"
"3332 TT","633"
"1453 TT","15,440"
"3339 TT","26,581"
"1454 TT","42,461"
"3354 TT","19,987"
"1455 TT","543,390"
"3360 TT","470,043"
"1457 TT","548,385"
"3362 TT","9,150"
"1459 TT","110,682"
"3363 TT","59,978"
"1460 TT","250,844"
"3372 TT","64,599"
"1463 TT","83,572"
"3373 TT","247,355"
"1464 TT","564,354"
"3374 TT","439,349"
"1465 TT","6,605"
"3379 TT","4,402"
"1466 TT","22,434"
"3388 TT","5,020"
"1467 TT","94,331"
"3390 TT","29,372"
"1470 TT","1,505"
"3402 TT","160,142"
"1471 TT","90,124"
"3428 TT","285,307"
"1473 TT","374,712"
"3434 TT","8,568"
"1474 TT","64,742"
"3438 TT","97,782"
"1476 TT","379,244"
"3441 TT","12,192"
"1477 TT","392,158"
"3444 TT","10,392"
"1503 TT","10,403"
"3452 TT","143,168"
"1504 TT","569,480"
"3455 TT","264,781"
"1506 TT","69,335"
"3466 TT","1,954"
"1507 TT","132,007"
"3479 TT","194,884"
"1512 TT","69,856"
"3483 TT","219,074"
"1513 TT","187,553"
"3484 TT","137,684"
"1514 TT","68,526"
"3489 TT","4,607"
"1515 TT","46,289"
"3490 TT","244,655"
"1516 TT","50,577"
"3491 TT","170,578"
"1517 TT","46,242"
"3492 TT","215,536"
"1519 TT","130,240"
"3498 TT","183,443"
"1521 TT","61,809"
"3499 TT","131,806"
"1522 TT","575,381"
"3508 TT","183,052"
"1524 TT","286,821"
"3511 TT","155,176"
"1525 TT","123,101"
"3512 TT","15,667"
"1526 TT","25,170"
"3516 TT","7,456"
"1527 TT","372,296"
"3520 TT","263,440"
"1528 TT","250,644"
"3521 TT","64,303"
"1530 TT","8,186"
"3522 TT","72,105"
"1531 TT","22,212"
"3523 TT","116,155"
"1532 TT","589,206"
"3526 TT","512,031"
"1533 TT","618,290"
"3527 TT","75,051"
"1535 TT","11,960"
"3528 TT","30,924"
"1536 TT","997,164"
"3529 TT","69,562"
"1537 TT","66,339"
"3531 TT","3,450"
"1539 TT","125,284"
"3537 TT","46,619"
"1540 TT","30,034"
"3540 TT","222,951"
"1541 TT","189,054"
"3541 TT","31,037"
"1558 TT","22,711"
"3546 TT","57,387"
"1560 TT","37,448"
"3548 TT","240,126"
"1568 TT","540,754"
"3551 TT","14,268"
"1582 TT","144,098"
"3552 TT","307,834"
"1583 TT","5,609"
"3553 TT","31,357"
"1589 TT","157,249"
"3556 TT","111,972"
"1590 TT","200,734"
"3558 TT","94,438"
"1592 TT","196,239"
"3563 TT","9,395"
"1603 TT","47,045"
"3564 TT","24,259"
"1604 TT","200,964"
"3567 TT","69,957"
"1605 TT","1,279,327"
"3577 TT","12,823"
"1608 TT","30,543"
"3580 TT","53,835"
"1609 TT","59,825"
"3581 TT","98,910"
"1611 TT","291,592"
"3587 TT","87,557"
"1612 TT","20,418"
"3594 TT","126,215"
"1614 TT","23,617"
"3609 TT","9,440"
"1615 TT","5,356"
"3611 TT","28,392"
"1617 TT","4,762"
"3615 TT","99,518"
"1618 TT","119,154"
"3623 TT","36,772"
"1626 TT","7,486"
"3624 TT","157,066"
"1701 TT","70,198"
"3625 TT","23,061"
"1702 TT","147,413"
"3628 TT","12,428"
"1704 TT","1,158,152"
"3630 TT","39,127"
"1707 TT","241,905"
"3631 TT","6,323"
"1708 TT","111,752"
"3632 TT","251,917"
"1709 TT","229,716"
"3642 TT","112,067"
"1710 TT","258,132"
"3646 TT","7,626"
"1711 TT","209,896"
"3652 TT","3,343"
"1712 TT","132,800"
"3658 TT","132,755"
"1713 TT","10,571"
"3662 TT","1,297,997"
"1714 TT","278,691"
"3663 TT","11,008"
"1715 TT","156,830"
"3664 TT","153,882"
"1717 TT","106,115"
"3666 TT","134,142"
"1718 TT","596,909"
"3675 TT","8,343"
"1720 TT","97,121"
"3680 TT","82,930"
"1721 TT","101,624"
"3685 TT","72,458"
"1722 TT","477,561"
"3687 TT","63,729"
"1723 TT","73,441"
"3689 TT","51,620"
"1724 TT","44,211"
"3691 TT","145,332"
"1725 TT","4,558"
"3693 TT","36,564"
"1726 TT","13,381"
"3707 TT","694,646"
"1727 TT","35,871"
"4102 TT","40,581"
"1729 TT","77,156"
"4103 TT","8,796"
"1730 TT","39,363"
"4105 TT","524,187"
"1731 TT","232,852"
"4107 TT","138,307"
"1732 TT","41,854"
"4109 TT","38,331"
"1733 TT","42,622"
"4111 TT","24,375"
"1734 TT","104,131"
"4113 TT","108,578"
"1735 TT","139,635"
"4114 TT","99,188"
"1736 TT","50,561"
"4116 TT","56,619"
"1737 TT","109,883"
"4120 TT","63,537"
"1762 TT","55,309"
"4121 TT","65,878"
"1773 TT","13,651"
"4123 TT","268,021"
"1783 TT","67,895"
"4126 TT","145,249"
"1786 TT","72,771"
"4127 TT","36,617"
"1789 TT","297,860"
"4129 TT","209,908"
"1802 TT","646,286"
"4130 TT","332,610"
"1805 TT","26,943"
"4138 TT","25,366"
"1806 TT","41,030"
"4153 TT","85,321"
"1808 TT","263,987"
"4157 TT","271,536"
"1809 TT","35,918"
"4161 TT","140,097"
"1810 TT","94,136"
"4162 TT","227,693"
"1817 TT","37,796"
"4163 TT","232,306"
"1902 TT","51,498"
"4173 TT","92,647"
"1903 TT","12,017"
"4174 TT","272,576"
"1904 TT","93,875"
"4205 TT","5,264"
"1905 TT","228,001"
"4207 TT","19,124"
"1906 TT","123,076"
"4303 TT","2,055"
"1907 TT","145,969"
"4305 TT","4,895"
"1909 TT","537,307"
"4401 TT","28,902"
"2002 TT","5,840,389"
"4406 TT","28,940"
"2006 TT","292,830"
"4416 TT","1,926"
"2007 TT","38,427"
"4417 TT","68,906"
"2008 TT","14,142"
"4420 TT","143,692"
"2010 TT","132,013"
"4429 TT","5,776"
"2012 TT","12,320"
"4430 TT","11,944"
"2013 TT","119,358"
"4432 TT","66,496"
"2015 TT","162,460"
"4433 TT","8,693"
"2017 TT","148,946"
"4502 TT","43,128"
"2020 TT","52,355"
"4506 TT","50,244"
"2023 TT","493,299"
"4510 TT","199,971"
"2024 TT","19,712"
"4513 TT","124,262"
"2027 TT","175,388"
"4523 TT","395,699"
"2029 TT","54,874"
"4527 TT","5,988"
"2030 TT","80,218"
"4528 TT","85,346"
"2031 TT","122,115"
"4529 TT","309,108"
"2032 TT","145,245"
"4533 TT","596,636"
"2033 TT","10,517"
"4534 TT","611,175"
"2034 TT","218,829"
"4535 TT","35,971"
"2038 TT","25,802"
"4541 TT","86,224"
"2049 TT","429,102"
"4549 TT","10,221"
"2059 TT","62,995"
"4550 TT","14,866"
"2062 TT","201,905"
"4706 TT","190,073"
"2101 TT","465,489"
"4707 TT","69,410"
"2102 TT","124,996"
"4711 TT","5,136"
"2103 TT","802,675"
"4712 TT","45,585"
"2104 TT","101,769"
"4714 TT","21,434"
"2105 TT","1,562,780"
"4716 TT","15,837"
"2106 TT","375,545"
"4721 TT","555,781"
"2107 TT","215,272"
"4728 TT","148,053"
"2108 TT","412,301"
"4735 TT","65,044"
"2109 TT","82,274"
"4736 TT","110,397"
"2114 TT","12,051"
"4739 TT","796,458"
"2115 TT","138,036"
"4745 TT","161,766"
"2201 TT","313,434"
"4747 TT","9,796"
"2204 TT","405,212"
"4803 TT","129,305"
"2206 TT","287,115"
"4804 TT","36,122"
"2207 TT","54,463"
"4903 TT","170,533"
"2208 TT","154,729"
"4905 TT","19,868"
"2227 TT","40,014"
"4908 TT","23,647"
"2228 TT","186,484"
"4909 TT","49,979"
"2231 TT","102,891"
"4924 TT","35,142"
"2301 TT","1,093,806"
"4933 TT","50,664"
"2302 TT","40,062"
"4939 TT","28,095"
"2303 TT","5,788,956"
"4944 TT","114,996"
"2305 TT","206,062"
"4947 TT","126,860"
"2308 TT","1,042,449"
"4953 TT","58,557"
"2311 TT","3,712,704"
"4966 TT","296,297"
"2312 TT","830,920"
"4971 TT","247,006"
"2313 TT","1,653,478"
"4972 TT","32,081"
"2314 TT","331,672"
"4973 TT","27,935"
"2316 TT","1,196,773"
"4974 TT","22,965"
"2317 TT","5,263,315"
"4979 TT","408,169"
"2323 TT","627,949"
"4991 TT","359,403"
"2324 TT","2,453,099"
"4995 TT","8,587"
"2325 TT","3,100,245"
"5009 TT","426,979"
"2327 TT","227,009"
"5011 TT","658"
"2328 TT","248,625"
"5013 TT","33,099"
"2329 TT","514,423"
"5014 TT","17,661"
"2330 TT","6,548,653"
"5015 TT","194,915"
"2331 TT","312,302"
"5016 TT","1,570"
"2332 TT","397,856"
"5102 TT","6,654"
"2337 TT","923,586"
"5201 TT","4,603"
"2338 TT","60,147"
"5202 TT","9,652"
"2340 TT","441,916"
"5206 TT","5,589"
"2344 TT","1,770,962"
"5210 TT","4,180"
"2345 TT","2,042,451"
"5211 TT","8,201"
"2347 TT","902,140"
"5212 TT","7,030"
"2349 TT","1,942,918"
"5213 TT","34,613"
"2351 TT","303,960"
"5230 TT","52,088"
"2352 TT","764,394"
"5245 TT","131,934"
"2353 TT","1,918,337"
"5251 TT","14,482"
"2354 TT","1,097,557"
"5255 TT","5,487"
"2355 TT","651,017"
"5263 TT","27,887"
"2356 TT","4,171,248"
"5272 TT","50,336"
"2357 TT","250,255"
"5274 TT","20,294"
"2358 TT","59,695"
"5284 TT","26,857"
"2359 TT","237,757"
"5287 TT","2,074"
"2360 TT","100,366"
"5289 TT","422,293"
"2362 TT","206,868"
"5291 TT","3,606"
"2363 TT","334,966"
"5301 TT","15,737"
"2365 TT","91,872"
"5302 TT","12,886"
"2367 TT","279,014"
"5306 TT","29,777"
"2368 TT","295,712"
"5309 TT","1,422,038"
"2369 TT","222,120"
"5310 TT","14,493"
"2371 TT","855,474"
"5312 TT","10,137"
"2373 TT","10,977"
"5314 TT","19,024"
"2374 TT","65,535"
"5315 TT","576,696"
"2375 TT","47,886"
"5317 TT","6,333"
"2376 TT","231,839"
"5321 TT","3,018"
"2377 TT","1,399,190"
"5324 TT","8,405"
"2379 TT","685,707"
"5328 TT","106,411"
"2380 TT","39,599"
"5344 TT","4,028"
"2382 TT","1,075,441"
"5345 TT","29,582"
"2383 TT","688,499"
"5347 TT","962,089"
"2385 TT","328,832"
"5349 TT","1,753,120"
"2387 TT","346,053"
"5351 TT","482,237"
"2390 TT","207,960"
"5353 TT","23,777"
"2392 TT","203,938"
"5355 TT","31,822"
"2393 TT","478,585"
"5356 TT","159,614"
"2395 TT","157,002"
"5371 TT","284,025"
"2397 TT","174,652"
"5383 TT","6,861"
"2399 TT","21,995"
"5384 TT","2,753"
"2401 TT","1,179,295"
"5386 TT","1,440"
"2402 TT","401,664"
"5392 TT","33,614"
"2404 TT","289,903"
"5403 TT","76,135"
"2405 TT","2,784,877"
"5410 TT","74,270"
"2406 TT","1,153,472"
"5425 TT","636,153"
"2408 TT","1,156,427"
"5426 TT","17,302"
"2409 TT","12,350,653"
"5432 TT","2,866"
"2412 TT","1,845,354"
"5438 TT","85,151"
"2413 TT","119,894"
"5439 TT","14,659"
"2414 TT","32,014"
"5443 TT","571,012"
"2415 TT","105,258"
"5452 TT","135,419"
"2417 TT","58,543"
"5457 TT","156,465"
"2419 TT","1,334,983"
"5460 TT","39,155"
"2420 TT","89,996"
"5464 TT","11,510"
"2421 TT","551,994"
"5465 TT","37,917"
"2423 TT","19,055"
"5474 TT","80,201"
"2424 TT","1,731"
"5475 TT","55,424"
"2425 TT","58,372"
"5478 TT","203,120"
"2426 TT","279,447"
"5480 TT","32,992"
"2427 TT","62,331"
"5481 TT","56,670"
"2428 TT","86,718"
"5483 TT","752,906"
"2430 TT","32,247"
"5487 TT","99,937"
"2431 TT","185,794"
"5488 TT","17,062"
"2433 TT","19,022"
"5489 TT","12,623"
"2436 TT","946,611"
"5490 TT","327,242"
"2437 TT","38,566"
"5491 TT","42,821"
"2439 TT","834,074"
"5493 TT","18,774"
"2441 TT","98,971"
"5498 TT","40,136"
"2442 TT","50,388"
"5508 TT","68,567"
"2443 TT","95,369"
"5511 TT","29,665"
"2444 TT","353,863"
"5512 TT","178,708"
"2448 TT","2,362,159"
"5514 TT","7,372"
"2449 TT","1,689,159"
"5516 TT","1,353"
"2450 TT","22,564"
"5520 TT","3,313"
"2451 TT","130,205"
"5523 TT","1,371"
"2453 TT","69,322"
"5529 TT","40,268"
"2454 TT","1,303,228"
"5530 TT","30,848"
"2455 TT","1,138,973"
"5536 TT","14,674"
"2456 TT","526,969"
"5603 TT","45,890"
"2457 TT","178,053"
"5604 TT","4,520"
"2458 TT","633,024"
"5609 TT","17,189"
"2459 TT","13,193"
"5703 TT","3,093"
"2460 TT","14,080"
"5704 TT","49,290"
"2461 TT","107,312"
"5820 TT","187,736"
"2462 TT","25,020"
"5903 TT","59,850"
"2464 TT","373,335"
"5904 TT","12,175"
"2466 TT","17,150"
"5905 TT","52,147"
"2467 TT","138,344"
"6015 TT","70,959"
"2468 TT","12,397"
"6016 TT","72,232"
"2471 TT","58,643"
"6020 TT","9,144"
"2472 TT","170,425"
"6021 TT","48,274"
"2474 TT","1,532,168"
"6022 TT","57,268"
"2475 TT","554,930"
"6023 TT","29,746"
"2476 TT","34,421"
"6024 TT","58,803"
"2477 TT","60,170"
"6101 TT","5,869"
"2478 TT","143,359"
"6104 TT","382,118"
"2480 TT","37,640"
"6105 TT","114,937"
"2481 TT","1,234,758"
"6107 TT","67,282"
"2482 TT","250,267"
"6109 TT","17,629"
"2483 TT","63,837"
"6111 TT","324,767"
"2484 TT","511,149"
"6113 TT","22,092"
"2485 TT","1,420,398"
"6114 TT","53,267"
"2486 TT","42,226"
"6118 TT","51,481"
"2488 TT","325,463"
"6121 TT","210,636"
"2489 TT","1,376,787"
"6122 TT","13,462"
"2492 TT","1,135,363"
"6123 TT","163,285"
"2493 TT","73,632"
"6124 TT","3,633"
"2495 TT","325,500"
"6125 TT","172,616"
"2497 TT","280,190"
"6126 TT","56,512"
"2498 TT","7,016,013"
"6127 TT","14,799"
"2499 TT","287,860"
"6129 TT","58,481"
"2501 TT","262,507"
"6130 TT","2,434"
"2504 TT","292,989"
"6134 TT","8,234"
"2505 TT","79,721"
"6138 TT","251,826"
"2506 TT","23,734"
"6140 TT","7,110"
"2509 TT","48,832"
"6143 TT","297,595"
"2511 TT","651,236"
"6146 TT","42,140"
"2514 TT","161,238"
"6147 TT","883,824"
"2515 TT","939,460"
"6148 TT","36,122"
"2516 TT","117,799"
"6151 TT","72,994"
"2520 TT","439,067"
"6154 TT","5,515"
"2524 TT","37,806"
"6156 TT","57,021"
"2527 TT","31,755"
"6158 TT","136,332"
"2528 TT","3,921"
"6160 TT","251,559"
"2530 TT","201,266"
"6161 TT","19,841"
"2534 TT","94,828"
"6163 TT","97,046"
"2535 TT","37,665"
"6169 TT","109,978"
"2536 TT","117,382"
"6170 TT","96,442"
"2537 TT","198,880"
"6171 TT","27,677"
"2538 TT","344,553"
"6173 TT","922,204"
"2539 TT","46,275"
"6174 TT","5,185"
"2540 TT","2,787"
"6175 TT","17,486"
"2542 TT","2,064,956"
"6179 TT","10,677"
"2543 TT","13,122"
"6180 TT","237,949"
"2545 TT","197,230"
"6182 TT","381,661"
"2546 TT","15,944"
"6185 TT","87,462"
"2547 TT","235,871"
"6186 TT","161,197"
"2548 TT","366,501"
"6187 TT","376,636"
"2597 TT","19,512"
"6188 TT","168,632"
"2601 TT","243,357"
"6190 TT","26,214"
"2603 TT","983,756"
"6194 TT","22,314"
"2605 TT","158,038"
"6195 TT","8,725"
"2606 TT","414,491"
"6203 TT","9,329"
"2607 TT","125,664"
"6204 TT","3,250"
"2608 TT","525,717"
"6207 TT","160,703"
"2609 TT","1,039,071"
"6208 TT","130,814"
"2610 TT","2,007,834"
"6210 TT","27,666"
"2611 TT","26,774"
"6212 TT","20,286"
"2612 TT","80,569"
"6217 TT","294,023"
"2613 TT","23,616"
"6218 TT","8,050"
"2615 TT","1,396,424"
"6219 TT","12,091"
"2616 TT","22,085"
"6220 TT","216,080"
"2617 TT","109,728"
"6221 TT","19,936"
"2618 TT","3,006,236"
"6223 TT","281,301"
"2634 TT","916,314"
"6227 TT","513,729"
"2637 TT","222,730"
"6228 TT","15,632"
"2642 TT","16,008"
"6229 TT","108,079"
"2701 TT","8,332"
"6231 TT","70,237"
"2702 TT","20,284"
"6233 TT","44,068"
"2704 TT","18,508"
"6234 TT","287,872"
"2705 TT","85,525"
"6237 TT","182,765"
"2706 TT","13,877"
"6238 TT","553,286"
"2707 TT","87,113"
"6241 TT","18,954"
"2712 TT","3,840"
"6244 TT","1,365,128"
"2722 TT","1,875"
"6245 TT","198,494"
"2723 TT","90,633"
"6248 TT","919"
"2727 TT","50,489"
"6261 TT","86,462"
"2731 TT","43,914"
"6263 TT","19,140"
"2801 TT","1,010,181"
"6264 TT","9,899"
"2809 TT","203,141"
"6265 TT","51,512"
"2812 TT","346,929"
"6266 TT","440,948"
"2816 TT","28,743"
"6270 TT","69,344"
"2820 TT","256,718"
"6274 TT","695,810"
"2823 TT","2,098,526"
"6275 TT","38,354"
"2832 TT","32,946"
"6279 TT","255,603"
"2834 TT","1,273,897"
"6284 TT","48,539"
"2836 TT","132,364"
"6287 TT","5,511"
"2838 TT","81,822"
"6290 TT","300,286"
"2841 TT","582,027"
"6292 TT","5,394"
"2845 TT","295,395"
"6294 TT","56,664"
"2849 TT","33,799"
"6298 TT","44,383"
"2850 TT","48,063"
"6404 TT","157,669"
"2851 TT","17,329"
"6411 TT","436,110"
"2852 TT","61,731"
"6417 TT","57,707"
"2855 TT","107,420"
"6426 TT","6,151"
"2856 TT","128,450"
"6432 TT","15,907"
"2867 TT","395,334"
"6488 TT","127,219"
"2880 TT","1,490,410"
"6496 TT","32,354"
"2881 TT","4,310,396"
"6506 TT","117,471"
"2882 TT","4,256,802"
"6508 TT","18,401"
"2883 TT","4,640,901"
"6509 TT","586,654"
"2884 TT","3,126,976"
"6510 TT","120,940"
"2885 TT","4,681,055"
"6603 TT","21,770"
"2886 TT","3,941,034"
"6609 TT","48,799"
"2887 TT","3,757,278"
"6803 TT","28,490"
"2888 TT","3,944,521"
"8024 TT","18,470"
"2889 TT","531,216"
"8027 TT","9,663"
"2890 TT","3,153,796"
"8032 TT","4,058"
"2891 TT","6,226,247"
"8038 TT","399,961"
"2892 TT","3,336,120"
"8040 TT","20,088"
"2901 TT","7,470"
"8042 TT","77,852"
"2903 TT","409,648"
"8043 TT","11,982"
"2904 TT","10,044"
"8044 TT","72,894"
"2905 TT","181,608"
"8047 TT","2,801"
"2906 TT","14,425"
"8048 TT","69,521"
"2908 TT","116,114"
"8049 TT","394,760"
"2910 TT","429"
"8050 TT","247,856"
"2911 TT","96,176"
"8053 TT","41,563"
"2912 TT","284,100"
"8054 TT","26,715"
"2913 TT","356,292"
"8059 TT","28,971"
"2915 TT","764,322"
"8064 TT","1,203,183"
"2929 TT","109,027"
"8069 TT","2,222,780"
"3002 TT","26,934"
"8071 TT","7,672"
"3003 TT","547,918"
"8074 TT","47,832"
"3004 TT","98,043"
"8076 TT","556,626"
"3005 TT","584,563"
"8079 TT","13,878"
"3006 TT","314,962"
"8080 TT","186,360"
"3008 TT","198,048"
"8083 TT","4,847"
"3010 TT","33,129"
"8085 TT","25,642"
"3011 TT","90,498"
"8086 TT","1,168,011"
"3013 TT","120,991"
"8088 TT","41,336"
"3014 TT","127,761"
"8091 TT","104,868"
"3015 TT","72,210"
"8093 TT","3,406"
"3016 TT","829,244"
"8096 TT","993,201"
"3017 TT","638,378"
"8099 TT","12,073"
"3018 TT","21,934"
"8107 TT","130,666"
"3019 TT","191,365"
"8109 TT","55,791"
"3021 TT","23,275"
"8121 TT","124,308"
"3022 TT","200,428"
"8147 TT","20,111"
"3023 TT","485,522"
"8155 TT","52,897"
"3024 TT","33,673"
"8171 TT","161,720"
"3025 TT","34,469"
"8182 TT","17,964"
"3026 TT","24,660"
"8183 TT","103,694"
"3027 TT","57,050"
"8234 TT","57,800"
"3028 TT","146,455"
"8240 TT","10,002"
"3029 TT","148,801"
"8255 TT","371,411"
"3030 TT","113,518"
"8277 TT","298,297"
"3031 TT","41,255"
"8287 TT","80,400"
"3032 TT","582,984"
"8289 TT","28,248"
"3033 TT","46,950"
"8299 TT","313,856"
"3034 TT","924,101"
"8349 TT","12,503"
"3035 TT","373,004"
"8354 TT","12,526"
"3036 TT","194,902"
"8358 TT","121,257"
"3037 TT","1,309,697"
"8383 TT","634,929"
"3038 TT","593,515"
"8390 TT","17,942"
"3040 TT","11,215"
"8401 TT","11,653"
"3041 TT","340,073"
"8403 TT","123,323"
"3042 TT","724,593"
"8406 TT","60,443"
"3044 TT","264,155"
"8410 TT","24,965"
"3045 TT","641,998"
"8418 TT","5,326"
"3047 TT","129,603"
"8420 TT","86,863"
"3048 TT","145,021"
"8421 TT","23,506"
"3049 TT","697,169"
"8424 TT","4,715"
"3050 TT","265,607"
"8426 TT","29,722"
"3052 TT","68,318"
"8431 TT","302,601"
"3054 TT","59,351"
"8432 TT","226,680"
"3055 TT","350,169"
"8433 TT","77,590"
"3056 TT","293,421"
"8435 TT","3,770"
"3057 TT","214,702"
"8436 TT","406,981"
"3058 TT","39,866"
"8437 TT","83,566"
"3059 TT","350,203"
"8444 TT","25,169"
"3060 TT","334,465"
"8446 TT","320,267"
"3062 TT","261,800"
"8450 TT","31,320"
"3090 TT","33,993"
"8905 TT","7,418"
"3094 TT","88,862"
"8908 TT","565"
"3130 TT","2,525"
"8913 TT","5,502"
"3149 TT","236,370"
"8916 TT","99,039"
"3164 TT","23,816"
"8917 TT","469"
"3167 TT","50,358"
"8923 TT","558"
"3189 TT","358,909"
"8924 TT","26,148"
"3209 TT","116,747"
"8927 TT","34,766"
"3229 TT","114,572"
"8928 TT","24,609"
"3231 TT","3,549,588"
"8929 TT","5,062"
"3257 TT","33,903"
"8930 TT","5,158"
"3266 TT","17,103"
"8931 TT","7,798"
"3296 TT","7,963"
"8933 TT","143,091"
"3305 TT","12,753"
"8935 TT","13,744"
"3308 TT","5,382"
"8936 TT","476,792"
"3311 TT","113,258"
"8937 TT","17,824"
"3312 TT","23,796"
"8938 TT","38,251"
"3315 TT","14,101"
"8941 TT","1,201"
