"證券代號 TT","可借券賣出股數"
"4163 TT","230,328"
"1902 TT","49,752"
"4173 TT","89,913"
"1903 TT","11,849"
"4174 TT","274,410"
"1904 TT","94,017"
"4205 TT","5,092"
"1905 TT","225,173"
"4207 TT","18,552"
"1906 TT","108,987"
"4303 TT","2,042"
"1907 TT","148,499"
"4305 TT","4,833"
"1909 TT","531,518"
"4401 TT","31,279"
"2002 TT","5,909,134"
"4406 TT","28,947"
"2006 TT","291,065"
"4416 TT","1,906"
"2007 TT","38,226"
"4417 TT","65,703"
"2008 TT","12,286"
"4420 TT","144,226"
"2010 TT","136,229"
"4429 TT","5,562"
"2012 TT","12,283"
"4430 TT","11,186"
"2013 TT","121,495"
"4432 TT","60,219"
"2015 TT","161,014"
"4433 TT","8,493"
"2017 TT","132,084"
"4502 TT","43,952"
"2020 TT","22,658"
"4506 TT","42,696"
"2023 TT","494,144"
"4510 TT","201,612"
"2024 TT","19,473"
"4513 TT","124,182"
"2027 TT","175,496"
"4523 TT","405,801"
"2029 TT","56,004"
"4527 TT","6,015"
"2030 TT","83,950"
"4528 TT","84,545"
"2031 TT","124,798"
"4529 TT","304,000"
"2032 TT","145,156"
"4533 TT","578,799"
"2033 TT","10,377"
"4534 TT","633,429"
"2034 TT","211,050"
"4535 TT","37,798"
"2038 TT","25,436"
"4541 TT","85,773"
"2049 TT","415,112"
"4549 TT","10,175"
"2059 TT","64,128"
"4550 TT","14,973"
"2062 TT","205,608"
"4706 TT","192,705"
"2101 TT","464,536"
"4707 TT","67,363"
"2102 TT","123,405"
"4711 TT","5,049"
"2103 TT","774,312"
"4712 TT","48,312"
"2104 TT","99,550"
"4714 TT","19,828"
"2105 TT","1,555,517"
"4716 TT","15,693"
"2106 TT","376,103"
"4721 TT","582,340"
"2107 TT","205,238"
"4728 TT","136,044"
"2108 TT","407,304"
"4735 TT","62,984"
"2109 TT","80,427"
"4736 TT","113,851"
"2114 TT","11,594"
"4739 TT","782,649"
"2115 TT","138,808"
"4745 TT","156,070"
"2201 TT","310,614"
"4747 TT","9,521"
"2204 TT","400,321"
"4803 TT","126,418"
"2206 TT","268,322"
"4804 TT","33,903"
"2207 TT","53,688"
"4903 TT","157,106"
"2208 TT","148,071"
"4905 TT","18,307"
"2227 TT","38,655"
"4908 TT","22,025"
"2228 TT","188,737"
"4909 TT","48,996"
"2231 TT","103,638"
"4924 TT","29,682"
"2301 TT","1,096,528"
"4933 TT","49,484"
"2302 TT","38,484"
"4939 TT","27,998"
"2303 TT","5,792,342"
"4944 TT","113,997"
"2305 TT","204,188"
"4947 TT","129,700"
"2308 TT","1,021,451"
"4953 TT","58,210"
"2311 TT","3,754,429"
"4966 TT","294,415"
"2312 TT","806,621"
"4971 TT","252,487"
"2313 TT","1,674,117"
"4972 TT","29,247"
"2314 TT","327,724"
"4973 TT","27,416"
"2316 TT","1,178,111"
"4974 TT","22,184"
"2317 TT","5,258,994"
"4979 TT","394,416"
"2323 TT","623,904"
"4991 TT","321,982"
"2324 TT","2,435,921"
"4995 TT","8,093"
"2325 TT","3,069,278"
"5009 TT","401,371"
"2327 TT","224,256"
"5011 TT","751"
"2328 TT","242,584"
"5013 TT","31,832"
"2329 TT","486,923"
"5014 TT","17,626"
"2330 TT","6,575,183"
"5015 TT","195,335"
"2331 TT","305,686"
"5016 TT","1,547"
"2332 TT","375,613"
"5102 TT","6,567"
"2337 TT","897,568"
"5201 TT","4,250"
"2338 TT","59,080"
"5202 TT","8,792"
"2340 TT","423,963"
"5206 TT","5,382"
"2344 TT","1,735,624"
"5210 TT","4,180"
"2345 TT","2,033,957"
"5211 TT","8,148"
"2347 TT","916,549"
"5212 TT","6,870"
"2349 TT","1,928,157"
"5213 TT","34,823"
"2351 TT","301,313"
"5230 TT","50,628"
"2352 TT","719,951"
"5245 TT","121,212"
"2353 TT","1,890,995"
"5251 TT","15,457"
"2354 TT","1,068,726"
"5255 TT","5,474"
"2355 TT","665,643"
"5263 TT","25,975"
"2356 TT","4,235,358"
"5272 TT","47,182"
"2357 TT","250,703"
"5274 TT","20,264"
"2358 TT","59,635"
"5284 TT","24,226"
"2359 TT","236,286"
"5287 TT","2,021"
"2360 TT","102,120"
"5289 TT","402,722"
"2362 TT","196,999"
"5291 TT","3,576"
"2363 TT","331,045"
"5301 TT","14,070"
"2365 TT","90,358"
"5302 TT","13,083"
"2367 TT","273,351"
"5306 TT","27,229"
"2368 TT","256,617"
"5309 TT","1,412,177"
"2369 TT","184,970"
"5310 TT","14,022"
"2371 TT","841,442"
"5312 TT","10,018"
"2373 TT","10,878"
"5314 TT","17,727"
"2374 TT","65,255"
"5315 TT","571,498"
"2375 TT","48,076"
"5317 TT","6,165"
"2376 TT","228,129"
"5321 TT","2,977"
"2377 TT","1,400,422"
"5324 TT","8,027"
"2379 TT","722,818"
"5328 TT","104,228"
"2380 TT","38,438"
"5344 TT","3,821"
"2382 TT","1,075,237"
"5345 TT","30,711"
"2383 TT","672,288"
"5347 TT","1,024,331"
"2385 TT","328,194"
"5349 TT","1,807,114"
"2387 TT","341,048"
"5351 TT","467,827"
"2390 TT","197,818"
"5353 TT","22,717"
"2392 TT","207,030"
"5355 TT","29,902"
"2393 TT","473,074"
"5356 TT","161,161"
"2395 TT","159,816"
"5371 TT","268,926"
"2397 TT","172,856"
"5383 TT","6,126"
"2399 TT","20,235"
"5384 TT","2,490"
"2401 TT","1,161,187"
"5386 TT","1,379"
"2402 TT","388,276"
"5392 TT","32,843"
"2404 TT","285,742"
"5403 TT","62,950"
"2405 TT","2,734,006"
"5410 TT","73,519"
"2406 TT","1,119,416"
"5425 TT","585,393"
"2408 TT","1,128,160"
"5426 TT","16,162"
"2409 TT","11,910,425"
"5432 TT","2,780"
"2412 TT","1,805,156"
"5438 TT","83,375"
"2413 TT","117,158"
"5439 TT","13,765"
"2414 TT","31,108"
"5443 TT","518,643"
"2415 TT","103,268"
"5452 TT","128,128"
"2417 TT","51,231"
"5457 TT","161,978"
"2419 TT","1,310,846"
"5460 TT","28,081"
"2420 TT","87,393"
"5464 TT","11,140"
"2421 TT","529,572"
"5465 TT","33,406"
"2423 TT","18,554"
"5474 TT","78,799"
"2424 TT","1,715"
"5475 TT","52,458"
"2425 TT","57,001"
"5478 TT","200,810"
"2426 TT","269,615"
"5480 TT","32,432"
"2427 TT","59,502"
"5481 TT","58,000"
"2428 TT","83,769"
"5483 TT","726,614"
"2430 TT","30,068"
"5487 TT","99,443"
"2431 TT","183,924"
"5488 TT","16,909"
"2433 TT","17,573"
"5489 TT","12,224"
"2436 TT","896,534"
"5490 TT","295,895"
"2437 TT","34,774"
"5491 TT","39,115"
"2439 TT","787,271"
"5493 TT","18,287"
"2441 TT","97,840"
"5498 TT","39,490"
"2442 TT","44,827"
"5508 TT","65,453"
"2443 TT","96,654"
"5511 TT","29,784"
"2444 TT","346,852"
"5512 TT","171,891"
"2448 TT","2,225,180"
"5514 TT","7,206"
"2449 TT","1,718,044"
"5516 TT","1,266"
"2450 TT","22,536"
"5520 TT","3,106"
"2451 TT","127,834"
"5523 TT","1,309"
"2453 TT","68,282"
"5529 TT","39,840"
"2454 TT","1,263,245"
"5530 TT","32,434"
"2455 TT","1,090,921"
"5536 TT","13,520"
"2456 TT","513,586"
"5603 TT","43,244"
"2457 TT","192,056"
"5604 TT","4,274"
"2458 TT","626,194"
"5609 TT","16,732"
"2459 TT","12,891"
"5703 TT","2,673"
"2460 TT","15,748"
"5704 TT","46,441"
"2461 TT","105,759"
"5820 TT","176,089"
"2462 TT","24,527"
"5903 TT","58,939"
"2464 TT","361,791"
"5904 TT","11,568"
"2466 TT","17,123"
"5905 TT","50,056"
"2467 TT","123,615"
"6015 TT","69,050"
"2468 TT","12,497"
"6016 TT","70,778"
"2471 TT","59,263"
"6020 TT","8,841"
"2472 TT","168,484"
"6021 TT","47,212"
"2474 TT","1,560,042"
"6022 TT","53,329"
"2475 TT","547,369"
"6023 TT","28,356"
"2476 TT","33,017"
"6024 TT","56,839"
"2477 TT","59,890"
"6101 TT","5,642"
"2478 TT","142,123"
"6104 TT","374,702"
"2480 TT","36,923"
"6105 TT","113,588"
"2481 TT","1,168,425"
"6107 TT","63,628"
"2482 TT","249,920"
"6109 TT","16,749"
"2483 TT","64,323"
"6111 TT","325,370"
"2484 TT","499,245"
"6113 TT","21,671"
"2485 TT","1,421,030"
"6114 TT","53,094"
"2486 TT","42,133"
"6118 TT","54,521"
"2488 TT","319,294"
"6121 TT","204,468"
"2489 TT","1,356,603"
"6122 TT","12,152"
"2492 TT","1,100,903"
"6123 TT","158,878"
"2493 TT","69,687"
"6124 TT","3,632"
"2495 TT","316,970"
"6125 TT","157,308"
"2497 TT","279,494"
"6126 TT","45,929"
"2498 TT","6,981,500"
"6127 TT","14,086"
"2499 TT","255,393"
"6129 TT","55,929"
"2501 TT","262,343"
"6130 TT","2,194"
"2504 TT","289,262"
"6134 TT","7,635"
"2505 TT","80,149"
"6138 TT","255,532"
"2506 TT","23,334"
"6140 TT","7,092"
"2509 TT","48,296"
"6143 TT","291,833"
"2511 TT","644,313"
"6146 TT","41,500"
"2514 TT","164,464"
"6147 TT","898,796"
"2515 TT","943,233"
"6148 TT","31,301"
"2516 TT","115,218"
"6151 TT","68,334"
"2520 TT","435,097"
"6154 TT","5,286"
"2524 TT","37,603"
"6156 TT","55,535"
"2527 TT","30,317"
"6158 TT","128,643"
"2528 TT","3,954"
"6160 TT","255,141"
"2530 TT","201,593"
"6161 TT","18,211"
"2534 TT","89,153"
"6163 TT","82,466"
"2535 TT","36,490"
"6169 TT","105,911"
"2536 TT","118,303"
"6170 TT","105,044"
"2537 TT","203,259"
"6171 TT","31,949"
"2538 TT","333,937"
"6173 TT","832,784"
"2539 TT","46,591"
"6174 TT","5,105"
"2540 TT","2,899"
"6175 TT","18,785"
"2542 TT","2,046,925"
"6179 TT","10,570"
"2543 TT","13,126"
"6180 TT","216,284"
"2545 TT","195,156"
"6182 TT","362,478"
"2546 TT","15,413"
"6185 TT","78,868"
"2547 TT","234,903"
"6186 TT","139,647"
"2548 TT","355,934"
"6187 TT","370,054"
"2597 TT","19,872"
"6188 TT","161,728"
"2601 TT","235,758"
"6190 TT","26,022"
"2603 TT","996,539"
"6194 TT","20,904"
"2605 TT","153,558"
"6195 TT","8,478"
"2606 TT","409,911"
"6203 TT","9,262"
"2607 TT","120,950"
"6204 TT","3,150"
"2608 TT","525,875"
"6207 TT","159,601"
"2609 TT","1,120,679"
"6208 TT","126,354"
"2610 TT","1,987,098"
"6210 TT","24,885"
"2611 TT","26,671"
"6212 TT","20,272"
"2612 TT","75,925"
"6217 TT","290,149"
"2613 TT","24,475"
"6218 TT","8,002"
"2615 TT","1,275,586"
"6219 TT","12,049"
"2616 TT","21,330"
"6220 TT","213,386"
"2617 TT","102,660"
"6221 TT","19,711"
"2618 TT","2,926,030"
"6223 TT","245,671"
"2634 TT","909,902"
"6227 TT","517,641"
"2637 TT","215,320"
"6228 TT","15,292"
"2642 TT","15,208"
"6229 TT","107,997"
"2701 TT","8,043"
"6231 TT","75,337"
"2702 TT","18,998"
"6233 TT","41,181"
"2704 TT","18,719"
"6234 TT","286,182"
"2705 TT","81,820"
"6237 TT","177,169"
"2706 TT","13,741"
"6238 TT","547,597"
"2707 TT","90,743"
"6241 TT","18,680"
"2712 TT","3,606"
"6244 TT","1,388,245"
"2722 TT","1,864"
"6245 TT","193,089"
"2723 TT","83,752"
"6248 TT","873"
"2727 TT","46,165"
"6261 TT","83,126"
"2731 TT","43,541"
"6263 TT","18,774"
"2801 TT","1,021,741"
"6264 TT","10,192"
"2809 TT","192,421"
"6265 TT","50,851"
"2812 TT","334,950"
"6266 TT","439,925"
"2816 TT","29,130"
"6270 TT","69,864"
"2820 TT","237,507"
"6274 TT","668,773"
"2823 TT","2,013,122"
"6275 TT","41,814"
"2832 TT","32,007"
"6279 TT","264,461"
"2834 TT","1,268,566"
"6284 TT","46,041"
"2836 TT","130,138"
"6287 TT","5,353"
"2838 TT","80,834"
"6290 TT","296,256"
"2841 TT","573,189"
"6292 TT","5,355"
"2845 TT","293,854"
"6294 TT","52,406"
"2849 TT","31,916"
"6298 TT","41,485"
"2850 TT","47,378"
"6404 TT","157,234"
"2851 TT","16,960"
"6411 TT","399,375"
"2852 TT","59,305"
"6417 TT","57,034"
"2855 TT","105,462"
"6426 TT","5,837"
"2856 TT","123,180"
"6432 TT","13,747"
"2867 TT","385,748"
"6488 TT","124,318"
"2880 TT","1,482,086"
"6496 TT","34,405"
"2881 TT","4,274,741"
"6506 TT","114,389"
"2882 TT","4,171,575"
"6508 TT","18,095"
"2883 TT","4,562,458"
"6509 TT","546,456"
"2884 TT","3,104,343"
"6510 TT","119,336"
"2885 TT","4,573,995"
"6603 TT","19,186"
"2886 TT","4,094,179"
"6609 TT","47,137"
"2887 TT","4,208,864"
"6803 TT","28,248"
"2888 TT","3,836,788"
"8024 TT","18,410"
"2889 TT","524,200"
"8027 TT","9,430"
"2890 TT","3,164,093"
"8032 TT","4,091"
"2891 TT","6,152,530"
"8038 TT","393,422"
"2892 TT","3,300,347"
"8040 TT","18,641"
"2901 TT","6,497"
"8042 TT","75,087"
"2903 TT","407,054"
"8043 TT","11,627"
"2904 TT","9,808"
"8044 TT","71,292"
"2905 TT","165,187"
"8047 TT","2,648"
"2906 TT","14,407"
"8048 TT","57,041"
"2908 TT","107,968"
"8049 TT","393,438"
"2910 TT","394"
"8050 TT","250,257"
"2911 TT","90,915"
"8053 TT","42,869"
"2912 TT","285,005"
"8054 TT","26,394"
"2913 TT","380,449"
"8059 TT","28,317"
"2915 TT","771,611"
"8064 TT","1,197,344"
"2929 TT","99,861"
"8069 TT","2,219,687"
"3002 TT","25,994"
"8071 TT","7,445"
"3003 TT","553,575"
"8074 TT","45,173"
"3004 TT","94,262"
"8076 TT","487,856"
"3005 TT","575,540"
"8079 TT","13,591"
"3006 TT","297,558"
"8080 TT","193,356"
"3008 TT","202,330"
"8083 TT","4,786"
"3010 TT","33,421"
"8085 TT","24,574"
"3011 TT","84,904"
"8086 TT","1,139,933"
"3013 TT","119,716"
"8088 TT","32,423"
"3014 TT","120,974"
"8091 TT","102,345"
"3015 TT","71,874"
"8093 TT","3,286"
"3016 TT","788,455"
"8096 TT","836,282"
"3017 TT","588,657"
"8099 TT","10,512"
"3018 TT","21,239"
"8107 TT","127,969"
"3019 TT","190,244"
"8109 TT","53,278"
"3021 TT","23,381"
"8121 TT","123,004"
"3022 TT","185,241"
"8147 TT","19,764"
"3023 TT","469,741"
"8155 TT","50,883"
"3024 TT","32,426"
"8171 TT","159,806"
"3025 TT","33,202"
"8182 TT","17,229"
"3026 TT","23,741"
"8183 TT","99,914"
"3027 TT","55,725"
"8234 TT","54,068"
"3028 TT","142,229"
"8240 TT","9,767"
"3029 TT","141,346"
"8255 TT","377,346"
"3030 TT","110,403"
"8277 TT","298,322"
"3031 TT","38,055"
"8287 TT","76,489"
"3032 TT","562,547"
"8289 TT","27,935"
"3033 TT","44,770"
"8299 TT","311,325"
"3034 TT","927,190"
"8349 TT","11,096"
"3035 TT","385,100"
"8354 TT","12,266"
"3036 TT","192,370"
"8358 TT","122,337"
"3037 TT","1,294,388"
"8383 TT","641,087"
"3038 TT","533,689"
"8390 TT","17,179"
"3040 TT","11,134"
"8401 TT","10,641"
"3041 TT","328,241"
"8403 TT","118,922"
"3042 TT","666,045"
"8406 TT","60,355"
"3044 TT","254,222"
"8410 TT","25,225"
"3045 TT","636,871"
"8418 TT","5,426"
"3047 TT","124,878"
"8420 TT","84,760"
"3048 TT","131,692"
"8421 TT","23,446"
"3049 TT","688,554"
"8424 TT","4,300"
"3050 TT","260,533"
"8426 TT","29,204"
"3052 TT","69,763"
"8431 TT","287,145"
"3054 TT","56,578"
"8432 TT","225,730"
"3055 TT","302,697"
"8433 TT","76,526"
"3056 TT","286,738"
"8435 TT","3,707"
"3057 TT","229,008"
"8436 TT","395,221"
"3058 TT","33,171"
"8437 TT","87,142"
"3059 TT","345,801"
"8444 TT","25,422"
"3060 TT","316,612"
"8446 TT","316,385"
"3062 TT","248,340"
"8450 TT","32,154"
"3090 TT","33,696"
"8905 TT","7,264"
"3094 TT","83,233"
"8908 TT","582"
"3130 TT","2,392"
"8913 TT","5,023"
"3149 TT","230,350"
"8916 TT","94,486"
"3164 TT","22,116"
"8917 TT","449"
"3167 TT","49,598"
"8923 TT","558"
"3189 TT","363,376"
"8924 TT","26,322"
"3209 TT","103,149"
"8927 TT","34,760"
"3229 TT","105,658"
"8928 TT","24,716"
"3231 TT","3,478,986"
"8929 TT","4,815"
"3257 TT","30,622"
"8930 TT","5,038"
"3266 TT","16,590"
"8931 TT","7,401"
"3296 TT","7,830"
"8933 TT","137,214"
"3305 TT","13,171"
"8935 TT","13,363"
"3308 TT","4,636"
"8936 TT","459,448"
"3311 TT","99,759"
"8937 TT","16,631"
"3312 TT","24,900"
"8938 TT","32,237"
"3315 TT","13,687"
