"證券代號 TT","可借券賣出股數"
"1455 TT","607,212"
"3360 TT","506,214"
"1457 TT","572,295"
"3362 TT","8,094"
"1459 TT","119,628"
"3363 TT","63,651"
"1460 TT","269,406"
"3372 TT","64,387"
"1463 TT","94,138"
"3373 TT","221,059"
"1464 TT","535,077"
"3374 TT","505,070"
"1465 TT","8,764"
"3379 TT","5,744"
"1466 TT","21,836"
"3388 TT","5,268"
"1467 TT","102,535"
"3390 TT","31,107"
"1470 TT","2,291"
"3402 TT","178,964"
"1471 TT","97,556"
"3428 TT","305,460"
"1473 TT","388,243"
"3434 TT","8,889"
"1474 TT","68,601"
"3438 TT","93,185"
"1476 TT","362,508"
"3441 TT","14,882"
"1477 TT","376,505"
"3444 TT","9,165"
"1503 TT","11,866"
"3452 TT","168,031"
"1504 TT","576,574"
"3455 TT","265,542"
"1506 TT","74,387"
"3466 TT","2,328"
"1507 TT","139,486"
"3479 TT","217,777"
"1512 TT","84,074"
"3483 TT","216,429"
"1513 TT","203,217"
"3484 TT","168,961"
"1514 TT","84,911"
"3489 TT","6,923"
"1515 TT","46,301"
"3490 TT","277,097"
"1516 TT","50,750"
"3491 TT","175,343"
"1517 TT","48,527"
"3492 TT","220,568"
"1519 TT","139,700"
"3498 TT","207,795"
"1521 TT","53,989"
"3499 TT","156,983"
"1522 TT","475,789"
"3508 TT","166,889"
"1524 TT","258,363"
"3511 TT","143,290"
"1525 TT","112,409"
"3512 TT","16,773"
"1526 TT","29,562"
"3516 TT","9,163"
"1527 TT","372,820"
"3520 TT","277,014"
"1528 TT","243,092"
"3521 TT","63,971"
"1530 TT","9,775"
"3522 TT","56,273"
"1531 TT","31,248"
"3523 TT","114,001"
"1532 TT","485,423"
"3526 TT","362,023"
"1533 TT","590,032"
"3527 TT","64,346"
"1535 TT","12,085"
"3528 TT","33,999"
"1536 TT","957,697"
"3529 TT","69,600"
"1537 TT","67,736"
"3531 TT","3,544"
"1539 TT","159,333"
"3537 TT","55,140"
"1540 TT","42,816"
"3540 TT","224,478"
"1541 TT","196,282"
"3541 TT","30,785"
"1558 TT","25,024"
"3546 TT","60,009"
"1560 TT","37,081"
"3548 TT","243,787"
"1568 TT","551,947"
"3551 TT","21,297"
"1582 TT","144,775"
"3552 TT","298,097"
"1583 TT","6,539"
"3553 TT","38,250"
"1589 TT","163,044"
"3556 TT","113,053"
"1590 TT","207,804"
"3558 TT","92,165"
"1592 TT","159,559"
"3563 TT","10,869"
"1603 TT","48,439"
"3564 TT","34,303"
"1604 TT","187,159"
"3567 TT","68,910"
"1605 TT","1,362,992"
"3577 TT","14,143"
"1608 TT","39,195"
"3580 TT","72,736"
"1609 TT","63,658"
"3581 TT","95,002"
"1611 TT","363,755"
"3587 TT","103,458"
"1612 TT","21,426"
"3594 TT","156,163"
"1614 TT","24,113"
"3609 TT","9,681"
"1615 TT","6,489"
"3611 TT","30,263"
"1617 TT","5,077"
"3615 TT","101,258"
"1618 TT","124,998"
"3623 TT","44,250"
"1626 TT","7,873"
"3624 TT","158,608"
"1701 TT","85,834"
"3625 TT","23,408"
"1702 TT","145,346"
"3628 TT","12,521"
"1704 TT","1,194,092"
"3630 TT","41,804"
"1707 TT","221,250"
"3631 TT","6,605"
"1708 TT","139,566"
"3632 TT","350,732"
"1709 TT","235,845"
"3642 TT","112,700"
"1710 TT","281,198"
"3646 TT","8,688"
"1711 TT","213,542"
"3652 TT","3,850"
"1712 TT","141,044"
"3658 TT","130,878"
"1713 TT","12,005"
"3662 TT","1,259,145"
"1714 TT","303,832"
"3663 TT","11,674"
"1715 TT","146,852"
"3664 TT","153,956"
"1717 TT","100,582"
"3666 TT","137,117"
"1718 TT","633,243"
"3675 TT","10,215"
"1720 TT","114,156"
"3680 TT","85,775"
"1721 TT","106,406"
"3685 TT","65,929"
"1722 TT","514,641"
"3687 TT","72,925"
"1723 TT","76,301"
"3689 TT","61,296"
"1724 TT","43,722"
"3691 TT","143,553"
"1725 TT","4,717"
"3693 TT","38,803"
"1726 TT","14,843"
"3707 TT","655,676"
"1727 TT","36,743"
"4102 TT","48,581"
"1729 TT","76,259"
"4103 TT","9,742"
"1730 TT","44,936"
"4105 TT","537,796"
"1731 TT","377,353"
"4107 TT","133,913"
"1732 TT","56,004"
"4109 TT","39,735"
"1733 TT","41,436"
"4111 TT","25,286"
"1734 TT","155,750"
"4113 TT","114,862"
"1735 TT","136,367"
"4114 TT","104,158"
"1736 TT","52,061"
"4116 TT","56,272"
"1737 TT","118,628"
"4120 TT","60,026"
"1762 TT","62,475"
"4121 TT","73,125"
"1773 TT","14,200"
"4123 TT","261,789"
"1783 TT","70,068"
"4126 TT","141,308"
"1786 TT","94,046"
"4127 TT","48,687"
"1789 TT","295,215"
"4129 TT","209,676"
"1802 TT","713,692"
"4130 TT","323,848"
"1805 TT","26,648"
"4138 TT","27,416"
"1806 TT","46,221"
"4153 TT","86,376"
"1808 TT","254,291"
"4157 TT","279,568"
"1809 TT","45,069"
"4161 TT","135,489"
"1810 TT","142,293"
"4162 TT","229,948"
"1817 TT","47,829"
"4163 TT","220,718"
"1902 TT","60,959"
"4173 TT","100,346"
"1903 TT","13,753"
"4174 TT","249,647"
"1904 TT","98,439"
"4205 TT","5,565"
"1905 TT","225,909"
"4207 TT","18,988"
"1906 TT","150,237"
"4303 TT","2,050"
"1907 TT","140,611"
"4305 TT","4,921"
"1909 TT","523,771"
"4401 TT","27,423"
"2002 TT","6,071,206"
"4406 TT","28,841"
"2006 TT","297,828"
"4416 TT","1,986"
"2007 TT","41,037"
"4417 TT","75,610"
"2008 TT","19,319"
"4420 TT","139,992"
"2010 TT","128,859"
"4429 TT","6,769"
"2012 TT","12,609"
"4430 TT","12,370"
"2013 TT","117,540"
"4432 TT","91,002"
"2015 TT","145,707"
"4433 TT","8,920"
"2017 TT","163,656"
"4502 TT","39,795"
"2020 TT","95,189"
"4506 TT","61,736"
"2023 TT","498,833"
"4510 TT","192,556"
"2024 TT","20,692"
"4513 TT","122,054"
"2027 TT","192,740"
"4523 TT","368,410"
"2029 TT","53,746"
"4527 TT","5,692"
"2030 TT","87,890"
"4528 TT","88,018"
"2031 TT","120,417"
"4529 TT","311,964"
"2032 TT","140,736"
"4533 TT","668,084"
"2033 TT","10,244"
"4534 TT","556,158"
"2034 TT","251,752"
"4535 TT","32,720"
"2038 TT","29,382"
"4541 TT","82,224"
"2049 TT","517,422"
"4549 TT","8,247"
"2059 TT","63,575"
"4550 TT","15,000"
"2062 TT","194,195"
"4706 TT","175,197"
"2101 TT","469,860"
"4707 TT","70,256"
"2102 TT","128,608"
"4711 TT","5,022"
"2103 TT","833,934"
"4712 TT","19,681"
"2104 TT","115,369"
"4714 TT","22,898"
"2105 TT","1,572,993"
"4716 TT","23,449"
"2106 TT","336,752"
"4721 TT","481,640"
"2107 TT","227,352"
"4728 TT","168,322"
"2108 TT","425,355"
"4736 TT","107,663"
"2109 TT","83,122"
"4739 TT","757,322"
"2114 TT","13,593"
"4745 TT","165,289"
"2115 TT","130,049"
"4747 TT","11,792"
"2201 TT","324,010"
"4803 TT","142,603"
"2204 TT","418,728"
"4804 TT","43,437"
"2206 TT","292,414"
"4903 TT","171,822"
"2207 TT","57,835"
"4905 TT","22,719"
"2208 TT","215,634"
"4908 TT","34,469"
"2227 TT","40,229"
"4909 TT","51,409"
"2228 TT","184,314"
"4924 TT","45,675"
"2231 TT","98,535"
"4933 TT","51,723"
"2301 TT","1,106,593"
"4939 TT","27,906"
"2302 TT","44,360"
"4944 TT","130,790"
"2303 TT","6,084,013"
"4947 TT","125,390"
"2305 TT","200,980"
"4953 TT","56,811"
"2308 TT","1,055,952"
"4966 TT","334,889"
"2311 TT","3,455,505"
"4971 TT","249,660"
"2312 TT","1,046,120"
"4972 TT","35,751"
"2313 TT","1,599,877"
"4973 TT","28,205"
"2314 TT","338,671"
"4974 TT","25,749"
"2316 TT","1,326,921"
"4979 TT","449,286"
"2317 TT","5,374,094"
"4991 TT","512,235"
"2323 TT","628,283"
"4995 TT","11,780"
"2324 TT","2,575,699"
"5009 TT","529,769"
"2325 TT","3,287,732"
"5011 TT","484"
"2327 TT","231,693"
"5013 TT","35,081"
"2328 TT","256,507"
"5014 TT","16,965"
"2329 TT","543,278"
"5015 TT","192,425"
"2330 TT","6,714,186"
"5016 TT","1,676"
"2331 TT","337,888"
"5102 TT","6,528"
"2332 TT","445,460"
"5201 TT","4,573"
"2337 TT","919,106"
"5202 TT","7,725"
"2338 TT","61,729"
"5206 TT","6,284"
"2340 TT","450,258"
"5210 TT","4,651"
"2344 TT","1,877,354"
"5211 TT","8,685"
"2345 TT","2,105,684"
"5212 TT","7,290"
"2347 TT","908,680"
"5213 TT","33,268"
"2349 TT","1,942,299"
"5230 TT","47,701"
"2351 TT","302,834"
"5245 TT","135,192"
"2352 TT","817,229"
"5251 TT","13,020"
"2353 TT","2,011,219"
"5255 TT","5,787"
"2354 TT","1,163,716"
"5263 TT","36,262"
"2355 TT","637,332"
"5272 TT","70,232"
"2356 TT","4,379,336"
"5274 TT","19,975"
"2357 TT","260,198"
"5284 TT","38,738"
"2358 TT","63,172"
"5287 TT","2,045"
"2359 TT","242,804"
"5289 TT","433,287"
"2360 TT","99,211"
"5291 TT","5,525"
"2362 TT","217,895"
"5301 TT","17,302"
"2363 TT","323,856"
"5302 TT","20,051"
"2365 TT","90,704"
"5306 TT","39,723"
"2367 TT","300,829"
"5309 TT","1,429,644"
"2368 TT","312,389"
"5310 TT","15,000"
"2369 TT","213,779"
"5312 TT","9,305"
"2371 TT","955,341"
"5314 TT","26,064"
"2373 TT","11,001"
"5315 TT","579,796"
"2374 TT","68,679"
"5317 TT","6,178"
"2375 TT","48,016"
"5321 TT","3,066"
"2376 TT","228,562"
"5324 TT","8,603"
"2377 TT","1,256,349"
"5328 TT","115,493"
"2379 TT","687,930"
"5344 TT","4,272"
"2380 TT","43,320"
"5345 TT","29,451"
"2382 TT","1,105,155"
"5347 TT","880,157"
"2383 TT","706,953"
"5349 TT","1,563,043"
"2385 TT","331,600"
"5351 TT","484,397"
"2387 TT","357,569"
"5353 TT","27,334"
"2390 TT","252,656"
"5355 TT","37,222"
"2392 TT","188,931"
"5356 TT","142,657"
"2393 TT","512,999"
"5371 TT","355,927"
"2395 TT","164,346"
"5383 TT","6,847"
"2397 TT","139,046"
"5384 TT","3,194"
"2399 TT","25,103"
"5386 TT","1,493"
"2401 TT","1,200,688"
"5392 TT","36,602"
"2402 TT","445,338"
"5403 TT","87,154"
"2404 TT","296,173"
"5410 TT","76,319"
"2405 TT","3,033,255"
"5425 TT","638,479"
"2406 TT","1,138,540"
"5426 TT","18,682"
"2408 TT","1,136,703"
"5432 TT","2,535"
"2409 TT","13,737,718"
"5438 TT","94,441"
"2412 TT","1,800,278"
"5439 TT","15,853"
"2413 TT","129,157"
"5443 TT","630,341"
"2414 TT","33,958"
"5452 TT","157,423"
"2415 TT","105,033"
"5457 TT","161,339"
"2417 TT","64,624"
"5460 TT","49,482"
"2419 TT","1,380,782"
"5464 TT","12,024"
"2420 TT","95,753"
"5465 TT","41,540"
"2421 TT","675,713"
"5474 TT","100,931"
"2423 TT","20,681"
"5475 TT","74,289"
"2424 TT","1,669"
"5478 TT","205,542"
"2425 TT","65,440"
"5480 TT","34,126"
"2426 TT","294,782"
"5481 TT","82,973"
"2427 TT","71,429"
"5483 TT","801,643"
"2428 TT","91,230"
"5487 TT","101,385"
"2430 TT","37,076"
"5488 TT","17,376"
"2431 TT","199,095"
"5489 TT","13,460"
"2433 TT","22,774"
"5490 TT","341,402"
"2436 TT","927,105"
"5491 TT","46,398"
"2437 TT","45,301"
"5493 TT","18,795"
"2439 TT","834,810"
"5498 TT","44,413"
"2441 TT","104,501"
"5508 TT","76,854"
"2442 TT","62,751"
"5511 TT","31,231"
"2443 TT","89,183"
"5512 TT","201,531"
"2444 TT","321,452"
"5514 TT","8,901"
"2448 TT","2,509,990"
"5516 TT","2,553"
"2449 TT","1,688,272"
"5520 TT","3,606"
"2450 TT","22,758"
"5523 TT","1,880"
"2451 TT","130,873"
"5529 TT","45,975"
"2453 TT","78,736"
"5530 TT","28,477"
"2454 TT","1,291,591"
"5536 TT","16,288"
"2455 TT","1,232,624"
"5603 TT","49,004"
"2456 TT","532,706"
"5604 TT","5,093"
"2457 TT","188,261"
"5609 TT","18,593"
"2458 TT","646,732"
"5703 TT","3,586"
"2459 TT","13,947"
"5704 TT","59,089"
"2460 TT","13,220"
"5820 TT","190,073"
"2461 TT","111,771"
"5903 TT","66,088"
"2462 TT","26,922"
"5904 TT","11,956"
"2464 TT","439,837"
"5905 TT","54,563"
"2466 TT","17,137"
"6015 TT","74,847"
"2467 TT","159,397"
"6016 TT","74,972"
"2468 TT","12,539"
"6020 TT","9,532"
"2471 TT","59,116"
"6021 TT","50,815"
"2472 TT","186,520"
"6022 TT","62,119"
"2474 TT","1,427,156"
"6023 TT","32,381"
"2475 TT","530,181"
"6024 TT","65,845"
"2476 TT","37,105"
"6101 TT","6,191"
"2477 TT","60,031"
"6104 TT","357,961"
"2478 TT","147,706"
"6105 TT","106,477"
"2480 TT","40,018"
"6107 TT","76,338"
"2481 TT","1,636,498"
"6109 TT","20,642"
"2482 TT","242,159"
"6111 TT","305,891"
"2483 TT","58,584"
"6113 TT","23,073"
"2484 TT","509,802"
"6114 TT","52,451"
"2485 TT","1,366,146"
"6118 TT","31,244"
"2486 TT","60,513"
"6121 TT","207,985"
"2488 TT","352,159"
"6122 TT","15,664"
"2489 TT","1,434,995"
"6123 TT","184,888"
"2492 TT","1,493,577"
"6124 TT","4,053"
"2493 TT","80,652"
"6125 TT","222,075"
"2495 TT","328,332"
"6126 TT","63,787"
"2497 TT","272,451"
"6127 TT","20,713"
"2498 TT","7,451,136"
"6129 TT","63,127"
"2499 TT","291,835"
"6130 TT","3,090"
"2501 TT","247,109"
"6134 TT","9,389"
"2504 TT","298,339"
"6138 TT","218,831"
"2505 TT","81,884"
"6140 TT","7,410"
"2506 TT","23,709"
"6143 TT","327,614"
"2509 TT","49,210"
"6146 TT","44,950"
"2511 TT","668,202"
"6147 TT","855,602"
"2514 TT","161,672"
"6148 TT","46,333"
"2515 TT","955,885"
"6151 TT","76,311"
"2516 TT","120,869"
"6154 TT","6,328"
"2520 TT","453,362"
"6156 TT","64,782"
"2524 TT","37,780"
"6158 TT","172,689"
"2527 TT","31,512"
"6160 TT","212,969"
"2528 TT","3,765"
"6161 TT","21,403"
"2530 TT","197,004"
"6163 TT","193,629"
"2534 TT","103,973"
"6169 TT","119,281"
"2535 TT","40,811"
"6170 TT","62,501"
"2536 TT","112,135"
"6171 TT","29,165"
"2537 TT","205,873"
"6173 TT","1,184,803"
"2538 TT","337,976"
"6174 TT","5,484"
"2539 TT","45,687"
"6175 TT","19,729"
"2540 TT","2,689"
"6179 TT","9,932"
"2542 TT","2,101,901"
"6180 TT","240,859"
"2543 TT","13,229"
"6182 TT","405,008"
"2545 TT","206,220"
"6185 TT","95,516"
"2546 TT","17,409"
"6186 TT","162,851"
"2547 TT","231,753"
"6187 TT","369,236"
"2548 TT","407,217"
"6188 TT","212,152"
"2597 TT","17,883"
"6190 TT","27,209"
"2601 TT","315,893"
"6194 TT","26,270"
"2603 TT","1,020,680"
"6195 TT","9,848"
"2605 TT","168,358"
"6203 TT","9,241"
"2606 TT","450,288"
"6204 TT","3,579"
"2607 TT","128,663"
"6207 TT","162,436"
"2608 TT","522,849"
"6208 TT","126,134"
"2609 TT","1,150,588"
"6210 TT","32,282"
"2610 TT","2,103,131"
"6212 TT","19,849"
"2611 TT","28,418"
"6217 TT","297,628"
"2612 TT","100,315"
"6218 TT","8,839"
"2613 TT","24,942"
"6219 TT","11,945"
"2615 TT","1,528,707"
"6220 TT","222,381"
"2616 TT","27,103"
"6221 TT","21,790"
"2617 TT","139,104"
"6223 TT","281,121"
"2618 TT","3,054,288"
"6227 TT","480,751"
"2634 TT","958,796"
"6228 TT","17,599"
"2637 TT","240,800"
"6229 TT","102,710"
"2642 TT","18,908"
"6231 TT","59,425"
"2701 TT","8,326"
"6233 TT","48,674"
"2702 TT","24,460"
"6234 TT","286,414"
"2704 TT","17,158"
"6237 TT","238,572"
"2705 TT","106,960"
"6238 TT","582,655"
"2706 TT","14,395"
"6241 TT","20,052"
"2707 TT","80,511"
"6244 TT","1,284,196"
"2712 TT","4,233"
"6245 TT","203,265"
"2722 TT","1,756"
"6248 TT","1,053"
"2723 TT","95,844"
"6261 TT","87,633"
"2727 TT","47,695"
"6263 TT","19,747"
"2731 TT","46,296"
"6264 TT","9,973"
"2801 TT","1,019,503"
"6265 TT","51,222"
"2809 TT","212,543"
"6266 TT","423,499"
"2812 TT","383,102"
"6270 TT","67,025"
"2816 TT","30,118"
"6274 TT","645,620"
"2820 TT","278,336"
"6275 TT","39,164"
"2823 TT","2,574,523"
"6279 TT","227,592"
"2832 TT","36,136"
"6284 TT","57,394"
"2834 TT","1,342,899"
"6287 TT","6,111"
"2836 TT","139,436"
"6290 TT","315,290"
"2838 TT","79,241"
"6292 TT","5,757"
"2841 TT","614,181"
"6294 TT","66,112"
"2845 TT","294,404"
"6298 TT","47,201"
"2849 TT","35,450"
"6404 TT","161,494"
"2850 TT","50,767"
"6411 TT","445,938"
"2851 TT","17,459"
"6417 TT","57,114"
"2852 TT","64,740"
"6426 TT","8,084"
"2855 TT","111,058"
"6432 TT","18,134"
"2856 TT","141,381"
"6488 TT","130,595"
"2867 TT","412,111"
"6496 TT","19,957"
"2880 TT","1,526,901"
"6506 TT","116,685"
"2881 TT","4,625,912"
"6508 TT","20,023"
"2882 TT","4,412,404"
"6509 TT","590,167"
"2883 TT","4,913,860"
"6510 TT","130,857"
"2884 TT","3,195,560"
"6603 TT","32,056"
"2885 TT","4,996,834"
"6609 TT","58,030"
"2886 TT","3,943,326"
"6803 TT","27,792"
"2887 TT","3,784,619"
"8024 TT","19,291"
"2888 TT","4,185,184"
"8027 TT","10,724"
"2889 TT","490,807"
"8032 TT","4,358"
"2890 TT","3,256,121"
"8038 TT","386,733"
"2891 TT","6,499,463"
"8040 TT","24,140"
"2892 TT","3,511,080"
"8042 TT","95,429"
"2901 TT","7,415"
"8043 TT","14,677"
"2903 TT","418,773"
"8044 TT","83,878"
"2904 TT","12,170"
"8047 TT","4,138"
"2905 TT","187,566"
"8048 TT","85,941"
"2906 TT","15,940"
"8049 TT","433,641"
"2908 TT","135,531"
"8050 TT","243,403"
"2910 TT","422"
"8053 TT","35,335"
"2911 TT","115,575"
"8054 TT","26,776"
"2912 TT","302,647"
"8059 TT","30,779"
"2913 TT","393,999"
"8064 TT","1,274,290"
"2915 TT","762,832"
"8069 TT","2,297,525"
"2929 TT","138,046"
"8071 TT","15,284"
"3002 TT","26,873"
"8074 TT","55,007"
"3003 TT","530,289"
"8076 TT","573,934"
"3004 TT","121,269"
"8079 TT","15,018"
"3005 TT","598,192"
"8080 TT","172,317"
"3006 TT","358,009"
"8083 TT","4,463"
"3008 TT","186,546"
"8085 TT","31,641"
"3010 TT","34,916"
"8086 TT","1,076,357"
"3011 TT","127,063"
"8088 TT","45,533"
"3013 TT","117,012"
"8091 TT","105,594"
"3014 TT","126,690"
"8093 TT","3,486"
"3015 TT","62,843"
"8096 TT","1,102,375"
"3016 TT","777,881"
"8099 TT","24,612"
"3017 TT","715,778"
"8107 TT","130,335"
"3018 TT","26,257"
"8109 TT","62,030"
"3019 TT","196,298"
"8121 TT","148,839"
"3021 TT","23,340"
"8147 TT","20,258"
"3022 TT","204,601"
"8155 TT","52,322"
"3023 TT","402,612"
"8171 TT","166,600"
"3024 TT","41,008"
"8182 TT","20,472"
"3025 TT","32,909"
"8183 TT","115,096"
"3026 TT","26,222"
"8234 TT","66,936"
"3027 TT","66,087"
"8240 TT","11,013"
"3028 TT","147,585"
"8255 TT","330,953"
"3029 TT","202,751"
"8277 TT","288,757"
"3030 TT","124,810"
"8287 TT","87,540"
"3031 TT","54,219"
"8289 TT","30,970"
"3032 TT","572,889"
"8299 TT","323,083"
"3033 TT","47,675"
"8349 TT","13,819"
"3034 TT","866,443"
"8354 TT","13,825"
"3035 TT","334,959"
"8358 TT","110,034"
"3036 TT","195,658"
"8383 TT","623,632"
"3037 TT","1,372,507"
"8390 TT","20,258"
"3038 TT","890,557"
"8401 TT","13,114"
"3040 TT","8,406"
"8403 TT","131,230"
"3041 TT","363,008"
"8406 TT","54,912"
"3042 TT","764,106"
"8410 TT","15,186"
"3044 TT","273,608"
"8418 TT","4,919"
"3045 TT","639,951"
"8420 TT","99,040"
"3047 TT","152,435"
"8421 TT","24,602"
"3048 TT","173,218"
"8424 TT","5,068"
"3049 TT","732,291"
"8426 TT","29,878"
"3050 TT","279,114"
"8431 TT","323,205"
"3052 TT","75,253"
"8432 TT","217,018"
"3054 TT","61,705"
"8433 TT","83,582"
"3055 TT","394,961"
"8435 TT","4,043"
"3056 TT","308,903"
"8436 TT","391,971"
"3057 TT","208,608"
"8437 TT","100,142"
"3058 TT","43,378"
"8444 TT","24,569"
"3059 TT","354,046"
"8446 TT","304,501"
"3060 TT","441,391"
"8450 TT","26,008"
"3062 TT","280,504"
"8905 TT","7,371"
"3090 TT","34,021"
"8908 TT","686"
"3094 TT","101,275"
"8913 TT","6,997"
"3130 TT","2,466"
"8916 TT","100,671"
"3149 TT","249,476"
"8917 TT","503"
"3164 TT","31,603"
"8923 TT","579"
"3167 TT","49,777"
"8924 TT","25,920"
"3189 TT","355,696"
"8927 TT","39,678"
"3209 TT","117,429"
"8928 TT","21,882"
"3229 TT","146,412"
"8929 TT","5,489"
"3231 TT","3,735,518"
"8930 TT","5,284"
"3257 TT","33,803"
"8931 TT","7,948"
"3266 TT","19,408"
"8933 TT","171,906"
"3296 TT","8,590"
"8935 TT","13,775"
"3305 TT","12,148"
"8936 TT","527,752"
"3308 TT","7,929"
"8937 TT","26,637"
"3311 TT","130,842"
"8938 TT","43,596"
"3312 TT","23,350"
"8941 TT","1,251"
