"證券代號 TT","可借券賣出股數"
"1219 TT","9,358"
"3105 TT","1,606,788"
"1220 TT","12,312"
"3114 TT","7,350"
"1225 TT","22,066"
"3118 TT","6,140"
"1227 TT","255,368"
"3122 TT","153,765"
"1229 TT","125,822"
"3128 TT","33,016"
"1231 TT","14,410"
"3131 TT","76,918"
"1232 TT","22,469"
"3141 TT","876,873"
"1233 TT","7,016"
"3144 TT","16,419"
"1234 TT","19,591"
"3152 TT","96,519"
"1235 TT","15,112"
"3162 TT","2,203"
"1236 TT","2,697"
"3163 TT","397,756"
"1262 TT","182,895"
"3169 TT","21,198"
"1301 TT","1,286,121"
"3171 TT","7,397"
"1303 TT","1,265,483"
"3176 TT","103,598"
"1304 TT","334,769"
"3202 TT","330,711"
"1305 TT","594,172"
"3205 TT","87,951"
"1307 TT","87,868"
"3206 TT","121,784"
"1308 TT","96,136"
"3207 TT","3,270"
"1309 TT","63,242"
"3211 TT","82,764"
"1310 TT","1,441,089"
"3213 TT","12,239"
"1312 TT","1,195,045"
"3217 TT","13,736"
"1313 TT","137,031"
"3218 TT","25,979"
"1314 TT","1,183,329"
"3219 TT","2,138"
"1315 TT","58,672"
"3221 TT","558,721"
"1316 TT","59,418"
"3224 TT","70,248"
"1319 TT","1,040,986"
"3226 TT","5,767"
"1321 TT","15,208"
"3227 TT","434,322"
"1323 TT","210,371"
"3230 TT","11,434"
"1324 TT","5,263"
"3232 TT","32,076"
"1325 TT","12,590"
"3234 TT","1,147,041"
"1326 TT","1,231,293"
"3236 TT","73,230"
"1337 TT","585,469"
"3252 TT","34,496"
"1338 TT","164,354"
"3259 TT","19,984"
"1339 TT","87,021"
"3260 TT","147,830"
"1340 TT","158,693"
"3264 TT","251,361"
"1402 TT","1,273,389"
"3265 TT","90,869"
"1409 TT","129,398"
"3272 TT","33,645"
"1410 TT","6,360"
"3276 TT","9,532"
"1414 TT","50,753"
"3284 TT","78,025"
"1416 TT","90,954"
"3285 TT","23,622"
"1417 TT","134,117"
"3287 TT","12,323"
"1418 TT","11,257"
"3289 TT","385,935"
"1419 TT","8,509"
"3290 TT","60,051"
"1423 TT","16,917"
"3291 TT","57,813"
"1432 TT","137,521"
"3293 TT","518,368"
"1434 TT","213,154"
"3294 TT","32,823"
"1436 TT","5,484"
"3297 TT","6,933"
"1437 TT","23,704"
"3299 TT","189,164"
"1439 TT","27,309"
"3303 TT","163,003"
"1440 TT","136,653"
"3306 TT","4,685"
"1442 TT","25,922"
"3310 TT","84,724"
"1443 TT","2,778"
"3313 TT","14,991"
"1444 TT","169,627"
"3317 TT","68,230"
"1445 TT","40,060"
"3322 TT","29,173"
"1446 TT","13,483"
"3323 TT","36,501"
"1447 TT","131,713"
"3324 TT","1,106,782"
"1451 TT","48,110"
"3325 TT","36,279"
"1452 TT","275,507"
"3332 TT","523"
"1453 TT","15,225"
"3339 TT","24,130"
"1454 TT","32,223"
"3354 TT","19,577"
"1455 TT","478,957"
"3360 TT","379,288"
"1457 TT","501,923"
"3362 TT","8,679"
"1459 TT","87,248"
"3363 TT","24,313"
"1460 TT","227,472"
"3372 TT","58,799"
"1463 TT","84,779"
"3373 TT","271,770"
"1464 TT","530,669"
"3374 TT","343,951"
"1465 TT","7,136"
"3379 TT","4,560"
"1466 TT","20,953"
"3388 TT","4,794"
"1467 TT","76,937"
"3390 TT","27,424"
"1470 TT","1,129"
"3402 TT","132,951"
"1471 TT","77,915"
"3428 TT","264,418"
"1473 TT","347,122"
"3434 TT","8,605"
"1474 TT","70,678"
"3438 TT","110,515"
"1476 TT","395,054"
"3441 TT","9,815"
"1477 TT","424,386"
"3444 TT","10,348"
"1503 TT","11,653"
"3452 TT","118,044"
"1504 TT","560,450"
"3455 TT","249,480"
"1506 TT","63,567"
"3466 TT","1,373"
"1507 TT","114,042"
"3479 TT","162,401"
"1512 TT","59,989"
"3483 TT","245,374"
"1513 TT","172,812"
"3484 TT","123,985"
"1514 TT","59,927"
"3489 TT","3,642"
"1515 TT","42,953"
"3490 TT","230,631"
"1516 TT","43,557"
"3491 TT","144,286"
"1517 TT","43,900"
"3492 TT","224,095"
"1519 TT","132,615"
"3498 TT","165,069"
"1521 TT","63,552"
"3499 TT","113,065"
"1522 TT","554,685"
"3508 TT","193,182"
"1524 TT","300,280"
"3511 TT","151,751"
"1525 TT","141,001"
"3512 TT","12,953"
"1526 TT","22,445"
"3516 TT","5,037"
"1527 TT","356,921"
"3520 TT","259,341"
"1528 TT","254,650"
"3521 TT","63,343"
"1530 TT","6,650"
"3522 TT","76,449"
"1531 TT","19,467"
"3523 TT","95,953"
"1532 TT","647,091"
"3526 TT","595,877"
"1533 TT","610,222"
"3527 TT","75,381"
"1535 TT","11,619"
"3528 TT","27,100"
"1536 TT","1,141,764"
"3529 TT","60,540"
"1537 TT","61,492"
"3531 TT","3,305"
"1539 TT","114,068"
"3537 TT","38,742"
"1540 TT","26,927"
"3540 TT","209,445"
"1541 TT","190,969"
"3541 TT","21,717"
"1558 TT","20,087"
"3546 TT","33,581"
"1560 TT","33,010"
"3548 TT","222,658"
"1568 TT","527,520"
"3551 TT","11,867"
"1582 TT","94,617"
"3552 TT","320,051"
"1583 TT","5,165"
"3553 TT","24,792"
"1589 TT","147,508"
"3556 TT","95,348"
"1590 TT","188,355"
"3558 TT","99,792"
"1592 TT","236,581"
"3563 TT","8,045"
"1603 TT","44,412"
"3564 TT","16,546"
"1604 TT","216,820"
"3567 TT","67,649"
"1605 TT","1,215,561"
"3577 TT","10,663"
"1608 TT","26,945"
"3580 TT","38,331"
"1609 TT","59,797"
"3581 TT","110,730"
"1611 TT","189,116"
"3587 TT","79,799"
"1612 TT","21,844"
"3594 TT","69,664"
"1614 TT","22,940"
"3609 TT","1,087"
"1615 TT","3,793"
"3611 TT","28,358"
"1617 TT","4,424"
"3615 TT","85,512"
"1618 TT","116,971"
"3623 TT","25,358"
"1626 TT","7,268"
"3624 TT","143,611"
"1701 TT","60,564"
"3625 TT","23,360"
"1702 TT","133,583"
"3628 TT","11,941"
"1704 TT","1,366,675"
"3630 TT","38,709"
"1707 TT","246,660"
"3631 TT","5,863"
"1708 TT","87,543"
"3632 TT","168,582"
"1709 TT","216,273"
"3642 TT","119,568"
"1710 TT","220,451"
"3646 TT","6,651"
"1711 TT","212,352"
"3652 TT","2,463"
"1712 TT","121,090"
"3658 TT","122,314"
"1713 TT","7,715"
"3662 TT","1,223,073"
"1714 TT","254,868"
"3663 TT","10,521"
"1715 TT","155,609"
"3664 TT","159,742"
"1717 TT","100,530"
"3666 TT","111,977"
"1718 TT","554,611"
"3675 TT","6,528"
"1720 TT","69,634"
"3680 TT","46,421"
"1721 TT","115,184"
"3685 TT","72,565"
"1722 TT","435,451"
"3687 TT","33,592"
"1723 TT","68,341"
"3689 TT","38,663"
"1724 TT","38,802"
"3691 TT","134,609"
"1725 TT","2,756"
"3693 TT","35,340"
"1726 TT","13,002"
"3707 TT","615,818"
"1727 TT","34,856"
"4102 TT","21,386"
"1729 TT","78,873"
"4103 TT","7,507"
"1730 TT","37,276"
"4105 TT","470,406"
"1731 TT","118,702"
"4107 TT","137,783"
"1732 TT","27,627"
"4109 TT","41,537"
"1733 TT","42,280"
"4111 TT","21,659"
"1734 TT","85,290"
"4113 TT","106,724"
"1735 TT","93,601"
"4114 TT","108,464"
"1736 TT","48,454"
"4116 TT","46,982"
"1737 TT","98,392"
"4120 TT","61,594"
"1762 TT","48,910"
"4121 TT","59,043"
"1773 TT","14,072"
"4123 TT","240,474"
"1783 TT","62,359"
"4126 TT","148,406"
"1786 TT","41,910"
"4127 TT","25,804"
"1789 TT","269,443"
"4129 TT","230,677"
"1802 TT","570,763"
"4130 TT","246,714"
"1805 TT","26,116"
"4138 TT","18,631"
"1806 TT","34,974"
"4153 TT","62,079"
"1808 TT","278,436"
"4157 TT","288,359"
"1809 TT","31,761"
"4161 TT","108,689"
"1810 TT","80,330"
"4162 TT","211,365"
"1817 TT","32,760"
"4163 TT","200,163"
"1902 TT","48,323"
"4173 TT","101,653"
"1903 TT","11,719"
"4174 TT","268,361"
"1904 TT","89,390"
"4205 TT","4,644"
"1905 TT","221,280"
"4207 TT","16,187"
"1906 TT","83,655"
"4303 TT","2,028"
"1907 TT","145,489"
"4305 TT","4,788"
"1909 TT","543,601"
"4401 TT","34,181"
"2002 TT","5,836,150"
"4406 TT","24,895"
"2006 TT","281,289"
"4416 TT","1,840"
"2007 TT","37,746"
"4417 TT","58,295"
"2008 TT","10,888"
"4420 TT","151,002"
"2010 TT","140,683"
"4429 TT","5,442"
"2012 TT","12,326"
"4430 TT","9,846"
"2013 TT","123,530"
"4432 TT","48,640"
"2015 TT","178,847"
"4433 TT","8,346"
"2017 TT","98,359"
"4502 TT","45,449"
"2020 TT","24,299"
"4506 TT","35,247"
"2023 TT","501,846"
"4510 TT","205,818"
"2024 TT","18,965"
"4513 TT","123,435"
"2027 TT","166,448"
"4523 TT","420,793"
"2029 TT","56,315"
"4527 TT","5,126"
"2030 TT","92,441"
"4528 TT","80,798"
"2031 TT","128,689"
"4529 TT","284,814"
"2032 TT","148,387"
"4533 TT","447,259"
"2033 TT","9,992"
"4534 TT","682,152"
"2034 TT","184,020"
"4535 TT","42,858"
"2038 TT","22,588"
"4541 TT","91,722"
"2049 TT","418,398"
"4549 TT","11,315"
"2059 TT","63,699"
"4550 TT","14,960"
"2062 TT","213,750"
"4706 TT","205,101"
"2101 TT","318,303"
"4707 TT","64,012"
"2102 TT","124,160"
"4711 TT","5,383"
"2103 TT","730,492"
"4712 TT","54,570"
"2104 TT","93,152"
"4714 TT","14,722"
"2105 TT","1,571,228"
"4716 TT","15,061"
"2106 TT","393,165"
"4721 TT","658,943"
"2107 TT","174,293"
"4728 TT","132,542"
"2108 TT","406,729"
"4735 TT","50,121"
"2109 TT","81,080"
"4736 TT","128,120"
"2114 TT","10,494"
"4739 TT","684,221"
"2115 TT","119,029"
"4745 TT","146,677"
"2201 TT","299,620"
"4747 TT","8,687"
"2204 TT","365,704"
"4803 TT","117,103"
"2206 TT","242,766"
"4804 TT","32,148"
"2207 TT","54,112"
"4903 TT","145,555"
"2208 TT","129,963"
"4905 TT","13,581"
"2227 TT","34,918"
"4908 TT","18,282"
"2228 TT","186,558"
"4909 TT","36,193"
"2231 TT","106,160"
"4924 TT","26,222"
"2301 TT","1,116,960"
"4933 TT","49,429"
"2302 TT","33,335"
"4939 TT","26,391"
"2303 TT","6,475,822"
"4944 TT","108,804"
"2305 TT","205,453"
"4947 TT","119,833"
"2308 TT","1,032,865"
"4953 TT","56,524"
"2311 TT","4,288,547"
"4966 TT","318,554"
"2312 TT","702,224"
"4971 TT","253,141"
"2313 TT","1,674,796"
"4972 TT","30,644"
"2314 TT","292,936"
"4973 TT","27,144"
"2316 TT","1,163,667"
"4974 TT","21,045"
"2317 TT","5,353,195"
"4979 TT","385,930"
"2323 TT","609,753"
"4991 TT","267,816"
"2324 TT","2,451,330"
"4995 TT","7,293"
"2325 TT","3,156,778"
"5009 TT","370,614"
"2327 TT","225,384"
"5011 TT","1,116"
"2328 TT","190,636"
"5013 TT","32,923"
"2329 TT","462,425"
"5014 TT","17,895"
"2330 TT","7,117,572"
"5015 TT","187,004"
"2331 TT","283,052"
"5016 TT","1,307"
"2332 TT","347,107"
"5102 TT","6,544"
"2337 TT","1,181,829"
"5201 TT","4,473"
"2338 TT","56,653"
"5202 TT","8,566"
"2340 TT","402,924"
"5206 TT","5,108"
"2344 TT","1,536,610"
"5210 TT","4,579"
"2345 TT","2,013,174"
"5211 TT","7,322"
"2347 TT","839,170"
"5212 TT","6,237"
"2348 TT","22"
"5213 TT","33,972"
"2349 TT","1,948,955"
"5230 TT","50,877"
"2351 TT","208,746"
"5245 TT","107,001"
"2352 TT","644,112"
"5251 TT","15,639"
"2353 TT","1,855,061"
"5255 TT","5,366"
"2354 TT","979,644"
"5263 TT","21,891"
"2355 TT","660,504"
"5272 TT","39,542"
"2356 TT","3,982,924"
"5274 TT","20,838"
"2357 TT","252,294"
"5284 TT","21,545"
"2358 TT","56,838"
"5287 TT","1,538"
"2359 TT","231,722"
"5289 TT","375,079"
"2360 TT","119,621"
"5291 TT","2,743"
"2362 TT","153,392"
"5301 TT","12,890"
"2363 TT","295,567"
"5302 TT","13,443"
"2365 TT","87,147"
"5306 TT","25,397"
"2367 TT","248,152"
"5309 TT","1,374,897"
"2368 TT","238,116"
"5310 TT","13,242"
"2369 TT","128,258"
"5312 TT","9,701"
"2371 TT","765,682"
"5314 TT","15,808"
"2373 TT","9,789"
"5315 TT","521,827"
"2374 TT","62,012"
"5317 TT","9,291"
"2375 TT","43,865"
"5321 TT","2,804"
"2376 TT","199,188"
"5324 TT","7,962"
"2377 TT","1,400,452"
"5328 TT","100,410"
"2379 TT","740,918"
"5344 TT","3,015"
"2380 TT","35,738"
"5345 TT","30,642"
"2382 TT","1,117,172"
"5347 TT","1,055,795"
"2383 TT","645,050"
"5349 TT","1,966,638"
"2385 TT","330,364"
"5351 TT","388,416"
"2387 TT","337,298"
"5353 TT","19,939"
"2390 TT","166,363"
"5355 TT","29,177"
"2392 TT","201,384"
"5356 TT","162,324"
"2393 TT","453,227"
"5371 TT","241,322"
"2395 TT","151,146"
"5383 TT","5,964"
"2397 TT","177,954"
"5384 TT","2,253"
"2399 TT","18,489"
"5386 TT","1,385"
"2401 TT","1,118,554"
"5392 TT","28,875"
"2402 TT","362,118"
"5403 TT","48,348"
"2404 TT","273,212"
"5410 TT","71,562"
"2405 TT","2,528,323"
"5425 TT","533,767"
"2406 TT","1,047,889"
"5426 TT","13,761"
"2408 TT","1,087,193"
"5432 TT","2,741"
"2409 TT","10,180,976"
"5438 TT","62,401"
"2412 TT","1,767,358"
"5439 TT","13,010"
"2413 TT","108,403"
"5443 TT","292,163"
"2414 TT","29,881"
"5452 TT","104,652"
"2415 TT","99,205"
"5457 TT","144,782"
"2417 TT","41,485"
"5460 TT","20,082"
"2419 TT","1,132,973"
"5464 TT","10,006"
"2420 TT","78,697"
"5465 TT","21,035"
"2421 TT","472,041"
"5474 TT","62,746"
"2423 TT","18,813"
"5475 TT","47,101"
"2424 TT","1,648"
"5478 TT","181,262"
"2425 TT","53,181"
"5480 TT","31,215"
"2426 TT","254,200"
"5481 TT","61,353"
"2427 TT","52,202"
"5483 TT","701,342"
"2428 TT","74,052"
"5487 TT","55,461"
"2430 TT","27,929"
"5488 TT","18,251"
"2431 TT","176,233"
"5489 TT","11,009"
"2433 TT","12,993"
"5490 TT","281,892"
"2436 TT","889,898"
"5491 TT","33,644"
"2437 TT","31,512"
"5493 TT","16,523"
"2439 TT","830,784"
"5498 TT","36,614"
"2441 TT","99,557"
"5508 TT","59,196"
"2442 TT","39,739"
"5511 TT","26,938"
"2443 TT","100,530"
"5512 TT","142,022"
"2444 TT","331,605"
"5514 TT","6,587"
"2448 TT","1,805,674"
"5516 TT","1,166"
"2449 TT","1,559,182"
"5520 TT","2,826"
"2450 TT","23,787"
"5523 TT","1,369"
"2451 TT","114,815"
"5529 TT","37,502"
"2453 TT","43,452"
"5530 TT","34,500"
"2454 TT","1,279,075"
"5536 TT","11,784"
"2455 TT","926,936"
"5603 TT","34,744"
"2456 TT","425,578"
"5604 TT","3,713"
"2457 TT","191,643"
"5609 TT","16,086"
"2458 TT","517,602"
"5703 TT","2,407"
"2459 TT","13,048"
"5704 TT","38,954"
"2460 TT","13,930"
"5820 TT","163,100"
"2461 TT","101,810"
"5903 TT","56,531"
"2462 TT","23,273"
"5904 TT","11,309"
"2464 TT","305,507"
"5905 TT","45,726"
"2466 TT","16,985"
"6015 TT","65,500"
"2467 TT","105,847"
"6016 TT","60,696"
"2468 TT","12,030"
"6020 TT","7,729"
"2471 TT","59,083"
"6021 TT","42,264"
"2472 TT","158,914"
"6022 TT","44,161"
"2474 TT","1,596,592"
"6023 TT","26,095"
"2475 TT","567,078"
"6024 TT","52,806"
"2476 TT","28,297"
"6101 TT","6,079"
"2477 TT","61,517"
"6104 TT","327,660"
"2478 TT","138,379"
"6105 TT","114,777"
"2480 TT","35,357"
"6107 TT","56,978"
"2481 TT","1,002,924"
"6109 TT","13,706"
"2482 TT","239,993"
"6111 TT","328,155"
"2483 TT","61,114"
"6113 TT","22,379"
"2484 TT","455,330"
"6114 TT","42,993"
"2485 TT","1,523,978"
"6118 TT","43,835"
"2486 TT","39,544"
"6121 TT","191,493"
"2488 TT","302,646"
"6122 TT","12,245"
"2489 TT","1,318,850"
"6123 TT","158,460"
"2492 TT","1,029,486"
"6124 TT","1,941"
"2493 TT","65,593"
"6125 TT","133,915"
"2495 TT","295,121"
"6126 TT","41,498"
"2497 TT","271,637"
"6127 TT","12,164"
"2498 TT","6,010,396"
"6129 TT","52,164"
"2499 TT","227,499"
"6130 TT","1,928"
"2501 TT","258,140"
"6134 TT","6,590"
"2504 TT","257,521"
"6138 TT","286,676"
"2505 TT","73,252"
"6140 TT","6,513"
"2506 TT","25,457"
"6143 TT","267,455"
"2509 TT","47,372"
"6146 TT","41,090"
"2511 TT","637,085"
"6147 TT","930,948"
"2514 TT","161,194"
"6148 TT","24,943"
"2515 TT","936,456"
"6151 TT","56,565"
"2516 TT","111,158"
"6154 TT","4,952"
"2520 TT","420,852"
"6156 TT","66,345"
"2524 TT","39,355"
"6158 TT","109,844"
"2527 TT","27,884"
"6160 TT","267,812"
"2528 TT","3,252"
"6161 TT","17,020"
"2530 TT","195,290"
"6163 TT","60,486"
"2534 TT","82,585"
"6169 TT","81,865"
"2535 TT","35,815"
"6170 TT","115,051"
"2536 TT","125,124"
"6171 TT","68,209"
"2537 TT","280,950"
"6173 TT","692,782"
"2538 TT","321,946"
"6174 TT","3,477"
"2539 TT","47,257"
"6175 TT","15,982"
"2540 TT","3,019"
"6179 TT","10,520"
"2542 TT","1,940,342"
"6180 TT","200,920"
"2543 TT","14,075"
"6182 TT","324,815"
"2545 TT","179,429"
"6185 TT","70,953"
"2546 TT","14,542"
"6186 TT","126,041"
"2547 TT","235,635"
"6187 TT","363,361"
"2548 TT","346,021"
"6188 TT","141,328"
"2597 TT","20,319"
"6190 TT","24,976"
"2601 TT","159,596"
"6194 TT","17,071"
"2603 TT","927,153"
"6195 TT","7,588"
"2605 TT","136,751"
"6203 TT","8,877"
"2606 TT","370,655"
"6204 TT","3,077"
"2607 TT","112,971"
"6207 TT","147,158"
"2608 TT","528,365"
"6208 TT","123,168"
"2609 TT","1,083,194"
"6210 TT","19,789"
"2610 TT","1,958,306"
"6212 TT","20,352"
"2611 TT","21,365"
"6217 TT","280,002"
"2612 TT","71,933"
"6218 TT","6,933"
"2613 TT","23,699"
"6219 TT","12,075"
"2615 TT","1,159,831"
"6220 TT","216,196"
"2616 TT","20,605"
"6221 TT","18,916"
"2617 TT","87,579"
"6223 TT","206,747"
"2618 TT","2,570,322"
"6227 TT","441,388"
"2634 TT","912,234"
"6228 TT","11,039"
"2637 TT","200,951"
"6229 TT","107,283"
"2642 TT","13,337"
"6231 TT","84,131"
"2701 TT","7,572"
"6233 TT","36,524"
"2702 TT","16,238"
"6234 TT","290,539"
"2704 TT","21,556"
"6237 TT","153,542"
"2705 TT","80,345"
"6238 TT","528,103"
"2706 TT","14,283"
"6241 TT","18,767"
"2707 TT","97,944"
"6244 TT","1,573,509"
"2712 TT","4,074"
"6245 TT","181,506"
"2722 TT","2,027"
"6248 TT","721"
"2723 TT","77,732"
"6261 TT","79,037"
"2727 TT","45,682"
"6263 TT","17,675"
"2731 TT","40,407"
"6264 TT","12,232"
"2801 TT","1,052,615"
"6265 TT","51,157"
"2809 TT","188,811"
"6266 TT","485,174"
"2812 TT","309,796"
"6270 TT","68,522"
"2816 TT","26,788"
"6274 TT","620,266"
"2820 TT","218,112"
"6275 TT","42,681"
"2823 TT","1,862,007"
"6279 TT","276,353"
"2832 TT","31,924"
"6284 TT","45,320"
"2834 TT","1,208,682"
"6287 TT","4,219"
"2836 TT","119,622"
"6290 TT","298,926"
"2838 TT","79,088"
"6292 TT","3,769"
"2841 TT","550,212"
"6294 TT","36,915"
"2845 TT","287,639"
"6298 TT","37,623"
"2849 TT","27,613"
"6404 TT","157,357"
"2850 TT","46,785"
"6411 TT","330,720"
"2851 TT","17,534"
"6417 TT","55,774"
"2852 TT","56,349"
"6426 TT","4,184"
"2855 TT","93,310"
"6432 TT","11,474"
"2856 TT","107,026"
"6488 TT","124,223"
"2867 TT","367,450"
"6496 TT","36,218"
"2880 TT","1,517,026"
"6506 TT","106,621"
"2881 TT","4,103,637"
"6508 TT","17,570"
"2882 TT","4,086,765"
"6509 TT","514,181"
"2883 TT","4,591,342"
"6510 TT","115,782"
"2884 TT","3,185,687"
"6603 TT","15,433"
"2885 TT","4,497,154"
"6609 TT","44,037"
"2886 TT","4,271,355"
"6803 TT","27,866"
"2887 TT","4,476,111"
"8024 TT","18,071"
"2888 TT","3,808,279"
"8027 TT","8,849"
"2889 TT","527,871"
"8032 TT","3,624"
"2890 TT","3,161,309"
"8038 TT","370,181"
"2891 TT","6,345,873"
"8040 TT","16,581"
"2892 TT","3,348,488"
"8042 TT","69,652"
"2901 TT","5,097"
"8043 TT","11,166"
"2903 TT","386,517"
"8044 TT","65,929"
"2904 TT","9,339"
"8047 TT","2,421"
"2905 TT","143,867"
"8048 TT","41,663"
"2906 TT","13,481"
"8049 TT","327,003"
"2908 TT","96,972"
"8050 TT","233,836"
"2910 TT","407"
"8053 TT","50,756"
"2911 TT","83,592"
"8054 TT","24,413"
"2912 TT","279,325"
"8059 TT","21,817"
"2913 TT","368,325"
"8064 TT","1,073,650"
"2915 TT","781,477"
"8069 TT","2,191,096"
"2929 TT","82,481"
"8071 TT","6,121"
"3002 TT","26,003"
"8074 TT","39,536"
"3003 TT","596,607"
"8076 TT","423,678"
"3004 TT","92,078"
"8079 TT","13,678"
"3005 TT","561,489"
"8080 TT","205,381"
"3006 TT","285,431"
"8083 TT","5,033"
"3008 TT","198,939"
"8085 TT","22,643"
"3010 TT","32,314"
"8086 TT","1,130,495"
"3011 TT","74,284"
"8088 TT","26,586"
"3013 TT","119,027"
"8091 TT","96,993"
"3014 TT","110,795"
"8093 TT","3,227"
"3015 TT","74,861"
"8096 TT","604,942"
"3016 TT","758,485"
"8099 TT","8,115"
"3017 TT","534,713"
"8107 TT","127,941"
"3018 TT","21,494"
"8109 TT","48,625"
"3019 TT","147,318"
"8121 TT","125,286"
"3021 TT","23,042"
"8147 TT","19,003"
"3022 TT","166,639"
"8155 TT","48,841"
"3023 TT","475,834"
"8171 TT","153,705"
"3024 TT","32,283"
"8182 TT","15,803"
"3025 TT","30,954"
"8183 TT","92,573"
"3026 TT","21,089"
"8234 TT","51,000"
"3027 TT","54,813"
"8240 TT","8,963"
"3028 TT","141,012"
"8255 TT","338,982"
"3029 TT","128,797"
"8277 TT","275,067"
"3030 TT","96,899"
"8287 TT","60,949"
"3031 TT","32,825"
"8289 TT","28,914"
"3032 TT","458,838"
"8299 TT","288,310"
"3033 TT","43,856"
"8349 TT","4,783"
"3034 TT","915,920"
"8354 TT","10,925"
"3035 TT","387,236"
"8358 TT","130,758"
"3036 TT","195,033"
"8383 TT","595,900"
"3037 TT","1,266,539"
"8390 TT","16,136"
"3038 TT","409,470"
"8401 TT","8,019"
"3040 TT","11,090"
"8403 TT","105,038"
"3041 TT","291,671"
"8406 TT","60,335"
"3042 TT","552,224"
"8410 TT","26,898"
"3044 TT","236,253"
"8418 TT","5,199"
"3045 TT","609,722"
"8420 TT","84,823"
"3047 TT","106,319"
"8421 TT","20,743"
"3048 TT","118,011"
"8424 TT","3,952"
"3049 TT","610,579"
"8426 TT","27,792"
"3050 TT","233,276"
"8431 TT","302,677"
"3052 TT","70,186"
"8432 TT","217,443"
"3054 TT","49,602"
"8433 TT","60,204"
"3055 TT","262,287"
"8435 TT","3,947"
"3056 TT","280,851"
"8436 TT","343,561"
"3057 TT","215,075"
"8437 TT","79,289"
"3058 TT","28,715"
"8444 TT","27,793"
"3059 TT","318,226"
"8446 TT","326,019"
"3060 TT","250,193"
"8450 TT","33,809"
"3062 TT","200,497"
"8905 TT","6,191"
"3090 TT","32,737"
"8908 TT","596"
"3094 TT","63,537"
"8913 TT","4,667"
"3130 TT","2,551"
"8916 TT","88,725"
"3149 TT","234,791"
"8917 TT","429"
"3164 TT","19,154"
"8923 TT","565"
"3167 TT","45,479"
"8924 TT","24,190"
"3189 TT","335,092"
"8927 TT","33,740"
"3209 TT","98,262"
"8928 TT","23,675"
"3229 TT","94,003"
"8929 TT","4,180"
"3231 TT","3,345,614"
"8930 TT","5,598"
"3257 TT","25,153"
"8931 TT","6,417"
"3266 TT","15,350"
"8933 TT","127,762"
"3296 TT","7,647"
"8935 TT","12,477"
"3305 TT","13,974"
"8936 TT","402,141"
"3308 TT","4,156"
"8937 TT","16,504"
"3311 TT","86,952"
"8938 TT","28,392"
"3312 TT","27,394"
