"證券代號 TT","可借券賣出股數"
"8941 TT","1,209"
"3315 TT","12,065"
"8942 TT","103,392"
"3338 TT","60,783"
"911613 TT","426"
"3356 TT","22,341"
"9949 TT","1,778"
"3376 TT","276,855"
"9950 TT","1,634"
"3380 TT","772,356"
"9951 TT","111,893"
"3383 TT","246,520"
"9960 TT","20,710"
"3406 TT","198,973"
"9962 TT","115,263"
"3413 TT","265,044"
"3416 TT","12,120"
"3419 TT","54,432"
"3432 TT","7,676"
"3437 TT","108,906"
"3443 TT","151,647"
"3450 TT","813,052"
"3454 TT","131,451"
"3474 TT","2,419,194"
"3481 TT","11,277,349"
"3494 TT","539,550"
"3501 TT","113,427"
"3504 TT","89,334"
"3514 TT","1,886,351"
"3515 TT","19,863"
"3518 TT","37,045"
"3519 TT","857,894"
"3532 TT","29,825"
"3533 TT","145,781"
"3535 TT","599,309"
"3545 TT","231,089"
"3550 TT","70,684"
"3557 TT","25,611"
"3559 TT","89,437"
"3561 TT","565,512"
"3573 TT","15,080"
"3576 TT","1,557,439"
"3579 TT","70,678"
"3583 TT","90,930"
"3588 TT","47,120"
"3591 TT","29,750"
"3596 TT","812,381"
"3605 TT","278,704"
"3607 TT","96,282"
"3617 TT","102,068"
"3622 TT","107,099"
"3645 TT","19,224"
"3653 TT","23,166"
"3661 TT","256,155"
"3665 TT","856,502"
"3669 TT","22,065"
"3673 TT","2,919,010"
"3679 TT","24,627"
"3682 TT","1,042,109"
"3686 TT","535,458"
"3694 TT","95,944"
"3698 TT","365,616"
"3702 TT","617,228"
"3703 TT","129,734"
"3704 TT","210,666"
"3705 TT","58,752"
"3706 TT","1,212,267"
"4104 TT","54,086"
"4106 TT","105,814"
"4108 TT","1,073,104"
"4119 TT","340,881"
"4133 TT","16,765"
"4137 TT","260,238"
"4141 TT","160,622"
"4142 TT","143,765"
"4144 TT","28,703"
"4164 TT","30,537"
"4190 TT","29,059"
"4306 TT","91,131"
"4414 TT","639,677"
"4426 TT","274,665"
"4526 TT","115,242"
"4532 TT","65,493"
"4536 TT","10,586"
"4551 TT","220,330"
"4557 TT","55,231"
"4720 TT","9,185"
"4722 TT","192,611"
"4725 TT","107,438"
"4733 TT","530,245"
"4737 TT","5,170"
"4746 TT","303,819"
"4755 TT","14,209"
"4904 TT","860,816"
"4906 TT","285,366"
"4912 TT","32,191"
"4915 TT","905,506"
"4916 TT","635,632"
"4919 TT","286,068"
"4927 TT","89,200"
"4930 TT","57,955"
"4934 TT","1,757,560"
"4935 TT","348,565"
"4938 TT","1,817,939"
"4942 TT","51,995"
"4952 TT","334,180"
"4956 TT","21,366"
"4958 TT","911,721"
"4960 TT","560,447"
"4976 TT","9,004"
"4977 TT","27,695"
"4984 TT","85,856"
"4994 TT","26,291"
"4999 TT","55,299"
"5007 TT","27,582"
"5203 TT","21,329"
"5215 TT","25,245"
"5225 TT","10,143"
"5234 TT","9,845"
"5243 TT","339,789"
"5264 TT","230,657"
"5269 TT","197,311"
"5285 TT","13,281"
"5288 TT","159,080"
"5305 TT","102,885"
"5388 TT","487,206"
"5434 TT","51,887"
"5469 TT","149,422"
"5471 TT","46,899"
"5515 TT","16,910"
"5519 TT","40,837"
"5521 TT","121,580"
"5522 TT","505,129"
"5525 TT","24,445"
"5531 TT","194,733"
"5533 TT","56,722"
"5534 TT","281,706"
"5538 TT","5,526"
"5607 TT","20,151"
"5608 TT","51,579"
"5706 TT","33,673"
"5871 TT","532,359"
"5880 TT","1,628,470"
"5906 TT","7,448"
"5907 TT","81,467"
"6005 TT","285,615"
"6108 TT","113,316"
"6112 TT","30,622"
"6115 TT","25,334"
"6116 TT","1,897,030"
"6117 TT","2,051"
"6120 TT","315,026"
"6128 TT","48,514"
"6133 TT","17,698"
"6136 TT","34,347"
"6139 TT","1,245,700"
"6141 TT","9,354"
"6142 TT","128,666"
"6145 TT","49,396"
"6152 TT","191,960"
"6153 TT","224,784"
"6155 TT","2,679"
"6164 TT","29,576"
"6166 TT","72,435"
"6168 TT","58,806"
"6176 TT","1,451,006"
"6177 TT","94,347"
"6183 TT","7,353"
"6184 TT","56,718"
"6189 TT","40,582"
"6191 TT","94,329"
"6192 TT","51,120"
"6196 TT","107,528"
"6197 TT","150,235"
"6201 TT","6,543"
"6202 TT","87,885"
"6205 TT","16,273"
"6206 TT","78,867"
"6209 TT","51,679"
"6213 TT","256,627"
"6214 TT","194,542"
"6215 TT","94,613"
"6216 TT","104,034"
"6224 TT","60,454"
"6226 TT","26,795"
"6230 TT","327,741"
"6235 TT","110,880"
"6239 TT","574,421"
"6243 TT","277,683"
"6251 TT","60,974"
"6257 TT","223,143"
"6269 TT","618,821"
"6271 TT","272,584"
"6277 TT","62,171"
"6278 TT","75,272"
"6281 TT","8,461"
"6282 TT","1,248,312"
"6283 TT","86,391"
"6285 TT","606,363"
"6405 TT","8,306"
"6409 TT","27,725"
"6412 TT","44,289"
"6414 TT","141,336"
"6415 TT","49,246"
"6422 TT","181,310"
"6431 TT","4,576"
"6442 TT","154,822"
"6443 TT","319,775"
"6449 TT","34,273"
"6451 TT","55,552"
"6452 TT","171,683"
"6456 TT","546,218"
"6504 TT","79,069"
"6505 TT","831,105"
"6605 TT","77,277"
"6702 TT","233,712"
"8011 TT","45,718"
"8016 TT","251,839"
"8021 TT","140,832"
"8039 TT","105,933"
"8046 TT","44,318"
"8070 TT","29,560"
"8072 TT","8,691"
"8081 TT","97,153"
"8101 TT","86,684"
"8103 TT","57,332"
"8105 TT","1,832,991"
"8110 TT","56,186"
"8112 TT","213,002"
"8114 TT","20,951"
"8131 TT","81,769"
"8150 TT","98,961"
"8163 TT","233,581"
"8201 TT","10,442"
"8210 TT","303,743"
"8213 TT","266,303"
"8215 TT","166,478"
"8222 TT","439,898"
"8249 TT","108,538"
"8261 TT","9,665"
"8271 TT","241,797"
"8341 TT","207,915"
"8374 TT","49,562"
"8404 TT","750,033"
"8411 TT","26,627"
"8422 TT","73,361"
"8427 TT","16,678"
"8429 TT","341,205"
"8443 TT","12,668"
"8454 TT","21,569"
"8463 TT","16,875"
"8464 TT","208,991"
"8926 TT","72,992"
"8940 TT","4,600"
"8996 TT","143,353"
"9103 TT","42,724"
"910322 TT","17,421"
"910482 TT","56,125"
"9105 TT","388,197"
"910801 TT","36,960"
"911611 TT","13,960"
"911616 TT","29,120"
"911868 TT","5,860"
"912000 TT","5,471"
"9136 TT","146,954"
"9157 TT","7,929"
"9188 TT","35,953"
"9802 TT","356,273"
"9902 TT","25,019"
"9904 TT","1,417,627"
"9905 TT","43,107"
"9906 TT","302,240"
"9907 TT","291,639"
"9908 TT","31,188"
"9910 TT","321,277"
"9911 TT","162,423"
"9912 TT","14,899"
"9914 TT","313,678"
"9917 TT","49,976"
"9918 TT","749"
"9919 TT","35,862"
"9921 TT","177,277"
"9924 TT","168,905"
"9925 TT","40,773"
"9926 TT","2,690"
"9927 TT","22,930"
"9928 TT","6,681"
"9930 TT","15,533"
"9931 TT","1,995"
"9933 TT","529,444"
"9934 TT","104,846"
"9937 TT","35,721"
"9938 TT","836,043"
"9939 TT","327,792"
"9940 TT","41,869"
"9941 TT","41,483"
"9942 TT","19,072"
"9943 TT","101,391"
"9944 TT","12,845"
"9945 TT","1,316,271"
"9946 TT","164,296"
"9955 TT","12,530"
"9958 TT","105,893"
