"證券代號 TT","可借券賣出股數"
"3315 TT","14,615"
"8942 TT","129,153"
"3338 TT","70,646"
"911613 TT","840"
"3356 TT","26,083"
"9949 TT","2,795"
"3376 TT","361,140"
"9950 TT","2,083"
"3380 TT","707,476"
"9951 TT","103,400"
"3383 TT","267,353"
"9960 TT","21,379"
"3406 TT","214,750"
"9962 TT","21,977"
"3413 TT","401,427"
"3416 TT","13,638"
"3419 TT","93,402"
"3432 TT","9,123"
"3437 TT","140,755"
"3443 TT","231,140"
"3450 TT","929,984"
"3454 TT","141,551"
"3474 TT","2,474,263"
"3481 TT","14,934,754"
"3494 TT","846,412"
"3501 TT","126,908"
"3504 TT","152,367"
"3514 TT","2,437,827"
"3515 TT","33,127"
"3518 TT","38,204"
"3519 TT","1,084,504"
"3532 TT","38,556"
"3533 TT","148,558"
"3535 TT","654,515"
"3545 TT","289,555"
"3550 TT","61,492"
"3557 TT","23,770"
"3559 TT","117,735"
"3561 TT","642,009"
"3573 TT","12,598"
"3576 TT","1,401,652"
"3579 TT","107,951"
"3583 TT","108,214"
"3588 TT","59,615"
"3591 TT","39,949"
"3596 TT","965,020"
"3598 TT","60,916"
"3605 TT","346,652"
"3607 TT","102,646"
"3617 TT","69,713"
"3622 TT","115,458"
"3645 TT","40,542"
"3653 TT","25,805"
"3661 TT","197,937"
"3665 TT","706,072"
"3669 TT","24,583"
"3673 TT","3,650,606"
"3679 TT","20,756"
"3682 TT","1,318,706"
"3686 TT","629,153"
"3694 TT","161,052"
"3698 TT","494,610"
"3702 TT","632,826"
"3703 TT","220,270"
"3704 TT","221,771"
"3705 TT","48,971"
"3706 TT","1,281,485"
"4104 TT","57,926"
"4106 TT","198,937"
"4108 TT","1,485,040"
"4119 TT","394,221"
"4133 TT","30,784"
"4137 TT","281,516"
"4141 TT","224,623"
"4142 TT","346,464"
"4144 TT","32,455"
"4164 TT","33,254"
"4306 TT","98,243"
"4414 TT","1,013,314"
"4426 TT","298,162"
"4526 TT","134,598"
"4532 TT","65,881"
"4536 TT","17,957"
"4551 TT","225,574"
"4557 TT","42,876"
"4720 TT","15,807"
"4722 TT","205,326"
"4725 TT","109,969"
"4733 TT","585,555"
"4737 TT","6,284"
"4746 TT","397,458"
"4755 TT","13,710"
"4904 TT","805,248"
"4906 TT","475,087"
"4912 TT","40,421"
"4915 TT","885,875"
"4916 TT","544,571"
"4919 TT","327,484"
"4927 TT","101,976"
"4930 TT","75,447"
"4934 TT","2,033,191"
"4935 TT","440,553"
"4938 TT","1,667,928"
"4942 TT","51,406"
"4952 TT","321,630"
"4956 TT","27,526"
"4958 TT","1,013,264"
"4960 TT","794,288"
"4976 TT","8,662"
"4977 TT","100,388"
"4984 TT","136,807"
"4994 TT","35,161"
"4999 TT","82,222"
"5007 TT","30,644"
"5203 TT","27,450"
"5215 TT","31,211"
"5225 TT","14,737"
"5234 TT","12,918"
"5243 TT","445,666"
"5264 TT","253,735"
"5269 TT","200,600"
"5285 TT","16,916"
"5288 TT","132,491"
"5305 TT","154,674"
"5388 TT","527,722"
"5434 TT","60,364"
"5469 TT","204,806"
"5471 TT","38,119"
"5515 TT","14,826"
"5519 TT","57,203"
"5521 TT","152,413"
"5522 TT","597,618"
"5525 TT","30,571"
"5531 TT","262,567"
"5533 TT","53,146"
"5534 TT","304,787"
"5538 TT","5,086"
"5607 TT","26,194"
"5608 TT","64,832"
"5706 TT","33,149"
"5871 TT","630,725"
"5880 TT","1,776,475"
"5906 TT","7,613"
"5907 TT","136,387"
"6005 TT","292,301"
"6108 TT","100,407"
"6112 TT","32,473"
"6115 TT","26,567"
"6116 TT","2,714,925"
"6117 TT","2,419"
"6120 TT","326,150"
"6128 TT","56,956"
"6133 TT","7,421"
"6136 TT","39,860"
"6139 TT","1,637,005"
"6141 TT","13,294"
"6142 TT","242,035"
"6145 TT","68,706"
"6152 TT","271,132"
"6153 TT","249,077"
"6155 TT","4,328"
"6164 TT","36,698"
"6166 TT","66,634"
"6168 TT","75,608"
"6176 TT","1,283,578"
"6177 TT","59,388"
"6183 TT","8,527"
"6184 TT","35,964"
"6189 TT","48,314"
"6191 TT","185,258"
"6192 TT","41,938"
"6196 TT","181,828"
"6197 TT","156,853"
"6201 TT","8,528"
"6202 TT","96,646"
"6205 TT","27,208"
"6206 TT","77,073"
"6209 TT","73,956"
"6213 TT","231,354"
"6214 TT","218,078"
"6215 TT","131,327"
"6216 TT","106,511"
"6224 TT","57,645"
"6226 TT","40,381"
"6230 TT","449,963"
"6235 TT","117,859"
"6239 TT","568,723"
"6243 TT","369,783"
"6251 TT","93,624"
"6257 TT","277,999"
"6269 TT","710,052"
"6271 TT","408,460"
"6277 TT","44,443"
"6278 TT","76,877"
"6281 TT","9,980"
"6282 TT","1,792,475"
"6283 TT","119,594"
"6285 TT","679,104"
"6405 TT","11,714"
"6409 TT","30,400"
"6412 TT","48,681"
"6414 TT","155,399"
"6415 TT","57,991"
"6422 TT","169,539"
"6431 TT","5,969"
"6442 TT","297,829"
"6443 TT","429,539"
"6449 TT","64,054"
"6451 TT","78,761"
"6452 TT","196,768"
"6456 TT","668,309"
"6504 TT","79,810"
"6505 TT","902,725"
"6605 TT","70,084"
"6702 TT","254,899"
"8011 TT","71,408"
"8016 TT","243,523"
"8021 TT","188,101"
"8039 TT","120,435"
"8046 TT","52,976"
"8070 TT","41,561"
"8072 TT","10,888"
"8081 TT","171,468"
"8101 TT","121,842"
"8103 TT","66,478"
"8105 TT","1,771,828"
"8110 TT","421,581"
"8112 TT","309,538"
"8114 TT","25,460"
"8131 TT","111,064"
"8150 TT","128,243"
"8163 TT","482,023"
"8201 TT","10,402"
"8210 TT","269,184"
"8213 TT","241,818"
"8215 TT","189,114"
"8222 TT","522,539"
"8249 TT","160,659"
"8261 TT","10,101"
"8271 TT","441,316"
"8341 TT","251,142"
"8374 TT","111,085"
"8404 TT","790,608"
"8411 TT","37,842"
"8422 TT","83,988"
"8427 TT","15,948"
"8429 TT","316,839"
"8443 TT","24,882"
"8454 TT","17,755"
"8463 TT","18,541"
"8464 TT","222,496"
"8926 TT","85,934"
"8940 TT","3,234"
"8996 TT","178,665"
"9103 TT","79,890"
"910322 TT","21,400"
"910482 TT","79,368"
"9105 TT","507,830"
"910801 TT","47,100"
"911611 TT","14,820"
"911616 TT","31,633"
"911868 TT","9,373"
"912000 TT","6,094"
"9136 TT","207,236"
"9157 TT","10,912"
"9188 TT","38,420"
"9802 TT","213,988"
"9902 TT","29,857"
"9904 TT","1,405,622"
"9905 TT","45,473"
"9906 TT","265,163"
"9907 TT","291,180"
"9908 TT","46,076"
"9910 TT","261,467"
"9911 TT","79,241"
"9912 TT","23,798"
"9914 TT","282,976"
"9917 TT","49,241"
"9918 TT","1,101"
"9919 TT","72,418"
"9921 TT","173,310"
"9924 TT","249,687"
"9925 TT","43,134"
"9926 TT","2,611"
"9927 TT","30,922"
"9928 TT","6,968"
"9930 TT","15,263"
"9931 TT","2,705"
"9933 TT","675,538"
"9934 TT","132,490"
"9937 TT","35,962"
"9938 TT","903,995"
"9939 TT","289,114"
"9940 TT","52,505"
"9941 TT","42,899"
"9942 TT","24,427"
"9943 TT","113,398"
"9944 TT","13,431"
"9945 TT","1,461,533"
"9946 TT","204,316"
"9955 TT","18,147"
"9958 TT","108,166"
