"證券代號 TT","可借券賣出股數"
"3226 TT","7,349"
"1321 TT","16,503"
"3227 TT","466,154"
"1323 TT","244,915"
"3230 TT","15,187"
"1324 TT","8,020"
"3232 TT","33,750"
"1325 TT","18,616"
"3234 TT","1,024,401"
"1326 TT","1,252,584"
"3236 TT","164,541"
"1337 TT","763,362"
"3252 TT","23,951"
"1338 TT","165,622"
"3259 TT","30,383"
"1339 TT","132,324"
"3260 TT","208,549"
"1340 TT","99,343"
"3264 TT","354,805"
"1402 TT","1,341,634"
"3265 TT","130,218"
"1409 TT","153,090"
"3272 TT","57,369"
"1410 TT","5,761"
"3276 TT","23,027"
"1414 TT","55,505"
"3284 TT","100,128"
"1416 TT","95,240"
"3285 TT","34,910"
"1417 TT","174,071"
"3287 TT","17,672"
"1418 TT","6,873"
"3289 TT","441,265"
"1419 TT","6,886"
"3290 TT","66,775"
"1423 TT","17,374"
"3291 TT","43,661"
"1432 TT","163,086"
"3293 TT","708,093"
"1434 TT","209,243"
"3294 TT","49,818"
"1436 TT","3,129"
"3297 TT","9,780"
"1437 TT","35,631"
"3299 TT","339,505"
"1439 TT","27,235"
"3303 TT","185,975"
"1440 TT","138,418"
"3306 TT","6,753"
"1442 TT","29,192"
"3310 TT","122,185"
"1443 TT","3,468"
"3313 TT","23,878"
"1444 TT","314,920"
"3317 TT","70,374"
"1445 TT","61,629"
"3322 TT","51,109"
"1446 TT","13,625"
"3323 TT","40,907"
"1447 TT","210,792"
"3324 TT","1,285,327"
"1451 TT","50,888"
"3325 TT","79,566"
"1452 TT","317,153"
"3332 TT","706"
"1453 TT","13,618"
"3339 TT","35,802"
"1454 TT","44,623"
"3354 TT","19,785"
"1455 TT","637,468"
"3360 TT","527,577"
"1457 TT","578,803"
"3362 TT","7,428"
"1459 TT","124,456"
"3363 TT","64,024"
"1460 TT","275,156"
"3372 TT","66,570"
"1463 TT","96,041"
"3373 TT","216,372"
"1464 TT","542,216"
"3374 TT","503,431"
"1465 TT","9,061"
"3379 TT","5,982"
"1466 TT","22,077"
"3388 TT","5,297"
"1467 TT","103,828"
"3390 TT","31,173"
"1470 TT","2,205"
"3402 TT","179,582"
"1471 TT","104,954"
"3428 TT","312,410"
"1473 TT","379,052"
"3434 TT","8,680"
"1474 TT","71,922"
"3438 TT","91,578"
"1476 TT","353,876"
"3441 TT","15,219"
"1477 TT","366,043"
"3444 TT","9,354"
"1503 TT","12,228"
"3452 TT","202,314"
"1504 TT","580,481"
"3455 TT","266,915"
"1506 TT","75,061"
"3466 TT","2,201"
"1507 TT","146,181"
"3479 TT","231,610"
"1512 TT","91,699"
"3483 TT","215,414"
"1513 TT","207,944"
"3484 TT","179,667"
"1514 TT","89,018"
"3489 TT","9,193"
"1515 TT","46,856"
"3490 TT","285,225"
"1516 TT","50,390"
"3491 TT","181,722"
"1517 TT","48,751"
"3492 TT","221,401"
"1519 TT","139,480"
"3498 TT","214,310"
"1521 TT","49,002"
"3499 TT","175,577"
"1522 TT","408,663"
"3508 TT","161,388"
"1524 TT","252,710"
"3511 TT","151,077"
"1525 TT","110,928"
"3512 TT","16,153"
"1526 TT","30,919"
"3516 TT","10,596"
"1527 TT","378,683"
"3520 TT","280,549"
"1528 TT","242,430"
"3521 TT","63,425"
"1530 TT","10,142"
"3522 TT","53,111"
"1531 TT","33,628"
"3523 TT","110,872"
"1532 TT","460,287"
"3526 TT","307,528"
"1533 TT","582,206"
"3527 TT","63,434"
"1535 TT","12,304"
"3528 TT","34,671"
"1536 TT","926,169"
"3529 TT","67,498"
"1537 TT","67,826"
"3531 TT","3,489"
"1539 TT","162,206"
"3537 TT","58,712"
"1540 TT","44,368"
"3540 TT","222,235"
"1541 TT","193,702"
"3541 TT","30,228"
"1558 TT","25,540"
"3546 TT","60,527"
"1560 TT","38,266"
"3548 TT","250,071"
"1568 TT","562,930"
"3551 TT","22,859"
"1582 TT","146,119"
"3552 TT","295,881"
"1583 TT","6,446"
"3553 TT","39,549"
"1589 TT","164,330"
"3556 TT","111,906"
"1590 TT","198,963"
"3558 TT","89,171"
"1592 TT","138,439"
"3563 TT","11,297"
"1603 TT","49,167"
"3564 TT","35,315"
"1604 TT","187,264"
"3567 TT","69,950"
"1605 TT","1,444,842"
"3577 TT","13,796"
"1608 TT","47,602"
"3580 TT","80,189"
"1609 TT","67,626"
"3581 TT","92,054"
"1611 TT","422,843"
"3587 TT","107,392"
"1612 TT","23,826"
"3594 TT","156,983"
"1614 TT","24,087"
"3609 TT","9,706"
"1615 TT","6,493"
"3611 TT","31,197"
"1617 TT","5,319"
"3615 TT","103,646"
"1618 TT","124,536"
"3623 TT","46,385"
"1626 TT","8,268"
"3624 TT","160,414"
"1701 TT","87,538"
"3625 TT","23,606"
"1702 TT","143,712"
"3628 TT","12,809"
"1704 TT","1,251,437"
"3630 TT","43,161"
"1707 TT","208,776"
"3631 TT","6,799"
"1708 TT","170,329"
"3632 TT","382,045"
"1709 TT","237,804"
"3642 TT","118,074"
"1710 TT","294,062"
"3646 TT","8,922"
"1711 TT","222,659"
"3652 TT","3,870"
"1712 TT","142,335"
"3658 TT","129,695"
"1713 TT","12,145"
"3662 TT","1,287,343"
"1714 TT","315,576"
"3663 TT","11,660"
"1715 TT","147,822"
"3664 TT","150,802"
"1717 TT","100,728"
"3666 TT","136,226"
"1718 TT","680,783"
"3675 TT","11,042"
"1720 TT","112,416"
"3680 TT","86,515"
"1721 TT","108,267"
"3685 TT","66,729"
"1722 TT","515,097"
"3687 TT","74,412"
"1723 TT","78,171"
"3689 TT","65,810"
"1724 TT","42,770"
"3691 TT","146,110"
"1725 TT","4,763"
"3693 TT","39,176"
"1726 TT","15,159"
"3707 TT","631,986"
"1727 TT","10,116"
"4102 TT","48,509"
"1729 TT","77,766"
"4103 TT","10,043"
"1730 TT","44,961"
"4105 TT","541,023"
"1731 TT","399,130"
"4107 TT","129,992"
"1732 TT","57,469"
"4109 TT","38,711"
"1733 TT","41,445"
"4111 TT","26,134"
"1734 TT","160,561"
"4113 TT","120,173"
"1735 TT","137,180"
"4114 TT","102,468"
"1736 TT","52,654"
"4116 TT","56,891"
"1737 TT","123,944"
"4120 TT","59,013"
"1762 TT","63,809"
"4121 TT","74,431"
"1773 TT","14,888"
"4123 TT","261,255"
"1783 TT","68,406"
"4126 TT","137,724"
"1786 TT","93,934"
"4127 TT","51,393"
"1789 TT","304,387"
"4129 TT","200,993"
"1802 TT","817,841"
"4130 TT","324,863"
"1805 TT","26,146"
"4138 TT","27,550"
"1806 TT","56,275"
"4153 TT","85,174"
"1808 TT","240,659"
"4157 TT","283,596"
"1809 TT","61,774"
"4161 TT","133,871"
"1810 TT","159,307"
"4162 TT","235,963"
"1817 TT","47,256"
"4163 TT","218,669"
"1902 TT","65,111"
"4173 TT","102,318"
"1903 TT","13,886"
"4174 TT","249,098"
"1904 TT","101,023"
"4205 TT","5,515"
"1905 TT","235,901"
"4207 TT","18,504"
"1906 TT","150,152"
"4303 TT","2,155"
"1907 TT","139,469"
"4305 TT","4,894"
"1909 TT","527,279"
"4401 TT","27,063"
"2002 TT","6,291,174"
"4406 TT","29,095"
"2006 TT","302,644"
"4416 TT","1,980"
"2007 TT","42,693"
"4417 TT","77,640"
"2008 TT","22,539"
"4420 TT","136,745"
"2010 TT","130,942"
"4429 TT","7,229"
"2012 TT","13,359"
"4430 TT","12,331"
"2013 TT","117,046"
"4432 TT","91,209"
"2015 TT","139,752"
"4433 TT","8,807"
"2017 TT","168,232"
"4502 TT","36,279"
"2020 TT","95,744"
"4506 TT","62,823"
"2023 TT","504,500"
"4510 TT","189,440"
"2024 TT","22,198"
"4513 TT","121,269"
"2027 TT","221,964"
"4523 TT","347,773"
"2029 TT","48,987"
"4527 TT","5,878"
"2030 TT","99,689"
"4528 TT","88,105"
"2031 TT","124,633"
"4529 TT","316,215"
"2032 TT","142,398"
"4533 TT","664,577"
"2033 TT","10,931"
"4534 TT","516,993"
"2034 TT","308,707"
"4535 TT","31,440"
"2038 TT","31,342"
"4541 TT","78,064"
"2049 TT","567,217"
"4549 TT","8,021"
"2059 TT","64,701"
"4550 TT","14,980"
"2062 TT","188,623"
"4706 TT","169,947"
"2101 TT","476,187"
"4707 TT","70,558"
"2102 TT","122,844"
"4711 TT","5,016"
"2103 TT","901,917"
"4712 TT","20,058"
"2104 TT","126,023"
"4714 TT","25,012"
"2105 TT","1,510,456"
"4716 TT","23,528"
"2106 TT","306,819"
"4721 TT","464,517"
"2107 TT","235,458"
"4728 TT","167,332"
"2108 TT","427,321"
"4736 TT","103,577"
"2109 TT","93,152"
"4739 TT","751,360"
"2114 TT","13,590"
"4745 TT","163,294"
"2115 TT","125,574"
"4747 TT","12,953"
"2201 TT","328,331"
"4803 TT","134,362"
"2204 TT","417,100"
"4804 TT","44,020"
"2206 TT","301,091"
"4903 TT","175,397"
"2207 TT","57,768"
"4905 TT","23,369"
"2208 TT","217,786"
"4908 TT","35,329"
"2227 TT","40,037"
"4909 TT","51,966"
"2228 TT","178,607"
"4924 TT","46,509"
"2231 TT","96,540"
"4933 TT","51,821"
"2301 TT","1,113,181"
"4939 TT","28,154"
"2302 TT","45,753"
"4944 TT","120,926"
"2303 TT","6,193,576"
"4947 TT","125,613"
"2305 TT","199,729"
"4953 TT","53,823"
"2308 TT","1,035,620"
"4966 TT","338,279"
"2311 TT","3,442,363"
"4971 TT","263,940"
"2312 TT","1,068,124"
"4972 TT","36,543"
"2313 TT","1,609,112"
"4973 TT","27,993"
"2314 TT","341,382"
"4974 TT","28,916"
"2316 TT","1,478,716"
"4979 TT","452,373"
"2317 TT","5,471,590"
"4991 TT","548,205"
"2323 TT","654,836"
"4995 TT","11,847"
"2324 TT","2,623,667"
"5009 TT","590,306"
"2325 TT","3,329,724"
"5011 TT","484"
"2327 TT","229,293"
"5013 TT","35,217"
"2328 TT","265,053"
"5014 TT","18,065"
"2329 TT","560,256"
"5015 TT","184,934"
"2330 TT","6,782,346"
"5016 TT","1,711"
"2331 TT","390,036"
"5102 TT","6,628"
"2332 TT","452,364"
"5201 TT","4,566"
"2337 TT","960,207"
"5202 TT","7,845"
"2338 TT","65,512"
"5206 TT","6,331"
"2340 TT","454,559"
"5210 TT","4,822"
"2344 TT","1,955,299"
"5211 TT","8,810"
"2345 TT","2,112,700"
"5212 TT","7,283"
"2347 TT","917,366"
"5213 TT","32,476"
"2349 TT","1,929,455"
"5230 TT","43,391"
"2351 TT","307,300"
"5245 TT","138,573"
"2352 TT","857,986"
"5251 TT","13,034"
"2353 TT","2,034,038"
"5255 TT","5,814"
"2354 TT","1,195,623"
"5263 TT","37,509"
"2355 TT","597,958"
"5272 TT","72,167"
"2356 TT","4,430,028"
"5274 TT","19,800"
"2357 TT","259,572"
"5284 TT","38,512"
"2358 TT","63,748"
"5287 TT","2,253"
"2359 TT","244,801"
"5289 TT","419,925"
"2360 TT","99,462"
"5291 TT","5,898"
"2362 TT","223,780"
"5301 TT","17,406"
"2363 TT","353,029"
"5302 TT","21,073"
"2365 TT","90,210"
"5306 TT","41,261"
"2367 TT","305,251"
"5309 TT","1,477,875"
"2368 TT","335,477"
"5310 TT","14,566"
"2369 TT","212,626"
"5312 TT","8,468"
"2371 TT","976,320"
"5314 TT","26,196"
"2373 TT","11,192"
"5315 TT","575,335"
"2374 TT","69,888"
"5317 TT","6,104"
"2375 TT","47,588"
"5321 TT","3,060"
"2376 TT","234,180"
"5324 TT","8,628"
"2377 TT","1,256,432"
"5328 TT","116,374"
"2379 TT","695,089"
"5344 TT","4,335"
"2380 TT","42,558"
"5345 TT","21,629"
"2382 TT","1,124,787"
"5347 TT","880,421"
"2383 TT","724,346"
"5349 TT","1,459,715"
"2385 TT","327,263"
"5351 TT","506,011"
"2387 TT","355,326"
"5353 TT","28,040"
"2390 TT","260,649"
"5355 TT","38,661"
"2392 TT","188,986"
"5356 TT","120,782"
"2393 TT","521,047"
"5371 TT","364,757"
"2395 TT","166,003"
"5383 TT","7,157"
"2397 TT","130,787"
"5384 TT","3,344"
"2399 TT","28,938"
"5386 TT","1,500"
"2401 TT","1,228,966"
"5392 TT","38,187"
"2402 TT","443,675"
"5403 TT","86,300"
"2404 TT","297,875"
"5410 TT","76,524"
"2405 TT","3,040,739"
"5425 TT","657,032"
"2406 TT","1,160,317"
"5426 TT","19,149"
"2408 TT","1,182,370"
"5432 TT","2,521"
"2409 TT","14,227,797"
"5438 TT","96,071"
"2412 TT","1,807,829"
"5439 TT","16,059"
"2413 TT","131,823"
"5443 TT","653,702"
"2414 TT","34,180"
"5452 TT","160,883"
"2415 TT","105,802"
"5457 TT","171,157"
"2417 TT","67,376"
"5460 TT","50,732"
"2419 TT","1,425,711"
"5464 TT","12,284"
"2420 TT","96,548"
"5465 TT","42,446"
"2421 TT","720,813"
"5474 TT","103,659"
"2423 TT","22,029"
"5475 TT","81,734"
"2424 TT","1,682"
"5478 TT","203,379"
"2425 TT","67,558"
"5480 TT","34,239"
"2426 TT","310,136"
"5481 TT","80,766"
"2427 TT","72,843"
"5483 TT","821,227"
"2428 TT","100,750"
"5487 TT","101,751"
"2430 TT","38,525"
"5488 TT","16,930"
"2431 TT","196,060"
"5489 TT","13,254"
"2433 TT","23,716"
"5490 TT","339,246"
"2436 TT","926,672"
"5491 TT","47,707"
"2437 TT","50,602"
"5493 TT","19,093"
"2439 TT","840,380"
"5498 TT","45,306"
"2441 TT","108,799"
"5508 TT","82,665"
"2442 TT","63,691"
"5511 TT","31,664"
"2443 TT","82,551"
"5512 TT","206,018"
"2444 TT","331,267"
"5514 TT","12,182"
"2448 TT","2,571,246"
"5516 TT","2,540"
"2449 TT","1,717,966"
"5520 TT","3,634"
"2450 TT","23,023"
"5523 TT","2,059"
"2451 TT","131,306"
"5529 TT","53,842"
"2453 TT","91,276"
"5530 TT","28,770"
"2454 TT","1,301,567"
"5536 TT","16,817"
"2455 TT","1,255,891"
"5603 TT","49,655"
"2456 TT","525,540"
"5604 TT","5,251"
"2457 TT","220,532"
"5609 TT","19,817"
"2458 TT","659,955"
"5703 TT","3,793"
"2459 TT","14,156"
"5704 TT","61,564"
"2460 TT","17,793"
"5820 TT","195,493"
"2461 TT","115,278"
"5903 TT","66,276"
"2462 TT","27,609"
"5904 TT","12,213"
"2464 TT","480,326"
"5905 TT","55,394"
"2466 TT","17,137"
"6015 TT","74,646"
"2467 TT","161,221"
"6016 TT","78,043"
"2468 TT","13,279"
"6020 TT","9,705"
"2471 TT","58,483"
"6021 TT","51,542"
"2472 TT","202,002"
"6022 TT","63,476"
"2474 TT","1,401,113"
"6023 TT","33,797"
"2475 TT","530,369"
"6024 TT","68,731"
"2476 TT","37,934"
"6101 TT","6,265"
"2477 TT","58,745"
"6104 TT","338,742"
"2478 TT","148,510"
"6105 TT","102,135"
"2480 TT","41,188"
"6107 TT","76,860"
"2481 TT","1,738,173"
"6109 TT","21,455"
"2482 TT","241,779"
"6111 TT","304,348"
"2483 TT","61,872"
"6113 TT","23,438"
"2484 TT","496,579"
"6114 TT","53,335"
"2485 TT","1,311,452"
"6118 TT","31,204"
"2486 TT","64,144"
"6121 TT","209,586"
"2488 TT","361,787"
"6122 TT","15,531"
"2489 TT","1,451,039"
"6123 TT","168,454"
"2492 TT","1,499,325"
"6124 TT","4,358"
"2493 TT","81,401"
"6125 TT","222,849"
"2495 TT","328,538"
"6126 TT","65,028"
"2497 TT","274,593"
"6127 TT","23,013"
"2498 TT","7,571,114"
"6129 TT","65,294"
"2499 TT","274,299"
"6130 TT","3,225"
"2501 TT","241,390"
"6134 TT","10,357"
"2504 TT","304,486"
"6138 TT","211,390"
"2505 TT","84,264"
"6140 TT","7,077"
"2506 TT","23,371"
"6143 TT","346,241"
"2509 TT","50,086"
"6146 TT","44,957"
"2511 TT","673,074"
"6147 TT","818,590"
"2514 TT","160,966"
"6148 TT","46,540"
"2515 TT","959,841"
"6151 TT","77,372"
"2516 TT","124,467"
"6154 TT","6,439"
"2520 TT","467,614"
"6156 TT","70,554"
"2524 TT","37,249"
"6158 TT","172,916"
"2527 TT","31,573"
"6160 TT","203,279"
"2528 TT","3,738"
"6161 TT","22,405"
"2530 TT","199,268"
"6163 TT","197,569"
"2534 TT","104,195"
"6169 TT","129,908"
"2535 TT","41,623"
"6170 TT","48,896"
"2536 TT","108,314"
"6171 TT","32,221"
"2537 TT","219,412"
"6173 TT","1,195,326"
"2538 TT","344,595"
"6174 TT","5,464"
"2539 TT","45,626"
"6175 TT","21,210"
"2540 TT","2,669"
"6179 TT","9,792"
"2542 TT","2,154,676"
"6180 TT","234,877"
"2543 TT","13,019"
"6182 TT","436,453"
"2545 TT","215,263"
"6185 TT","96,361"
"2546 TT","17,756"
"6186 TT","162,078"
"2547 TT","234,079"
"6187 TT","366,143"
"2548 TT","415,046"
"6188 TT","218,248"
"2597 TT","18,500"
"6190 TT","28,461"
"2601 TT","396,956"
"6194 TT","26,278"
"2603 TT","1,141,511"
"6195 TT","10,368"
"2605 TT","177,412"
"6203 TT","8,936"
"2606 TT","472,165"
"6204 TT","3,553"
"2607 TT","138,356"
"6207 TT","164,246"
"2608 TT","522,703"
"6208 TT","128,232"
"2609 TT","1,315,828"
"6210 TT","32,887"
"2610 TT","2,147,329"
"6212 TT","19,263"
"2611 TT","30,212"
"6217 TT","303,963"
"2612 TT","110,242"
"6218 TT","9,526"
"2613 TT","28,499"
"6219 TT","11,852"
"2615 TT","1,683,102"
"6220 TT","220,924"
"2616 TT","26,864"
"6221 TT","22,647"
"2617 TT","158,579"
"6223 TT","292,394"
"2618 TT","3,098,561"
"6227 TT","465,612"
"2634 TT","929,404"
"6228 TT","18,739"
"2637 TT","266,616"
"6229 TT","102,122"
"2642 TT","19,362"
"6231 TT","52,658"
"2701 TT","8,444"
"6233 TT","54,904"
"2702 TT","24,253"
"6234 TT","285,112"
"2704 TT","15,664"
"6237 TT","276,094"
"2705 TT","108,056"
"6238 TT","582,547"
"2706 TT","14,617"
"6241 TT","20,146"
"2707 TT","77,582"
"6244 TT","1,292,379"
"2712 TT","4,533"
"6245 TT","210,670"
"2722 TT","1,776"
"6248 TT","1,046"
"2723 TT","94,423"
"6261 TT","89,775"
"2727 TT","46,789"
"6263 TT","20,106"
"2731 TT","50,615"
"6264 TT","9,841"
"2801 TT","1,020,340"
"6265 TT","50,648"
"2809 TT","221,735"
"6266 TT","418,620"
"2812 TT","382,305"
"6270 TT","61,989"
"2816 TT","30,970"
"6274 TT","621,152"
"2820 TT","289,753"
"6275 TT","39,171"
"2823 TT","2,590,560"
"6279 TT","191,135"
"2832 TT","36,026"
"6284 TT","57,301"
"2834 TT","1,368,932"
"6287 TT","6,354"
"2836 TT","140,306"
"6290 TT","315,404"
"2838 TT","81,975"
"6292 TT","5,898"
"2841 TT","620,780"
"6294 TT","66,601"
"2845 TT","301,377"
"6298 TT","47,687"
"2849 TT","37,588"
"6404 TT","162,157"
"2850 TT","51,613"
"6411 TT","447,112"
"2851 TT","18,107"
"6417 TT","57,563"
"2852 TT","67,362"
"6426 TT","8,771"
"2855 TT","112,220"
"6432 TT","19,227"
"2856 TT","147,247"
"6488 TT","136,329"
"2867 TT","408,022"
"6496 TT","20,042"
"2880 TT","1,537,835"
"6506 TT","116,685"
"2881 TT","4,736,398"
"6508 TT","20,155"
"2882 TT","4,474,810"
"6509 TT","586,983"
"2883 TT","4,971,148"
"6510 TT","130,111"
"2884 TT","3,233,525"
"6603 TT","33,667"
"2885 TT","5,081,247"
"6609 TT","59,216"
"2886 TT","3,986,659"
"6803 TT","27,013"
"2887 TT","3,873,525"
"8024 TT","19,325"
"2888 TT","4,283,794"
"8027 TT","10,844"
"2889 TT","484,114"
"8032 TT","4,671"
"2890 TT","3,295,307"
"8038 TT","382,397"
"2891 TT","6,607,897"
"8040 TT","25,849"
"2892 TT","3,566,875"
"8042 TT","96,295"
"2901 TT","7,401"
"8043 TT","15,136"
"2903 TT","413,880"
"8044 TT","84,204"
"2904 TT","12,177"
"8047 TT","4,591"
"2905 TT","188,388"
"8048 TT","86,193"
"2906 TT","16,734"
"8049 TT","471,362"
"2908 TT","138,292"
"8050 TT","242,833"
"2910 TT","422"
"8053 TT","34,515"
"2911 TT","124,532"
"8054 TT","27,250"
"2912 TT","309,939"
"8059 TT","33,352"
"2913 TT","416,291"
"8064 TT","1,287,655"
"2915 TT","758,310"
"8069 TT","2,355,019"
"2929 TT","137,673"
"8071 TT","17,021"
"3002 TT","27,267"
"8074 TT","56,007"
"3003 TT","516,759"
"8076 TT","557,123"
"3004 TT","120,756"
"8079 TT","14,534"
"3005 TT","613,175"
"8080 TT","166,754"
"3006 TT","364,379"
"8083 TT","4,483"
"3008 TT","191,466"
"8085 TT","32,222"
"3010 TT","35,216"
"8086 TT","1,073,757"
"3011 TT","126,970"
"8088 TT","47,259"
"3013 TT","120,526"
"8091 TT","106,413"
"3014 TT","119,215"
"8093 TT","3,576"
"3015 TT","63,585"
"8096 TT","1,104,811"
"3016 TT","773,841"
"8099 TT","24,596"
"3017 TT","752,096"
"8107 TT","130,624"
"3018 TT","26,767"
"8109 TT","63,221"
"3019 TT","200,496"
"8121 TT","138,150"
"3021 TT","23,016"
"8147 TT","20,420"
"3022 TT","208,720"
"8155 TT","52,269"
"3023 TT","382,907"
"8171 TT","167,066"
"3024 TT","41,654"
"8182 TT","20,751"
"3025 TT","33,820"
"8183 TT","115,764"
"3026 TT","27,923"
"8234 TT","72,770"
"3027 TT","66,107"
"8240 TT","11,124"
"3028 TT","145,769"
"8255 TT","292,353"
"3029 TT","203,396"
"8277 TT","287,990"
"3030 TT","130,100"
"8287 TT","92,290"
"3031 TT","56,263"
"8289 TT","30,857"
"3032 TT","574,354"
"8299 TT","319,511"
"3033 TT","48,274"
"8349 TT","14,000"
"3034 TT","842,396"
"8354 TT","14,610"
"3035 TT","329,387"
"8358 TT","105,796"
"3036 TT","198,302"
"8383 TT","592,095"
"3037 TT","1,486,764"
"8390 TT","21,238"
"3038 TT","921,002"
"8401 TT","14,168"
"3040 TT","8,561"
"8403 TT","134,471"
"3041 TT","381,819"
"8406 TT","50,348"
"3042 TT","773,093"
"8410 TT","11,233"
"3044 TT","272,955"
"8418 TT","4,866"
"3045 TT","643,941"
"8420 TT","99,733"
"3047 TT","166,726"
"8421 TT","26,187"
"3048 TT","176,543"
"8424 TT","4,996"
"3049 TT","746,281"
"8426 TT","30,157"
"3050 TT","284,171"
"8431 TT","330,240"
"3052 TT","84,591"
"8432 TT","215,098"
"3054 TT","62,171"
"8433 TT","86,174"
"3055 TT","434,656"
"8435 TT","4,268"
"3056 TT","313,758"
"8436 TT","381,717"
"3057 TT","212,682"
"8437 TT","99,677"
"3058 TT","43,272"
"8444 TT","24,382"
"3059 TT","364,548"
"8446 TT","295,038"
"3060 TT","441,270"
"8450 TT","22,153"
"3062 TT","290,804"
"8905 TT","7,391"
"3090 TT","33,942"
"8908 TT","673"
"3094 TT","104,040"
"8913 TT","7,932"
"3130 TT","2,432"
"8916 TT","105,801"
"3149 TT","260,055"
"8917 TT","517"
"3164 TT","33,830"
"8923 TT","571"
"3167 TT","51,228"
"8924 TT","26,093"
"3189 TT","359,691"
"8927 TT","41,879"
"3209 TT","116,385"
"8928 TT","20,909"
"3229 TT","156,483"
"8929 TT","5,421"
"3231 TT","3,809,273"
"8930 TT","5,604"
"3257 TT","34,506"
"8931 TT","8,434"
"3266 TT","25,520"
"8933 TT","174,450"
"3296 TT","8,930"
"8935 TT","13,577"
"3305 TT","14,189"
"8936 TT","498,632"
"3308 TT","8,382"
"8937 TT","25,744"
"3311 TT","129,301"
"8938 TT","43,103"
"3312 TT","23,225"
"8941 TT","1,258"
