"證券代號 TT","可借券賣出股數"
"證券代號 TT","可借券賣出股數"
"8928 TT","23,283"
"3229 TT","161,239"
"8929 TT","5,581"
"3231 TT","3,996,971"
"8930 TT","5,484"
"3257 TT","39,075"
"8931 TT","9,253"
"3266 TT","30,838"
"8933 TT","191,671"
"3296 TT","9,226"
"8935 TT","14,974"
"3305 TT","15,701"
"8936 TT","516,930"
"3308 TT","9,514"
"8937 TT","24,677"
"3311 TT","140,065"
"8938 TT","37,261"
"3312 TT","23,328"
"8941 TT","1,251"
"3315 TT","14,775"
"8942 TT","133,744"
"3338 TT","74,286"
"911613 TT","853"
"3356 TT","26,324"
"9949 TT","3,020"
"3376 TT","382,148"
"9950 TT","1,937"
"3380 TT","742,111"
"9951 TT","101,608"
"3383 TT","277,584"
"9960 TT","26,858"
"3406 TT","204,193"
"9962 TT","6,480"
"3413 TT","489,093"
"3416 TT","14,319"
"3419 TT","105,229"
"3432 TT","13,897"
"3437 TT","150,244"
"3443 TT","249,351"
"3450 TT","908,689"
"3454 TT","140,828"
"3474 TT","2,509,010"
"3481 TT","16,020,329"
"3494 TT","1,031,427"
"3501 TT","128,894"
"3504 TT","153,611"
"3514 TT","2,691,182"
"3515 TT","28,914"
"3518 TT","43,828"
"3519 TT","1,168,561"
"3532 TT","38,617"
"3533 TT","171,518"
"3535 TT","619,413"
"3545 TT","328,577"
"3550 TT","56,544"
"3557 TT","29,969"
"3559 TT","134,848"
"3561 TT","666,506"
"3573 TT","18,244"
"3576 TT","1,386,442"
"3579 TT","113,574"
"3583 TT","115,493"
"3588 TT","61,738"
"3591 TT","41,278"
"3596 TT","1,010,915"
"3598 TT","49,157"
"3605 TT","393,894"
"3607 TT","105,154"
"3617 TT","67,658"
"3622 TT","116,690"
"3645 TT","41,840"
"3653 TT","28,952"
"3661 TT","184,972"
"3665 TT","581,457"
"3669 TT","25,817"
"3673 TT","3,082,607"
"3679 TT","21,937"
"3682 TT","1,519,325"
"3686 TT","699,579"
"3694 TT","168,368"
"3698 TT","539,791"
"3702 TT","653,038"
"3703 TT","232,485"
"3704 TT","270,540"
"3705 TT","49,420"
"3706 TT","1,273,830"
"4104 TT","64,719"
"4106 TT","256,207"
"4108 TT","1,456,737"
"4119 TT","384,923"
"4133 TT","30,843"
"4137 TT","269,605"
"4141 TT","243,899"
"4142 TT","354,918"
"4144 TT","33,637"
"4164 TT","32,764"
"4306 TT","106,875"
"4414 TT","1,167,759"
"4426 TT","287,457"
"4526 TT","102,293"
"4532 TT","76,027"
"4536 TT","16,901"
"4551 TT","208,524"
"4720 TT","16,275"
"4722 TT","209,817"
"4725 TT","120,202"
"4733 TT","641,183"
"4737 TT","6,995"
"4746 TT","398,254"
"4755 TT","13,416"
"4904 TT","792,127"
"4906 TT","608,807"
"4912 TT","40,348"
"4915 TT","764,397"
"4916 TT","491,888"
"4919 TT","275,567"
"4927 TT","102,949"
"4930 TT","78,557"
"4934 TT","2,052,255"
"4935 TT","475,254"
"4938 TT","1,622,250"
"4942 TT","51,165"
"4952 TT","309,740"
"4956 TT","36,573"
"4958 TT","1,037,094"
"4960 TT","868,901"
"4976 TT","8,498"
"4977 TT","109,405"
"4984 TT","154,440"
"4994 TT","46,854"
"4999 TT","103,740"
"5007 TT","27,078"
"5203 TT","27,912"
"5215 TT","32,338"
"5225 TT","19,420"
"5234 TT","12,287"
"5243 TT","480,005"
"5264 TT","248,651"
"5269 TT","221,487"
"5285 TT","17,940"
"5288 TT","132,470"
"5305 TT","173,244"
"5388 TT","519,019"
"5434 TT","63,145"
"5469 TT","224,274"
"5471 TT","40,243"
"5515 TT","15,957"
"5519 TT","70,271"
"5521 TT","172,790"
"5522 TT","612,174"
"5525 TT","38,869"
"5531 TT","293,765"
"5533 TT","53,952"
"5534 TT","305,083"
"5538 TT","5,166"
"5607 TT","28,621"
"5608 TT","71,304"
"5706 TT","33,287"
"5871 TT","665,260"
"5880 TT","1,828,527"
"5906 TT","7,813"
"5907 TT","147,308"
"6005 TT","321,083"
"6108 TT","92,015"
"6112 TT","34,247"
"6115 TT","28,758"
"6116 TT","2,792,811"
"6117 TT","1,989"
"6120 TT","358,444"
"6128 TT","57,888"
"6133 TT","6,738"
"6136 TT","41,258"
"6139 TT","1,677,149"
"6141 TT","14,967"
"6142 TT","253,037"
"6145 TT","74,041"
"6152 TT","273,358"
"6153 TT","254,581"
"6155 TT","4,939"
"6164 TT","39,551"
"6166 TT","65,456"
"6168 TT","81,550"
"6176 TT","1,201,314"
"6177 TT","55,463"
"6183 TT","8,649"
"6184 TT","29,766"
"6189 TT","54,566"
"6191 TT","194,791"
"6192 TT","32,026"
"6196 TT","207,138"
"6197 TT","158,614"
"6201 TT","9,566"
"6202 TT","120,210"
"6205 TT","56,712"
"6206 TT","77,678"
"6209 TT","97,886"
"6213 TT","200,466"
"6214 TT","219,729"
"6215 TT","136,618"
"6216 TT","106,904"
"6224 TT","60,332"
"6226 TT","55,613"
"6230 TT","453,191"
"6235 TT","144,331"
"6239 TT","587,194"
"6243 TT","379,258"
"6251 TT","100,216"
"6257 TT","309,079"
"6269 TT","689,584"
"6271 TT","457,697"
"6277 TT","35,866"
"6278 TT","87,903"
"6281 TT","11,001"
"6282 TT","1,943,565"
"6283 TT","100,197"
"6285 TT","704,634"
"6405 TT","14,028"
"6409 TT","32,672"
"6412 TT","49,043"
"6414 TT","143,969"
"6415 TT","57,817"
"6422 TT","177,759"
"6431 TT","6,476"
"6442 TT","329,619"
"6449 TT","64,467"
"6451 TT","90,462"
"6452 TT","211,552"
"6456 TT","715,978"
"6504 TT","72,901"
"6505 TT","899,765"
"6605 TT","73,749"
"6702 TT","252,611"
"8011 TT","83,563"
"8016 TT","235,738"
"8021 TT","189,095"
"8039 TT","123,704"
"8046 TT","59,515"
"8070 TT","44,489"
"8072 TT","11,143"
"8081 TT","194,159"
"8101 TT","119,050"
"8103 TT","74,513"
"8105 TT","1,775,187"
"8110 TT","466,875"
"8112 TT","405,845"
"8114 TT","26,205"
"8131 TT","114,670"
"8150 TT","146,036"
"8163 TT","543,887"
"8201 TT","10,550"
"8210 TT","247,345"
"8213 TT","237,606"
"8215 TT","191,413"
"8222 TT","475,124"
"8249 TT","160,723"
"8261 TT","9,277"
"8271 TT","485,209"
"8341 TT","269,849"
"8374 TT","109,120"
"8404 TT","787,052"
"8411 TT","67,989"
"8422 TT","79,872"
"8427 TT","15,594"
"8429 TT","303,465"
"8443 TT","24,381"
"8454 TT","17,500"
"8463 TT","21,327"
"8464 TT","215,793"
"8926 TT","93,243"
"8940 TT","3,724"
"8996 TT","210,735"
"9103 TT","79,382"
"910322 TT","21,907"
"910482 TT","136,177"
"9105 TT","553,114"
"910801 TT","56,605"
"911611 TT","14,666"
"911616 TT","34,213"
"911868 TT","10,506"
"912000 TT","5,661"
"9136 TT","225,682"
"9157 TT","11,779"
"9188 TT","39,933"
"9802 TT","206,347"
"9902 TT","35,501"
"9904 TT","1,449,751"
"9905 TT","47,044"
"9906 TT","246,652"
"9907 TT","296,979"
"9908 TT","46,405"
"9910 TT","249,793"
"9911 TT","86,898"
"9912 TT","26,633"
"9914 TT","271,789"
"9917 TT","51,450"
"9918 TT","1,284"
"9919 TT","79,696"
"9921 TT","165,308"
"9924 TT","246,615"
"9925 TT","41,054"
"9926 TT","2,532"
"9927 TT","34,589"
"9928 TT","5,558"
"9930 TT","16,021"
"9931 TT","3,213"
"9933 TT","728,413"
"9934 TT","138,203"
"9937 TT","36,319"
"9938 TT","890,765"
"9939 TT","272,946"
"9940 TT","57,595"
"9941 TT","45,102"
"9942 TT","26,866"
"9943 TT","119,714"
"9944 TT","13,385"
"9945 TT","1,489,702"
"9946 TT","245,295"
"9955 TT","21,558"
"9958 TT","94,864"
