"證券代號 TT","可借券賣出股數"
"1439 TT","27,335"
"3303 TT","166,537"
"1440 TT","149,203"
"3306 TT","7,321"
"1442 TT","32,811"
"3310 TT","121,699"
"1443 TT","3,283"
"3313 TT","25,805"
"1444 TT","358,075"
"3317 TT","62,610"
"1445 TT","63,764"
"3322 TT","59,686"
"1446 TT","14,117"
"3323 TT","48,335"
"1447 TT","227,390"
"3324 TT","1,256,677"
"1451 TT","51,729"
"3325 TT","78,679"
"1452 TT","331,229"
"3332 TT","786"
"1453 TT","14,515"
"3339 TT","35,133"
"1454 TT","45,568"
"3354 TT","19,572"
"1455 TT","666,542"
"3360 TT","569,056"
"1457 TT","591,149"
"3362 TT","6,903"
"1459 TT","135,583"
"3363 TT","67,644"
"1460 TT","299,971"
"3372 TT","71,244"
"1463 TT","104,866"
"3373 TT","187,599"
"1464 TT","542,145"
"3374 TT","483,392"
"1465 TT","8,594"
"3379 TT","7,169"
"1466 TT","21,772"
"3388 TT","5,436"
"1467 TT","106,503"
"3390 TT","31,498"
"1470 TT","2,153"
"3402 TT","180,217"
"1471 TT","96,834"
"3428 TT","317,591"
"1473 TT","369,987"
"3434 TT","8,032"
"1474 TT","72,833"
"3438 TT","86,311"
"1476 TT","358,991"
"3441 TT","17,602"
"1477 TT","355,643"
"3444 TT","11,182"
"1503 TT","12,363"
"3452 TT","210,536"
"1504 TT","572,100"
"3455 TT","260,366"
"1506 TT","76,488"
"3466 TT","2,429"
"1507 TT","158,582"
"3479 TT","286,943"
"1512 TT","118,755"
"3483 TT","206,487"
"1513 TT","234,417"
"3484 TT","193,932"
"1514 TT","88,831"
"3489 TT","12,897"
"1515 TT","50,838"
"3490 TT","306,003"
"1516 TT","49,726"
"3491 TT","193,480"
"1517 TT","49,572"
"3492 TT","239,962"
"1519 TT","136,546"
"3498 TT","217,737"
"1521 TT","47,209"
"3499 TT","176,217"
"1522 TT","396,643"
"3508 TT","217,157"
"1524 TT","255,480"
"3511 TT","163,710"
"1525 TT","118,202"
"3512 TT","15,927"
"1526 TT","35,974"
"3516 TT","11,822"
"1527 TT","381,522"
"3520 TT","291,626"
"1528 TT","232,221"
"3521 TT","56,343"
"1530 TT","10,724"
"3522 TT","47,882"
"1531 TT","38,749"
"3523 TT","101,815"
"1532 TT","447,262"
"3526 TT","262,070"
"1533 TT","568,880"
"3527 TT","57,258"
"1535 TT","11,844"
"3528 TT","37,138"
"1536 TT","938,734"
"3529 TT","59,431"
"1537 TT","70,226"
"3531 TT","3,949"
"1539 TT","167,075"
"3537 TT","65,174"
"1540 TT","45,237"
"3540 TT","212,877"
"1541 TT","178,223"
"3541 TT","31,756"
"1558 TT","29,262"
"3546 TT","61,242"
"1560 TT","41,687"
"3548 TT","252,324"
"1568 TT","551,068"
"3551 TT","23,674"
"1582 TT","150,378"
"3552 TT","300,812"
"1583 TT","6,440"
"3553 TT","47,713"
"1589 TT","162,770"
"3556 TT","109,065"
"1590 TT","193,534"
"3558 TT","85,652"
"1592 TT","128,305"
"3563 TT","12,107"
"1603 TT","49,487"
"3564 TT","36,865"
"1604 TT","181,441"
"3567 TT","71,589"
"1605 TT","1,606,077"
"3577 TT","10,643"
"1608 TT","70,703"
"3580 TT","90,264"
"1609 TT","77,510"
"3581 TT","86,955"
"1611 TT","488,053"
"3587 TT","111,173"
"1612 TT","25,524"
"3594 TT","158,154"
"1614 TT","25,976"
"3609 TT","10,159"
"1615 TT","6,874"
"3611 TT","33,518"
"1617 TT","6,079"
"3615 TT","108,100"
"1618 TT","125,648"
"3623 TT","46,167"
"1626 TT","8,901"
"3624 TT","160,696"
"1701 TT","92,723"
"3625 TT","23,393"
"1702 TT","148,293"
"3628 TT","14,827"
"1704 TT","1,444,741"
"3630 TT","48,087"
"1707 TT","177,427"
"3631 TT","6,919"
"1708 TT","181,974"
"3632 TT","422,529"
"1709 TT","253,788"
"3642 TT","117,040"
"1710 TT","313,954"
"3646 TT","10,027"
"1711 TT","206,752"
"3652 TT","3,751"
"1712 TT","145,767"
"3658 TT","125,560"
"1713 TT","12,784"
"3662 TT","1,326,768"
"1714 TT","330,793"
"3663 TT","13,533"
"1715 TT","152,961"
"3664 TT","145,276"
"1717 TT","103,302"
"3666 TT","168,757"
"1718 TT","745,089"
"3675 TT","12,909"
"1720 TT","118,237"
"3680 TT","87,222"
"1721 TT","121,675"
"3685 TT","66,343"
"1722 TT","507,139"
"3687 TT","79,618"
"1723 TT","83,530"
"3689 TT","70,630"
"1724 TT","41,939"
"3691 TT","147,547"
"1725 TT","4,699"
"3693 TT","40,271"
"1726 TT","15,583"
"3707 TT","623,686"
"1727 TT","10,398"
"4102 TT","49,205"
"1729 TT","84,428"
"4103 TT","12,461"
"1730 TT","46,406"
"4105 TT","559,316"
"1731 TT","398,625"
"4107 TT","115,577"
"1732 TT","59,868"
"4109 TT","48,513"
"1733 TT","40,409"
"4111 TT","29,676"
"1734 TT","173,800"
"4113 TT","134,714"
"1735 TT","124,667"
"4114 TT","96,158"
"1736 TT","54,233"
"4116 TT","58,805"
"1737 TT","134,417"
"4120 TT","58,763"
"1762 TT","66,432"
"4121 TT","78,715"
"1773 TT","16,442"
"4123 TT","257,409"
"1783 TT","69,359"
"4126 TT","131,393"
"1786 TT","95,334"
"4127 TT","53,146"
"1789 TT","317,585"
"4129 TT","200,542"
"1802 TT","842,514"
"4130 TT","334,050"
"1805 TT","26,090"
"4138 TT","27,599"
"1806 TT","59,684"
"4153 TT","83,373"
"1808 TT","153,814"
"4157 TT","263,423"
"1809 TT","61,893"
"4161 TT","127,991"
"1810 TT","168,603"
"4162 TT","288,183"
"1817 TT","51,030"
"4163 TT","210,427"
"1902 TT","88,967"
"4173 TT","103,992"
"1903 TT","14,999"
"4174 TT","260,947"
"1904 TT","104,103"
"4205 TT","5,406"
"1905 TT","225,261"
"4207 TT","18,261"
"1906 TT","138,634"
"4303 TT","2,229"
"1907 TT","152,243"
"4305 TT","4,814"
"1909 TT","517,917"
"4401 TT","26,320"
"2002 TT","6,943,203"
"4406 TT","29,442"
"2006 TT","294,293"
"4416 TT","2,013"
"2007 TT","46,861"
"4417 TT","84,383"
"2008 TT","26,531"
"4420 TT","131,100"
"2010 TT","143,907"
"4429 TT","6,828"
"2012 TT","14,133"
"4430 TT","11,633"
"2013 TT","111,162"
"4432 TT","91,118"
"2015 TT","123,450"
"4433 TT","8,840"
"2017 TT","169,842"
"4502 TT","34,441"
"2020 TT","97,043"
"4506 TT","64,371"
"2023 TT","498,322"
"4510 TT","179,735"
"2024 TT","24,754"
"4513 TT","118,936"
"2027 TT","260,242"
"4523 TT","314,136"
"2029 TT","54,164"
"4527 TT","5,991"
"2030 TT","112,285"
"4528 TT","106,597"
"2031 TT","135,377"
"4529 TT","321,678"
"2032 TT","136,212"
"4533 TT","659,536"
"2033 TT","11,808"
"4534 TT","358,201"
"2034 TT","334,925"
"4535 TT","29,688"
"2038 TT","35,182"
"4541 TT","55,345"
"2049 TT","575,305"
"4549 TT","7,352"
"2059 TT","64,955"
"4550 TT","15,046"
"2062 TT","172,572"
"4706 TT","152,693"
"2101 TT","482,965"
"4707 TT","59,411"
"2102 TT","126,393"
"4711 TT","5,042"
"2103 TT","893,357"
"4712 TT","19,551"
"2104 TT","148,259"
"4714 TT","24,820"
"2105 TT","1,423,103"
"4716 TT","22,862"
"2106 TT","246,242"
"4721 TT","383,712"
"2107 TT","272,439"
"4728 TT","169,050"
"2108 TT","435,404"
"4736 TT","83,485"
"2109 TT","99,698"
"4739 TT","730,873"
"2114 TT","13,657"
"4745 TT","162,853"
"2115 TT","109,127"
"4747 TT","12,604"
"2201 TT","342,093"
"4803 TT","141,132"
"2204 TT","437,653"
"4804 TT","45,074"
"2206 TT","309,766"
"4903 TT","172,891"
"2207 TT","56,314"
"4905 TT","23,937"
"2208 TT","223,899"
"4908 TT","36,867"
"2227 TT","41,914"
"4909 TT","52,365"
"2228 TT","171,492"
"4924 TT","48,367"
"2231 TT","93,095"
"4933 TT","53,572"
"2301 TT","1,129,939"
"4939 TT","25,577"
"2302 TT","66,134"
"4944 TT","117,701"
"2303 TT","6,226,808"
"4947 TT","126,121"
"2305 TT","213,858"
"4953 TT","21,251"
"2308 TT","967,007"
"4966 TT","339,013"
"2311 TT","3,201,698"
"4971 TT","267,409"
"2312 TT","1,104,564"
"4972 TT","44,747"
"2313 TT","1,606,950"
"4973 TT","27,650"
"2314 TT","352,745"
"4974 TT","28,590"
"2316 TT","1,533,822"
"4979 TT","444,873"
"2317 TT","5,706,765"
"4991 TT","623,385"
"2323 TT","697,253"
"4995 TT","11,240"
"2324 TT","2,667,574"
"5009 TT","641,185"
"2325 TT","3,305,969"
"5011 TT","504"
"2327 TT","213,681"
"5013 TT","36,635"
"2328 TT","279,601"
"5014 TT","19,698"
"2329 TT","672,953"
"5015 TT","180,888"
"2330 TT","6,721,058"
"5016 TT","1,851"
"2331 TT","395,558"
"5102 TT","6,602"
"2332 TT","472,284"
"5201 TT","4,401"
"2337 TT","1,180,891"
"5202 TT","8,212"
"2338 TT","73,939"
"5206 TT","8,041"
"2340 TT","485,372"
"5210 TT","5,995"
"2344 TT","2,001,726"
"5211 TT","8,891"
"2345 TT","2,219,492"
"5212 TT","7,485"
"2347 TT","914,683"
"5213 TT","34,145"
"2349 TT","1,879,020"
"5230 TT","38,577"
"2351 TT","332,440"
"5245 TT","153,236"
"2352 TT","880,383"
"5251 TT","12,933"
"2353 TT","2,209,890"
"5255 TT","5,474"
"2354 TT","1,256,910"
"5263 TT","43,789"
"2355 TT","476,377"
"5272 TT","78,357"
"2356 TT","4,666,055"
"5274 TT","18,554"
"2357 TT","259,305"
"5284 TT","40,606"
"2358 TT","65,878"
"5287 TT","3,986"
"2359 TT","250,291"
"5289 TT","439,467"
"2360 TT","104,344"
"5291 TT","8,126"
"2362 TT","249,046"
"5301 TT","18,387"
"2363 TT","363,901"
"5302 TT","23,578"
"2365 TT","88,393"
"5306 TT","43,852"
"2367 TT","328,247"
"5309 TT","1,315,919"
"2368 TT","367,674"
"5310 TT","15,312"
"2369 TT","216,078"
"5312 TT","7,707"
"2371 TT","1,072,488"
"5314 TT","25,662"
"2373 TT","12,208"
"5315 TT","580,355"
"2374 TT","74,677"
"5317 TT","6,288"
"2375 TT","48,770"
"5321 TT","3,151"
"2376 TT","252,700"
"5324 TT","9,386"
"2377 TT","1,217,819"
"5328 TT","119,213"
"2379 TT","692,460"
"5344 TT","4,963"
"2380 TT","43,042"
"5345 TT","20,418"
"2382 TT","1,116,732"
"5347 TT","800,764"
"2383 TT","722,022"
"5349 TT","1,262,132"
"2385 TT","310,300"
"5351 TT","596,602"
"2387 TT","364,677"
"5353 TT","29,537"
"2390 TT","352,061"
"5355 TT","40,561"
"2392 TT","200,558"
"5356 TT","121,167"
"2393 TT","550,530"
"5371 TT","379,995"
"2395 TT","164,739"
"5383 TT","7,532"
"2397 TT","115,014"
"5384 TT","3,564"
"2399 TT","31,802"
"5386 TT","1,508"
"2401 TT","1,255,976"
"5392 TT","42,290"
"2402 TT","439,390"
"5403 TT","83,513"
"2404 TT","308,253"
"5410 TT","76,029"
"2405 TT","3,153,338"
"5425 TT","651,547"
"2406 TT","1,214,258"
"5426 TT","20,522"
"2408 TT","1,366,751"
"5432 TT","1,256"
"2409 TT","14,683,393"
"5438 TT","101,629"
"2412 TT","1,760,418"
"5439 TT","16,665"
"2413 TT","136,324"
"5443 TT","721,917"
"2414 TT","34,891"
"5452 TT","190,039"
"2415 TT","107,140"
"5457 TT","191,619"
"2417 TT","82,134"
"5460 TT","56,132"
"2419 TT","1,558,837"
"5464 TT","12,898"
"2420 TT","106,638"
"5465 TT","44,958"
"2421 TT","775,010"
"5474 TT","106,280"
"2423 TT","22,100"
"5475 TT","98,219"
"2424 TT","1,683"
"5478 TT","234,302"
"2425 TT","66,433"
"5480 TT","35,758"
"2426 TT","329,568"
"5481 TT","74,459"
"2427 TT","75,589"
"5483 TT","857,005"
"2428 TT","106,988"
"5487 TT","106,657"
"2430 TT","41,137"
"5488 TT","13,673"
"2431 TT","197,187"
"5489 TT","13,256"
"2433 TT","24,422"
"5490 TT","333,176"
"2436 TT","914,286"
"5491 TT","53,174"
"2437 TT","57,073"
"5493 TT","19,182"
"2439 TT","802,872"
"5498 TT","48,313"
"2441 TT","105,523"
"5508 TT","122,186"
"2442 TT","68,444"
"5511 TT","34,227"
"2443 TT","48,091"
"5512 TT","214,789"
"2444 TT","324,301"
"5514 TT","17,086"
"2448 TT","2,818,780"
"5516 TT","3,600"
"2449 TT","1,836,873"
"5520 TT","3,507"
"2450 TT","23,267"
"5523 TT","2,214"
"2451 TT","133,617"
"5529 TT","55,212"
"2453 TT","92,771"
"5530 TT","30,900"
"2454 TT","1,306,163"
"5536 TT","18,270"
"2455 TT","1,256,150"
"5603 TT","52,095"
"2456 TT","479,001"
"5604 TT","5,718"
"2457 TT","237,474"
"5609 TT","21,018"
"2458 TT","685,320"
"5703 TT","4,060"
"2459 TT","14,897"
"5704 TT","65,579"
"2460 TT","20,799"
"5820 TT","213,020"
"2461 TT","118,816"
"5903 TT","81,832"
"2462 TT","28,622"
"5904 TT","10,814"
"2464 TT","537,533"
"5905 TT","61,780"
"2466 TT","17,203"
"6015 TT","77,856"
"2467 TT","167,260"
"6016 TT","82,950"
"2468 TT","13,349"
"6020 TT","8,063"
"2471 TT","53,584"
"6021 TT","52,658"
"2472 TT","228,962"
"6022 TT","67,749"
"2474 TT","1,278,857"
"6023 TT","36,524"
"2475 TT","520,596"
"6024 TT","76,198"
"2476 TT","39,169"
"6101 TT","6,957"
"2477 TT","60,105"
"6104 TT","344,067"
"2478 TT","156,432"
"6105 TT","95,517"
"2480 TT","42,656"
"6107 TT","82,039"
"2481 TT","1,949,184"
"6109 TT","22,640"
"2482 TT","236,892"
"6111 TT","306,562"
"2483 TT","62,936"
"6113 TT","24,277"
"2484 TT","512,848"
"6114 TT","52,935"
"2485 TT","1,251,112"
"6118 TT","32,950"
"2486 TT","66,049"
"6121 TT","211,153"
"2488 TT","389,686"
"6122 TT","15,586"
"2489 TT","1,418,808"
"6123 TT","180,108"
"2492 TT","1,580,851"
"6124 TT","4,773"
"2493 TT","79,909"
"6125 TT","234,576"
"2495 TT","341,084"
"6126 TT","73,586"
"2497 TT","274,361"
"6127 TT","25,045"
"2498 TT","7,933,954"
"6129 TT","85,652"
"2499 TT","283,916"
"6130 TT","3,865"
"2501 TT","237,934"
"6134 TT","10,202"
"2504 TT","308,369"
"6138 TT","192,301"
"2505 TT","86,256"
"6140 TT","7,398"
"2506 TT","22,623"
"6143 TT","430,294"
"2509 TT","53,076"
"6146 TT","41,434"
"2511 TT","681,731"
"6147 TT","798,233"
"2514 TT","192,380"
"6148 TT","47,285"
"2515 TT","1,022,206"
"6151 TT","80,769"
"2516 TT","131,628"
"6154 TT","6,957"
"2520 TT","511,831"
"6156 TT","72,579"
"2524 TT","37,065"
"6158 TT","177,423"
"2527 TT","32,040"
"6160 TT","196,846"
"2528 TT","3,611"
"6161 TT","25,311"
"2530 TT","205,247"
"6163 TT","199,863"
"2534 TT","111,022"
"6169 TT","142,289"
"2535 TT","42,766"
"6170 TT","39,923"
"2536 TT","106,048"
"6171 TT","36,414"
"2537 TT","232,194"
"6173 TT","1,195,768"
"2538 TT","386,104"
"6174 TT","6,251"
"2539 TT","45,240"
"6175 TT","22,792"
"2540 TT","2,641"
"6179 TT","9,551"
"2542 TT","2,210,332"
"6180 TT","234,858"
"2543 TT","14,210"
"6182 TT","460,903"
"2545 TT","229,214"
"6185 TT","98,047"
"2546 TT","18,939"
"6186 TT","152,528"
"2547 TT","248,051"
"6187 TT","372,165"
"2548 TT","441,343"
"6188 TT","226,798"
"2597 TT","19,022"
"6190 TT","36,864"
"2601 TT","411,249"
"6194 TT","26,869"
"2603 TT","1,178,253"
"6195 TT","10,950"
"2605 TT","179,080"
"6203 TT","9,189"
"2606 TT","521,231"
"6204 TT","3,687"
"2607 TT","140,678"
"6207 TT","166,669"
"2608 TT","522,013"
"6208 TT","97,829"
"2609 TT","1,388,652"
"6210 TT","36,613"
"2610 TT","2,108,854"
"6212 TT","6,883"
"2611 TT","31,942"
"6217 TT","300,951"
"2612 TT","119,121"
"6218 TT","13,038"
"2613 TT","29,553"
"6219 TT","11,014"
"2615 TT","1,761,914"
"6220 TT","209,788"
"2616 TT","29,777"
"6221 TT","23,458"
"2617 TT","161,003"
"6223 TT","291,801"
"2618 TT","3,014,650"
"6227 TT","414,204"
"2634 TT","834,073"
"6228 TT","18,703"
"2637 TT","270,527"
"6229 TT","102,525"
"2642 TT","22,498"
"6231 TT","13,651"
"2701 TT","8,406"
"6233 TT","58,903"
"2702 TT","28,082"
"6234 TT","270,473"
"2704 TT","14,707"
"6237 TT","283,482"
"2705 TT","109,679"
"6238 TT","579,551"
"2706 TT","14,976"
"6241 TT","18,826"
"2707 TT","71,437"
"6244 TT","1,274,347"
"2712 TT","4,246"
"6245 TT","206,405"
"2722 TT","1,650"
"6248 TT","977"
"2723 TT","94,311"
"6261 TT","96,245"
"2727 TT","46,726"
"6263 TT","20,919"
"2731 TT","52,451"
"6264 TT","9,566"
"2801 TT","1,012,451"
"6265 TT","51,003"
"2809 TT","240,656"
"6266 TT","388,474"
"2812 TT","395,362"
"6270 TT","49,402"
"2816 TT","34,683"
"6274 TT","567,933"
"2820 TT","323,374"
"6275 TT","39,668"
"2823 TT","2,583,707"
"6279 TT","180,467"
"2832 TT","37,548"
"6284 TT","48,079"
"2834 TT","1,399,970"
"6287 TT","6,406"
"2836 TT","149,947"
"6290 TT","323,818"
"2838 TT","84,299"
"6292 TT","6,504"
"2841 TT","642,406"
"6294 TT","68,789"
"2845 TT","319,976"
"6298 TT","51,158"
"2849 TT","41,728"
"6404 TT","162,994"
"2850 TT","53,293"
"6411 TT","454,618"
"2851 TT","19,496"
"6417 TT","61,228"
"2852 TT","69,268"
"6426 TT","9,264"
"2855 TT","119,456"
"6432 TT","21,648"
"2856 TT","154,997"
"6488 TT","168,954"
"2867 TT","438,355"
"6496 TT","20,696"
"2880 TT","1,544,445"
"6506 TT","118,759"
"2881 TT","5,040,026"
"6508 TT","20,806"
"2882 TT","4,541,596"
"6509 TT","563,028"
"2883 TT","5,191,652"
"6510 TT","135,445"
"2884 TT","3,354,738"
"6603 TT","34,385"
"2885 TT","5,638,595"
"6609 TT","60,656"
"2886 TT","4,148,891"
"6803 TT","26,134"
"2887 TT","3,863,441"
"8024 TT","20,381"
"2888 TT","4,548,316"
"8027 TT","10,585"
"2889 TT","481,420"
"8032 TT","4,788"
"2890 TT","3,397,411"
"8038 TT","363,133"
"2891 TT","6,690,684"
"8040 TT","30,151"
"2892 TT","3,655,366"
"8042 TT","97,044"
"2901 TT","7,554"
"8043 TT","15,613"
"2903 TT","417,021"
"8044 TT","86,220"
"2904 TT","12,343"
"8047 TT","5,251"
"2905 TT","193,078"
"8048 TT","89,523"
"2906 TT","17,202"
"8049 TT","513,471"
"2908 TT","144,485"
"8050 TT","237,998"
"2910 TT","509"
"8053 TT","28,753"
"2911 TT","139,146"
"8054 TT","30,379"
"2912 TT","302,215"
"8059 TT","37,666"
"2913 TT","420,621"
"8064 TT","1,316,242"
"2915 TT","735,875"
"8069 TT","2,360,138"
"2929 TT","140,534"
"8071 TT","22,472"
"3002 TT","27,662"
"8074 TT","52,664"
"3003 TT","488,826"
"8076 TT","567,694"
"3004 TT","117,686"
"8079 TT","15,489"
"3005 TT","618,386"
"8080 TT","156,348"
"3006 TT","322,680"
"8083 TT","4,064"
"3008 TT","190,038"
"8085 TT","39,228"
"3010 TT","36,775"
"8086 TT","1,076,310"
"3011 TT","127,924"
"8088 TT","50,057"
"3013 TT","140,414"
"8091 TT","110,438"
"3014 TT","113,553"
"8093 TT","3,814"
"3015 TT","59,919"
"8096 TT","1,111,416"
"3016 TT","757,158"
"8099 TT","25,517"
"3017 TT","763,861"
"8107 TT","145,499"
"3018 TT","28,098"
"8109 TT","64,742"
"3019 TT","203,607"
"8121 TT","120,461"
"3021 TT","21,962"
"8147 TT","20,961"
"3022 TT","209,629"
"8155 TT","50,591"
"3023 TT","382,762"
"8171 TT","168,980"
"3024 TT","44,085"
"8182 TT","20,700"
"3025 TT","34,785"
"8183 TT","116,249"
"3026 TT","29,615"
"8234 TT","77,831"
"3027 TT","67,833"
"8240 TT","11,120"
"3028 TT","137,568"
"8255 TT","297,052"
"3029 TT","207,638"
"8277 TT","299,909"
"3030 TT","140,071"
"8287 TT","105,499"
"3031 TT","58,201"
"8289 TT","30,505"
"3032 TT","577,542"
"8299 TT","299,907"
"3033 TT","48,187"
"8349 TT","14,208"
"3034 TT","767,425"
"8354 TT","17,913"
"3035 TT","297,836"
"8358 TT","91,139"
"3036 TT","202,077"
"8383 TT","531,436"
"3037 TT","1,535,729"
"8390 TT","22,466"
"3038 TT","949,015"
"8401 TT","17,882"
"3040 TT","9,097"
"8403 TT","142,754"
"3041 TT","504,860"
"8406 TT","50,505"
"3042 TT","750,888"
"8410 TT","10,710"
"3044 TT","266,924"
"8418 TT","4,767"
"3045 TT","637,768"
"8420 TT","97,979"
"3047 TT","193,339"
"8421 TT","26,807"
"3048 TT","179,086"
"8424 TT","5,139"
"3049 TT","713,958"
"8426 TT","30,926"
"3050 TT","287,066"
"8431 TT","358,811"
"3052 TT","100,875"
"8432 TT","204,621"
"3054 TT","62,971"
"8433 TT","96,347"
"3055 TT","452,346"
"8435 TT","4,635"
"3056 TT","337,792"
"8436 TT","381,027"
"3057 TT","217,122"
"8437 TT","101,311"
"3058 TT","41,790"
"8444 TT","22,815"
"3059 TT","374,790"
"8446 TT","269,396"
"3060 TT","444,182"
"8450 TT","19,384"
"3062 TT","319,752"
"8905 TT","7,734"
"3090 TT","33,296"
"8908 TT","687"
"3094 TT","116,391"
"8913 TT","8,052"
"3130 TT","2,445"
"8916 TT","104,190"
"3149 TT","296,962"
"8917 TT","483"
"3164 TT","35,340"
"8923 TT","451"
"3167 TT","51,870"
"8924 TT","26,686"
"3189 TT","350,910"
"8927 TT","45,196"
"3209 TT","120,424"
"8928 TT","22,296"
"3229 TT","161,663"
"8929 TT","5,568"
"3231 TT","3,960,716"
"8930 TT","5,397"
"3257 TT","37,210"
"8931 TT","9,093"
"3266 TT","30,485"
"8933 TT","186,217"
"3296 TT","9,918"
"8935 TT","14,925"
"3305 TT","15,692"
"8936 TT","509,914"
"3308 TT","9,388"
"8937 TT","24,831"
"3311 TT","134,641"
"8938 TT","37,466"
"3312 TT","23,069"
"8941 TT","1,251"
