"證券代號 TT","可借券賣出股數"
"3315 TT","14,889"
"8942 TT","128,837"
"3338 TT","72,312"
"911613 TT","846"
"3356 TT","25,829"
"9949 TT","2,987"
"3376 TT","376,276"
"9950 TT","2,057"
"3380 TT","709,990"
"9951 TT","103,767"
"3383 TT","276,363"
"9960 TT","26,204"
"3406 TT","205,675"
"9962 TT","6,227"
"3413 TT","450,930"
"3416 TT","14,333"
"3419 TT","102,337"
"3432 TT","13,261"
"3437 TT","143,051"
"3443 TT","242,833"
"3450 TT","910,871"
"3454 TT","133,829"
"3474 TT","2,461,258"
"3481 TT","15,520,873"
"3494 TT","1,033,982"
"3501 TT","127,474"
"3504 TT","152,840"
"3514 TT","2,611,240"
"3515 TT","30,006"
"3518 TT","41,768"
"3519 TT","1,167,432"
"3532 TT","41,051"
"3533 TT","154,697"
"3535 TT","630,474"
"3545 TT","306,188"
"3550 TT","59,126"
"3557 TT","30,042"
"3559 TT","128,324"
"3561 TT","655,812"
"3573 TT","15,677"
"3576 TT","1,394,594"
"3579 TT","112,142"
"3583 TT","116,860"
"3588 TT","60,990"
"3591 TT","40,708"
"3596 TT","970,939"
"3598 TT","55,932"
"3605 TT","405,457"
"3607 TT","102,186"
"3617 TT","68,225"
"3622 TT","116,359"
"3645 TT","41,274"
"3653 TT","28,058"
"3661 TT","188,302"
"3665 TT","643,007"
"3669 TT","27,344"
"3673 TT","3,242,575"
"3679 TT","20,883"
"3682 TT","1,403,538"
"3686 TT","683,446"
"3694 TT","164,583"
"3698 TT","522,237"
"3702 TT","637,968"
"3703 TT","228,580"
"3704 TT","250,419"
"3705 TT","48,909"
"3706 TT","1,256,957"
"4104 TT","59,886"
"4106 TT","225,790"
"4108 TT","1,466,308"
"4119 TT","385,561"
"4133 TT","30,510"
"4137 TT","270,781"
"4141 TT","242,838"
"4142 TT","350,125"
"4144 TT","32,927"
"4164 TT","32,960"
"4306 TT","105,228"
"4414 TT","1,118,181"
"4426 TT","287,468"
"4526 TT","114,214"
"4532 TT","67,873"
"4536 TT","17,035"
"4551 TT","212,814"
"4720 TT","16,137"
"4722 TT","208,926"
"4725 TT","123,336"
"4733 TT","638,553"
"4737 TT","6,875"
"4746 TT","397,208"
"4755 TT","13,383"
"4904 TT","788,962"
"4906 TT","581,292"
"4912 TT","40,935"
"4915 TT","770,668"
"4916 TT","504,249"
"4919 TT","272,685"
"4927 TT","102,516"
"4930 TT","78,484"
"4934 TT","2,030,439"
"4935 TT","465,121"
"4938 TT","1,560,613"
"4942 TT","51,540"
"4952 TT","311,873"
"4956 TT","35,606"
"4958 TT","1,034,070"
"4960 TT","886,016"
"4976 TT","8,464"
"4977 TT","106,200"
"4984 TT","148,510"
"4994 TT","46,631"
"4999 TT","93,100"
"5007 TT","29,986"
"5203 TT","27,520"
"5215 TT","30,857"
"5225 TT","16,805"
"5234 TT","12,332"
"5243 TT","478,275"
"5264 TT","248,571"
"5269 TT","201,899"
"5285 TT","17,474"
"5288 TT","127,370"
"5305 TT","161,706"
"5388 TT","524,019"
"5434 TT","62,979"
"5469 TT","209,292"
"5471 TT","39,019"
"5515 TT","15,422"
"5519 TT","66,440"
"5521 TT","160,995"
"5522 TT","605,779"
"5525 TT","38,195"
"5531 TT","286,525"
"5533 TT","54,024"
"5534 TT","301,752"
"5538 TT","5,086"
"5607 TT","27,448"
"5608 TT","69,012"
"5706 TT","32,880"
"5871 TT","654,047"
"5880 TT","1,784,635"
"5906 TT","7,780"
"5907 TT","142,408"
"6005 TT","303,438"
"6108 TT","91,574"
"6112 TT","33,746"
"6115 TT","28,142"
"6116 TT","2,754,663"
"6117 TT","2,386"
"6120 TT","341,842"
"6128 TT","57,423"
"6133 TT","6,813"
"6136 TT","41,165"
"6139 TT","1,659,340"
"6141 TT","14,448"
"6142 TT","250,627"
"6145 TT","72,640"
"6152 TT","274,282"
"6153 TT","249,368"
"6155 TT","4,826"
"6164 TT","38,560"
"6166 TT","65,985"
"6168 TT","77,581"
"6176 TT","1,217,848"
"6177 TT","59,280"
"6183 TT","8,648"
"6184 TT","30,287"
"6189 TT","52,813"
"6191 TT","191,277"
"6192 TT","37,077"
"6196 TT","199,878"
"6197 TT","158,186"
"6201 TT","9,350"
"6202 TT","111,851"
"6205 TT","50,159"
"6206 TT","73,120"
"6209 TT","80,493"
"6213 TT","199,385"
"6214 TT","219,330"
"6215 TT","138,606"
"6216 TT","107,048"
"6224 TT","59,279"
"6226 TT","54,818"
"6230 TT","443,030"
"6235 TT","144,491"
"6239 TT","577,002"
"6243 TT","373,195"
"6251 TT","98,248"
"6257 TT","303,123"
"6269 TT","693,550"
"6271 TT","455,414"
"6277 TT","37,898"
"6278 TT","82,764"
"6281 TT","10,115"
"6282 TT","1,899,277"
"6283 TT","111,926"
"6285 TT","686,689"
"6405 TT","12,828"
"6409 TT","29,710"
"6412 TT","49,216"
"6414 TT","147,852"
"6415 TT","57,324"
"6422 TT","168,216"
"6431 TT","6,283"
"6442 TT","326,580"
"6449 TT","64,320"
"6451 TT","86,466"
"6452 TT","203,678"
"6456 TT","688,863"
"6504 TT","75,094"
"6505 TT","901,036"
"6605 TT","72,773"
"6702 TT","254,514"
"8011 TT","81,959"
"8016 TT","234,802"
"8021 TT","186,813"
"8039 TT","121,691"
"8046 TT","57,709"
"8070 TT","43,147"
"8072 TT","11,054"
"8081 TT","183,724"
"8101 TT","117,373"
"8103 TT","70,886"
"8105 TT","1,735,062"
"8110 TT","460,608"
"8112 TT","389,927"
"8114 TT","26,451"
"8131 TT","114,090"
"8150 TT","141,417"
"8163 TT","525,787"
"8201 TT","10,458"
"8210 TT","253,552"
"8213 TT","240,087"
"8215 TT","184,303"
"8222 TT","489,723"
"8249 TT","161,844"
"8261 TT","9,113"
"8271 TT","453,571"
"8341 TT","264,572"
"8374 TT","108,976"
"8404 TT","781,785"
"8411 TT","54,297"
"8422 TT","76,888"
"8427 TT","15,740"
"8429 TT","307,562"
"8443 TT","24,674"
"8454 TT","17,328"
"8463 TT","19,351"
"8464 TT","217,830"
"8926 TT","90,564"
"8940 TT","3,333"
"8996 TT","203,538"
"9103 TT","79,944"
"910322 TT","21,707"
"910482 TT","96,419"
"9105 TT","540,600"
"910801 TT","50,909"
"911611 TT","14,293"
"911616 TT","34,246"
"911868 TT","9,900"
"912000 TT","5,281"
"9136 TT","216,022"
"9157 TT","11,353"
"9188 TT","38,980"
"9802 TT","206,827"
"9902 TT","30,852"
"9904 TT","1,429,023"
"9905 TT","46,426"
"9906 TT","261,240"
"9907 TT","298,325"
"9908 TT","46,577"
"9910 TT","250,931"
"9911 TT","84,265"
"9912 TT","25,643"
"9914 TT","275,810"
"9917 TT","51,179"
"9918 TT","1,294"
"9919 TT","78,642"
"9921 TT","164,900"
"9924 TT","244,737"
"9925 TT","42,628"
"9926 TT","2,624"
"9927 TT","34,158"
"9928 TT","5,443"
"9930 TT","15,860"
"9931 TT","2,873"
"9933 TT","713,152"
"9934 TT","135,013"
"9937 TT","36,314"
"9938 TT","886,699"
"9939 TT","279,830"
"9940 TT","56,635"
"9941 TT","44,015"
"9942 TT","25,987"
"9943 TT","118,484"
"9944 TT","13,323"
"9945 TT","1,453,594"
"9946 TT","221,693"
"9955 TT","20,832"
"9958 TT","98,662"
