"證券代號 TT","可借券賣出股數"
"8936 TT","424,713"
"3311 TT","89,029"
"8937 TT","16,951"
"3312 TT","26,049"
"8938 TT","29,558"
"3315 TT","12,448"
"8941 TT","1,354"
"3338 TT","63,789"
"8942 TT","103,840"
"3356 TT","22,845"
"911613 TT","413"
"3376 TT","298,694"
"9949 TT","2,029"
"3380 TT","773,469"
"9950 TT","1,732"
"3383 TT","234,381"
"9951 TT","112,526"
"3406 TT","200,887"
"9960 TT","21,102"
"3413 TT","282,881"
"9962 TT","112,715"
"3416 TT","12,208"
"3419 TT","56,513"
"3432 TT","7,789"
"3437 TT","114,427"
"3443 TT","153,119"
"3450 TT","864,453"
"3454 TT","134,156"
"3474 TT","2,438,102"
"3481 TT","11,575,686"
"3494 TT","580,204"
"3501 TT","116,059"
"3504 TT","99,915"
"3514 TT","1,918,048"
"3515 TT","19,149"
"3518 TT","37,726"
"3519 TT","877,920"
"3532 TT","30,933"
"3533 TT","147,960"
"3535 TT","632,598"
"3545 TT","240,865"
"3550 TT","69,863"
"3557 TT","25,809"
"3559 TT","98,644"
"3561 TT","575,755"
"3573 TT","15,212"
"3576 TT","1,544,661"
"3579 TT","73,810"
"3583 TT","94,430"
"3588 TT","47,351"
"3591 TT","30,676"
"3596 TT","851,971"
"3598 TT","84,002"
"3605 TT","285,804"
"3607 TT","96,481"
"3617 TT","102,067"
"3622 TT","107,278"
"3645 TT","20,531"
"3653 TT","23,571"
"3661 TT","252,016"
"3665 TT","840,682"
"3669 TT","20,682"
"3673 TT","3,070,238"
"3679 TT","19,663"
"3682 TT","1,053,129"
"3686 TT","542,833"
"3694 TT","100,891"
"3698 TT","378,395"
"3702 TT","626,662"
"3703 TT","136,883"
"3704 TT","213,205"
"3705 TT","58,481"
"3706 TT","1,233,956"
"4104 TT","55,124"
"4106 TT","123,574"
"4108 TT","1,127,235"
"4119 TT","345,444"
"4133 TT","17,652"
"4137 TT","256,749"
"4141 TT","155,838"
"4142 TT","152,478"
"4144 TT","29,292"
"4164 TT","31,372"
"4190 TT","29,453"
"4306 TT","91,700"
"4414 TT","692,433"
"4426 TT","284,508"
"4526 TT","126,413"
"4532 TT","66,484"
"4536 TT","10,913"
"4551 TT","219,810"
"4557 TT","55,423"
"4720 TT","9,756"
"4722 TT","192,316"
"4725 TT","109,198"
"4733 TT","533,481"
"4737 TT","5,210"
"4746 TT","320,459"
"4755 TT","14,229"
"4904 TT","856,791"
"4906 TT","301,377"
"4912 TT","33,832"
"4915 TT","914,557"
"4916 TT","643,485"
"4919 TT","287,198"
"4927 TT","91,740"
"4930 TT","56,607"
"4934 TT","1,832,795"
"4935 TT","364,605"
"4938 TT","1,798,281"
"4942 TT","52,015"
"4952 TT","341,548"
"4956 TT","21,846"
"4958 TT","958,020"
"4960 TT","560,438"
"4976 TT","8,912"
"4977 TT","29,218"
"4984 TT","98,546"
"4994 TT","27,241"
"4999 TT","59,488"
"5007 TT","27,379"
"5203 TT","24,680"
"5215 TT","26,372"
"5225 TT","10,936"
"5234 TT","10,152"
"5243 TT","346,630"
"5264 TT","228,935"
"5269 TT","204,302"
"5285 TT","13,865"
"5288 TT","163,795"
"5305 TT","107,397"
"5388 TT","485,134"
"5434 TT","53,327"
"5469 TT","154,194"
"5471 TT","47,457"
"5515 TT","16,579"
"5519 TT","40,366"
"5521 TT","119,665"
"5522 TT","520,279"
"5525 TT","26,807"
"5531 TT","197,606"
"5533 TT","60,756"
"5534 TT","293,544"
"5538 TT","5,500"
"5607 TT","18,645"
"5608 TT","50,254"
"5706 TT","33,199"
"5871 TT","545,909"
"5880 TT","1,682,388"
"5906 TT","7,268"
"5907 TT","83,485"
"6005 TT","302,589"
"6108 TT","111,047"
"6112 TT","31,604"
"6115 TT","25,529"
"6116 TT","2,209,106"
"6117 TT","1,984"
"6120 TT","312,203"
"6128 TT","49,406"
"6133 TT","17,646"
"6136 TT","33,978"
"6139 TT","1,382,723"
"6141 TT","9,767"
"6142 TT","136,693"
"6145 TT","48,559"
"6152 TT","212,262"
"6153 TT","231,125"
"6155 TT","2,780"
"6164 TT","31,243"
"6166 TT","66,426"
"6168 TT","62,033"
"6176 TT","1,517,327"
"6177 TT","92,393"
"6183 TT","7,564"
"6184 TT","56,572"
"6189 TT","40,301"
"6191 TT","99,294"
"6192 TT","49,460"
"6196 TT","117,696"
"6197 TT","150,522"
"6201 TT","6,767"
"6202 TT","91,811"
"6205 TT","16,715"
"6206 TT","79,966"
"6209 TT","54,529"
"6213 TT","253,446"
"6214 TT","193,471"
"6215 TT","109,228"
"6216 TT","104,868"
"6224 TT","60,725"
"6226 TT","28,382"
"6230 TT","361,471"
"6235 TT","111,614"
"6239 TT","577,568"
"6243 TT","279,604"
"6251 TT","61,630"
"6257 TT","225,023"
"6269 TT","624,478"
"6271 TT","272,452"
"6277 TT","62,464"
"6278 TT","78,079"
"6281 TT","8,611"
"6282 TT","1,314,882"
"6283 TT","89,401"
"6285 TT","628,245"
"6405 TT","8,299"
"6409 TT","27,477"
"6412 TT","48,321"
"6414 TT","143,637"
"6415 TT","49,424"
"6422 TT","182,483"
"6431 TT","4,876"
"6442 TT","165,107"
"6443 TT","329,354"
"6449 TT","37,620"
"6451 TT","64,096"
"6452 TT","182,631"
"6456 TT","580,337"
"6504 TT","79,148"
"6505 TT","854,387"
"6605 TT","76,255"
"6702 TT","236,278"
"8011 TT","50,568"
"8016 TT","252,741"
"8021 TT","145,859"
"8039 TT","108,520"
"8046 TT","44,518"
"8070 TT","31,176"
"8072 TT","9,068"
"8081 TT","111,974"
"8101 TT","88,470"
"8103 TT","58,440"
"8105 TT","1,832,253"
"8110 TT","57,719"
"8112 TT","218,505"
"8114 TT","21,440"
"8131 TT","97,989"
"8150 TT","104,059"
"8163 TT","246,518"
"8201 TT","10,529"
"8210 TT","312,478"
"8213 TT","266,677"
"8215 TT","166,457"
"8222 TT","442,432"
"8249 TT","146,875"
"8261 TT","9,840"
"8271 TT","234,992"
"8341 TT","213,496"
"8374 TT","70,702"
"8404 TT","767,258"
"8411 TT","25,171"
"8422 TT","75,277"
"8427 TT","16,411"
"8429 TT","342,036"
"8443 TT","17,498"
"8454 TT","21,390"
"8463 TT","16,874"
"8464 TT","212,253"
"8926 TT","73,978"
"8940 TT","4,087"
"8996 TT","150,500"
"9103 TT","53,197"
"910322 TT","18,167"
"910482 TT","56,986"
"9105 TT","390,054"
"910801 TT","36,893"
"911611 TT","14,873"
"911616 TT","29,293"
"911868 TT","5,686"
"912000 TT","5,558"
"9136 TT","181,336"
"9157 TT","8,547"
"9188 TT","36,240"
"9802 TT","348,268"
"9902 TT","25,104"
"9904 TT","1,432,055"
"9905 TT","43,356"
"9906 TT","300,067"
"9907 TT","297,109"
"9908 TT","34,545"
"9910 TT","316,843"
"9911 TT","144,689"
"9912 TT","15,148"
"9914 TT","303,553"
"9917 TT","50,701"
"9918 TT","758"
"9919 TT","37,202"
"9921 TT","172,041"
"9924 TT","172,241"
"9925 TT","40,078"
"9926 TT","2,758"
"9927 TT","23,644"
"9928 TT","6,438"
"9930 TT","15,362"
"9931 TT","1,995"
"9933 TT","565,820"
"9934 TT","106,436"
"9937 TT","35,743"
"9938 TT","864,399"
"9939 TT","325,099"
"9940 TT","43,046"
"9941 TT","42,429"
"9942 TT","21,042"
"9943 TT","102,005"
"9944 TT","12,815"
"9945 TT","1,310,105"
"9946 TT","169,150"
"9955 TT","11,950"
"9958 TT","106,394"
